

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
ANDRIA ;78974;35004;384;1892;
BARLETTA ;76000;30682;281;954;
BISCEGLIE ;45604;18650;159;871;
CANOSA DI PUGLIA ;24612;9905;64;476;
MARGHERITA DI SAVOIA ;10067;3649;25;113;
MINERVINO MURGE ;7996;3689;50;334;
SAN FERDINANDO DI PUGLIA ;10964;4566;64;175;
SPINAZZOLA ;5630;2663;32;153;
TRANI ;46416;20622;177;982;
TRINITAPOLI ;11201;4887;51;238;
