

Ente;Liste/Gruppi;Voti;
ABBADIA LARIANA;PARTITO DEMOCRATICO;699;;
ABBADIA LARIANA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;366;;
ABBADIA LARIANA;FORZA ITALIA;286;;
ABBADIA LARIANA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;247;;
ABBADIA LARIANA;NUOVO CENTRO DESTRA - UDC;96;;
ABBADIA LARIANA;L'ALTRA EUROPA CON TSIPRAS;58;;
ABBADIA LARIANA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;50;;
ABBADIA LARIANA;VERDI EUROPEI-GREEN ITALIA;34;;
ABBADIA LARIANA;SCELTA EUROPEA;16;;
ABBADIA LARIANA;ITALIA DEI VALORI;10;;
ABBADIA LARIANA;IO CAMBIO - MAIE;5;;
AIRUNO;PARTITO DEMOCRATICO;562;;
AIRUNO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;328;;
AIRUNO;FORZA ITALIA;246;;
AIRUNO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;239;;
AIRUNO;NUOVO CENTRO DESTRA - UDC;80;;
AIRUNO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;44;;
AIRUNO;L'ALTRA EUROPA CON TSIPRAS;42;;
AIRUNO;VERDI EUROPEI-GREEN ITALIA;18;;
AIRUNO;ITALIA DEI VALORI;14;;
AIRUNO;SCELTA EUROPEA;9;;
AIRUNO;IO CAMBIO - MAIE;3;;
ANNONE DI BRIANZA;PARTITO DEMOCRATICO;635;;
ANNONE DI BRIANZA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;213;;
ANNONE DI BRIANZA;FORZA ITALIA;190;;
ANNONE DI BRIANZA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;168;;
ANNONE DI BRIANZA;NUOVO CENTRO DESTRA - UDC;61;;
ANNONE DI BRIANZA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;45;;
ANNONE DI BRIANZA;VERDI EUROPEI-GREEN ITALIA;17;;
ANNONE DI BRIANZA;ITALIA DEI VALORI;14;;
ANNONE DI BRIANZA;L'ALTRA EUROPA CON TSIPRAS;13;;
ANNONE DI BRIANZA;SCELTA EUROPEA;11;;
ANNONE DI BRIANZA;IO CAMBIO - MAIE;4;;
BALLABIO;PARTITO DEMOCRATICO;761;;
BALLABIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;326;;
BALLABIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;296;;
BALLABIO;FORZA ITALIA;285;;
BALLABIO;NUOVO CENTRO DESTRA - UDC;64;;
BALLABIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;52;;
BALLABIO;L'ALTRA EUROPA CON TSIPRAS;50;;
BALLABIO;VERDI EUROPEI-GREEN ITALIA;26;;
BALLABIO;ITALIA DEI VALORI;12;;
BALLABIO;SCELTA EUROPEA;5;;
BALLABIO;IO CAMBIO - MAIE;2;;
BARZAGO;PARTITO DEMOCRATICO;532;;
BARZAGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;256;;
BARZAGO;FORZA ITALIA;242;;
BARZAGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;183;;
BARZAGO;NUOVO CENTRO DESTRA - UDC;82;;
BARZAGO;L'ALTRA EUROPA CON TSIPRAS;40;;
BARZAGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;40;;
BARZAGO;VERDI EUROPEI-GREEN ITALIA;14;;
BARZAGO;ITALIA DEI VALORI;13;;
BARZAGO;SCELTA EUROPEA;12;;
BARZAGO;IO CAMBIO - MAIE;3;;
BARZANO';PARTITO DEMOCRATICO;1116;;
BARZANO';LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;433;;
BARZANO';FORZA ITALIA;394;;
BARZANO';MOVIMENTO 5 STELLE BEPPEGRILLO.IT;345;;
BARZANO';NUOVO CENTRO DESTRA - UDC;208;;
BARZANO';FRATELLI D'ITALIA - ALLEANZA NAZIONALE;72;;
BARZANO';L'ALTRA EUROPA CON TSIPRAS;52;;
BARZANO';ITALIA DEI VALORI;26;;
BARZANO';VERDI EUROPEI-GREEN ITALIA;16;;
BARZANO';SCELTA EUROPEA;14;;
BARZANO';IO CAMBIO - MAIE;4;;
BARZIO;PARTITO DEMOCRATICO;226;;
BARZIO;FORZA ITALIA;164;;
BARZIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;160;;
BARZIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;102;;
BARZIO;NUOVO CENTRO DESTRA - UDC;38;;
BARZIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;27;;
BARZIO;VERDI EUROPEI-GREEN ITALIA;16;;
BARZIO;L'ALTRA EUROPA CON TSIPRAS;16;;
BARZIO;ITALIA DEI VALORI;6;;
BARZIO;IO CAMBIO - MAIE;3;;
BARZIO;SCELTA EUROPEA;1;;
BELLANO;PARTITO DEMOCRATICO;631;;
BELLANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;295;;
BELLANO;FORZA ITALIA;283;;
BELLANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;197;;
BELLANO;L'ALTRA EUROPA CON TSIPRAS;67;;
BELLANO;NUOVO CENTRO DESTRA - UDC;61;;
BELLANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;36;;
BELLANO;SCELTA EUROPEA;17;;
BELLANO;VERDI EUROPEI-GREEN ITALIA;11;;
BELLANO;ITALIA DEI VALORI;6;;
BELLANO;IO CAMBIO - MAIE;3;;
BOSISIO PARINI;PARTITO DEMOCRATICO;725;;
BOSISIO PARINI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;427;;
BOSISIO PARINI;FORZA ITALIA;378;;
BOSISIO PARINI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;324;;
BOSISIO PARINI;NUOVO CENTRO DESTRA - UDC;65;;
BOSISIO PARINI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;51;;
BOSISIO PARINI;L'ALTRA EUROPA CON TSIPRAS;44;;
BOSISIO PARINI;VERDI EUROPEI-GREEN ITALIA;22;;
BOSISIO PARINI;ITALIA DEI VALORI;16;;
BOSISIO PARINI;SCELTA EUROPEA;10;;
BOSISIO PARINI;IO CAMBIO - MAIE;5;;
BRIVIO;PARTITO DEMOCRATICO;941;;
BRIVIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;384;;
BRIVIO;FORZA ITALIA;294;;
