

Ente;Liste/Gruppi;Voti;
ANTRONA SCHIERANCO;PARTITO DEMOCRATICO;144;;
ANTRONA SCHIERANCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;54;;
ANTRONA SCHIERANCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;36;;
ANTRONA SCHIERANCO;FORZA ITALIA;29;;
ANTRONA SCHIERANCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
ANTRONA SCHIERANCO;NUOVO CENTRO DESTRA - UDC;9;;
ANTRONA SCHIERANCO;VERDI EUROPEI-GREEN ITALIA;3;;
ANTRONA SCHIERANCO;L'ALTRA EUROPA CON TSIPRAS;3;;
ANTRONA SCHIERANCO;SCELTA EUROPEA;2;;
ANTRONA SCHIERANCO;ITALIA DEI VALORI;1;;
ANTRONA SCHIERANCO;IO CAMBIO - MAIE;0;;
ANZOLA D'OSSOLA;PARTITO DEMOCRATICO;124;;
ANZOLA D'OSSOLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;53;;
ANZOLA D'OSSOLA;FORZA ITALIA;41;;
ANZOLA D'OSSOLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;21;;
ANZOLA D'OSSOLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
ANZOLA D'OSSOLA;L'ALTRA EUROPA CON TSIPRAS;8;;
ANZOLA D'OSSOLA;NUOVO CENTRO DESTRA - UDC;5;;
ANZOLA D'OSSOLA;VERDI EUROPEI-GREEN ITALIA;3;;
ANZOLA D'OSSOLA;ITALIA DEI VALORI;2;;
ANZOLA D'OSSOLA;SCELTA EUROPEA;1;;
ANZOLA D'OSSOLA;IO CAMBIO - MAIE;0;;
ARIZZANO;PARTITO DEMOCRATICO;424;;
ARIZZANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;233;;
ARIZZANO;FORZA ITALIA;176;;
ARIZZANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;98;;
ARIZZANO;L'ALTRA EUROPA CON TSIPRAS;60;;
ARIZZANO;NUOVO CENTRO DESTRA - UDC;35;;
ARIZZANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;31;;
ARIZZANO;VERDI EUROPEI-GREEN ITALIA;16;;
ARIZZANO;SCELTA EUROPEA;8;;
ARIZZANO;ITALIA DEI VALORI;6;;
ARIZZANO;IO CAMBIO - MAIE;2;;
AROLA;PARTITO DEMOCRATICO;53;;
AROLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;35;;
AROLA;FORZA ITALIA;29;;
AROLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;19;;
AROLA;NUOVO CENTRO DESTRA - UDC;8;;
AROLA;L'ALTRA EUROPA CON TSIPRAS;4;;
AROLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
AROLA;SCELTA EUROPEA;3;;
AROLA;ITALIA DEI VALORI;2;;
AROLA;IO CAMBIO - MAIE;1;;
AROLA;VERDI EUROPEI-GREEN ITALIA;0;;
AURANO;PARTITO DEMOCRATICO;21;;
AURANO;FORZA ITALIA;18;;
AURANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;12;;
AURANO;L'ALTRA EUROPA CON TSIPRAS;5;;
AURANO;NUOVO CENTRO DESTRA - UDC;4;;
AURANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
AURANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;2;;
AURANO;ITALIA DEI VALORI;1;;
AURANO;IO CAMBIO - MAIE;0;;
AURANO;VERDI EUROPEI-GREEN ITALIA;0;;
AURANO;SCELTA EUROPEA;0;;
BACENO;PARTITO DEMOCRATICO;209;;
BACENO;FORZA ITALIA;103;;
BACENO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;92;;
BACENO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;78;;
BACENO;NUOVO CENTRO DESTRA - UDC;41;;
BACENO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;28;;
BACENO;L'ALTRA EUROPA CON TSIPRAS;7;;
BACENO;VERDI EUROPEI-GREEN ITALIA;7;;
BACENO;IO CAMBIO - MAIE;2;;
BACENO;ITALIA DEI VALORI;2;;
BACENO;SCELTA EUROPEA;2;;
BANNIO ANZINO;FORZA ITALIA;69;;
BANNIO ANZINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;69;;
BANNIO ANZINO;PARTITO DEMOCRATICO;65;;
BANNIO ANZINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;22;;
BANNIO ANZINO;NUOVO CENTRO DESTRA - UDC;20;;
BANNIO ANZINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
BANNIO ANZINO;ITALIA DEI VALORI;3;;
BANNIO ANZINO;VERDI EUROPEI-GREEN ITALIA;2;;
