

Ente;Liste/Gruppi;Voti;
ALBARETO;PARTITO DEMOCRATICO;426;;
ALBARETO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;249;;
ALBARETO;FORZA ITALIA;214;;
ALBARETO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;152;;
ALBARETO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;28;;
ALBARETO;L'ALTRA EUROPA CON TSIPRAS;18;;
ALBARETO;NUOVO CENTRO DESTRA - UDC;17;;
ALBARETO;SVP;4;;
ALBARETO;ITALIA DEI VALORI;3;;
ALBARETO;VERDI EUROPEI-GREEN ITALIA;3;;
ALBARETO;SCELTA EUROPEA;2;;
ALBARETO;IO CAMBIO - MAIE;2;;
BARDI;PARTITO DEMOCRATICO;498;;
BARDI;FORZA ITALIA;365;;
BARDI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;198;;
BARDI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;154;;
BARDI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;65;;
BARDI;NUOVO CENTRO DESTRA - UDC;41;;
BARDI;L'ALTRA EUROPA CON TSIPRAS;28;;
BARDI;ITALIA DEI VALORI;14;;
BARDI;SVP;13;;
BARDI;VERDI EUROPEI-GREEN ITALIA;10;;
BARDI;IO CAMBIO - MAIE;5;;
BARDI;SCELTA EUROPEA;4;;
BEDONIA;PARTITO DEMOCRATICO;779;;
BEDONIA;FORZA ITALIA;438;;
BEDONIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;344;;
BEDONIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;199;;
BEDONIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;76;;
BEDONIA;NUOVO CENTRO DESTRA - UDC;42;;
BEDONIA;L'ALTRA EUROPA CON TSIPRAS;26;;
BEDONIA;ITALIA DEI VALORI;16;;
BEDONIA;VERDI EUROPEI-GREEN ITALIA;15;;
BEDONIA;SVP;1;;
BEDONIA;SCELTA EUROPEA;0;;
BEDONIA;IO CAMBIO - MAIE;0;;
BERCETO;PARTITO DEMOCRATICO;601;;
BERCETO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;267;;
BERCETO;FORZA ITALIA;219;;
BERCETO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;101;;
BERCETO;L'ALTRA EUROPA CON TSIPRAS;35;;
BERCETO;NUOVO CENTRO DESTRA - UDC;32;;
BERCETO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;32;;
BERCETO;ITALIA DEI VALORI;8;;
BERCETO;SVP;7;;
BERCETO;SCELTA EUROPEA;7;;
BERCETO;VERDI EUROPEI-GREEN ITALIA;5;;
BERCETO;IO CAMBIO - MAIE;2;;
BORE;PARTITO DEMOCRATICO;264;;
BORE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;74;;
BORE;FORZA ITALIA;61;;
BORE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;41;;
BORE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;13;;
BORE;NUOVO CENTRO DESTRA - UDC;9;;
BORE;L'ALTRA EUROPA CON TSIPRAS;7;;
BORE;VERDI EUROPEI-GREEN ITALIA;4;;
BORE;ITALIA DEI VALORI;3;;
BORE;SVP;2;;
BORE;SCELTA EUROPEA;1;;
BORE;IO CAMBIO - MAIE;0;;
BORGO VAL DI TARO;PARTITO DEMOCRATICO;1474;;
BORGO VAL DI TARO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;594;;
BORGO VAL DI TARO;FORZA ITALIA;457;;
BORGO VAL DI TARO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;229;;
BORGO VAL DI TARO;L'ALTRA EUROPA CON TSIPRAS;97;;
BORGO VAL DI TARO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;81;;
BORGO VAL DI TARO;NUOVO CENTRO DESTRA - UDC;54;;
BORGO VAL DI TARO;VERDI EUROPEI-GREEN ITALIA;18;;
BORGO VAL DI TARO;SCELTA EUROPEA;7;;
BORGO VAL DI TARO;ITALIA DEI VALORI;7;;
BORGO VAL DI TARO;SVP;3;;
BORGO VAL DI TARO;IO CAMBIO - MAIE;2;;
BUSSETO;PARTITO DEMOCRATICO;1358;;
BUSSETO;FORZA ITALIA;550;;
BUSSETO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;510;;
BUSSETO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;319;;
BUSSETO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;94;;
BUSSETO;NUOVO CENTRO DESTRA - UDC;87;;
BUSSETO;L'ALTRA EUROPA CON TSIPRAS;67;;
BUSSETO;SCELTA EUROPEA;21;;
BUSSETO;VERDI EUROPEI-GREEN ITALIA;20;;
BUSSETO;ITALIA DEI VALORI;13;;
BUSSETO;SVP;6;;
BUSSETO;IO CAMBIO - MAIE;4;;
CALESTANO;PARTITO DEMOCRATICO;435;;
CALESTANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;230;;
CALESTANO;FORZA ITALIA;173;;
CALESTANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;125;;
CALESTANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
CALESTANO;L'ALTRA EUROPA CON TSIPRAS;38;;
CALESTANO;NUOVO CENTRO DESTRA - UDC;16;;
CALESTANO;ITALIA DEI VALORI;9;;
CALESTANO;VERDI EUROPEI-GREEN ITALIA;8;;
CALESTANO;SCELTA EUROPEA;7;;
CALESTANO;SVP;3;;
CALESTANO;IO CAMBIO - MAIE;1;;
COLLECCHIO;PARTITO DEMOCRATICO;4020;;
COLLECCHIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1631;;
COLLECCHIO;FORZA ITALIA;890;;
COLLECCHIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;546;;
COLLECCHIO;L'ALTRA EUROPA CON TSIPRAS;288;;
COLLECCHIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;261;;
COLLECCHIO;NUOVO CENTRO DESTRA - UDC;124;;
COLLECCHIO;VERDI EUROPEI-GREEN ITALIA;53;;
COLLECCHIO;SCELTA EUROPEA;24;;
COLLECCHIO;ITALIA DEI VALORI;23;;
COLLECCHIO;SVP;9;;
COLLECCHIO;IO CAMBIO - MAIE;5;;
COLORNO;PARTITO DEMOCRATICO;2034;;
COLORNO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;841;;
COLORNO;FORZA ITALIA;551;;
COLORNO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;312;;
COLORNO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;155;;
COLORNO;L'ALTRA EUROPA CON TSIPRAS;121;;
COLORNO;NUOVO CENTRO DESTRA - UDC;63;;
COLORNO;VERDI EUROPEI-GREEN ITALIA;46;;
COLORNO;ITALIA DEI VALORI;27;;
COLORNO;SCELTA EUROPEA;21;;
COLORNO;SVP;9;;
COLORNO;IO CAMBIO - MAIE;9;;
COMPIANO;PARTITO DEMOCRATICO;257;;
COMPIANO;FORZA ITALIA;177;;
COMPIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;106;;
COMPIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;64;;
COMPIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
COMPIANO;NUOVO CENTRO DESTRA - UDC;18;;
COMPIANO;L'ALTRA EUROPA CON TSIPRAS;17;;
COMPIANO;SCELTA EUROPEA;7;;
COMPIANO;ITALIA DEI VALORI;5;;
COMPIANO;VERDI EUROPEI-GREEN ITALIA;3;;
COMPIANO;IO CAMBIO - MAIE;1;;
COMPIANO;SVP;0;;
CORNIGLIO;PARTITO DEMOCRATICO;584;;
CORNIGLIO;FORZA ITALIA;196;;
CORNIGLIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;166;;
CORNIGLIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;156;;
CORNIGLIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;62;;
CORNIGLIO;NUOVO CENTRO DESTRA - UDC;30;;
CORNIGLIO;L'ALTRA EUROPA CON TSIPRAS;20;;
CORNIGLIO;ITALIA DEI VALORI;4;;
CORNIGLIO;IO CAMBIO - MAIE;4;;
CORNIGLIO;VERDI EUROPEI-GREEN ITALIA;4;;
CORNIGLIO;SCELTA EUROPEA;3;;
CORNIGLIO;SVP;1;;
FELINO;PARTITO DEMOCRATICO;2271;;
FELINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1052;;
FELINO;FORZA ITALIA;594;;
FELINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;422;;
FELINO;L'ALTRA EUROPA CON TSIPRAS;172;;
FELINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;132;;
FELINO;NUOVO CENTRO DESTRA - UDC;86;;
FELINO;VERDI EUROPEI-GREEN ITALIA;35;;
FELINO;SCELTA EUROPEA;24;;
FELINO;IO CAMBIO - MAIE;22;;
FELINO;ITALIA DEI VALORI;20;;
FELINO;SVP;14;;
FIDENZA;PARTITO DEMOCRATICO;6435;;
FIDENZA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2819;;
FIDENZA;FORZA ITALIA;1926;;
FIDENZA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1039;;
FIDENZA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;491;;
FIDENZA;NUOVO CENTRO DESTRA - UDC;483;;
FIDENZA;L'ALTRA EUROPA CON TSIPRAS;472;;
FIDENZA;VERDI EUROPEI-GREEN ITALIA;152;;
FIDENZA;SCELTA EUROPEA;84;;
FIDENZA;ITALIA DEI VALORI;66;;
FIDENZA;SVP;31;;
FIDENZA;IO CAMBIO - MAIE;14;;
FONTANELLATO;PARTITO DEMOCRATICO;1428;;
FONTANELLATO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;796;;
FONTANELLATO;FORZA ITALIA;454;;
FONTANELLATO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;241;;
FONTANELLATO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;77;;
FONTANELLATO;L'ALTRA EUROPA CON TSIPRAS;66;;
FONTANELLATO;NUOVO CENTRO DESTRA - UDC;62;;
FONTANELLATO;VERDI EUROPEI-GREEN ITALIA;37;;
FONTANELLATO;ITALIA DEI VALORI;18;;
FONTANELLATO;SCELTA EUROPEA;11;;
FONTANELLATO;SVP;6;;
FONTANELLATO;IO CAMBIO - MAIE;4;;
FONTEVIVO;PARTITO DEMOCRATICO;1181;;
FONTEVIVO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;605;;
FONTEVIVO;FORZA ITALIA;299;;
FONTEVIVO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;261;;
FONTEVIVO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;78;;
FONTEVIVO;L'ALTRA EUROPA CON TSIPRAS;63;;
FONTEVIVO;NUOVO CENTRO DESTRA - UDC;54;;
FONTEVIVO;SCELTA EUROPEA;12;;
FONTEVIVO;ITALIA DEI VALORI;12;;
FONTEVIVO;VERDI EUROPEI-GREEN ITALIA;12;;
FONTEVIVO;IO CAMBIO - MAIE;5;;
FONTEVIVO;SVP;1;;
FORNOVO DI TARO;PARTITO DEMOCRATICO;1457;;
FORNOVO DI TARO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;727;;
FORNOVO DI TARO;FORZA ITALIA;397;;
FORNOVO DI TARO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;270;;
FORNOVO DI TARO;L'ALTRA EUROPA CON TSIPRAS;135;;
FORNOVO DI TARO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;70;;
FORNOVO DI TARO;NUOVO CENTRO DESTRA - UDC;62;;
FORNOVO DI TARO;VERDI EUROPEI-GREEN ITALIA;29;;
FORNOVO DI TARO;ITALIA DEI VALORI;26;;
FORNOVO DI TARO;SCELTA EUROPEA;19;;
FORNOVO DI TARO;SVP;7;;
FORNOVO DI TARO;IO CAMBIO - MAIE;4;;
LANGHIRANO;PARTITO DEMOCRATICO;2381;;
LANGHIRANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;997;;
LANGHIRANO;FORZA ITALIA;653;;
