

Ente;Liste/Gruppi;Voti;
ABBIATEGRASSO;PARTITO DEMOCRATICO;5941;;
ABBIATEGRASSO;FORZA ITALIA;2355;;
ABBIATEGRASSO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2264;;
ABBIATEGRASSO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1513;;
ABBIATEGRASSO;L'ALTRA EUROPA CON TSIPRAS;753;;
ABBIATEGRASSO;NUOVO CENTRO DESTRA - UDC;628;;
ABBIATEGRASSO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;392;;
ABBIATEGRASSO;VERDI EUROPEI-GREEN ITALIA;128;;
ABBIATEGRASSO;ITALIA DEI VALORI;71;;
ABBIATEGRASSO;SCELTA EUROPEA;67;;
ABBIATEGRASSO;IO CAMBIO - MAIE;20;;
ALBAIRATE;PARTITO DEMOCRATICO;926;;
ALBAIRATE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;522;;
ALBAIRATE;FORZA ITALIA;449;;
ALBAIRATE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;339;;
ALBAIRATE;L'ALTRA EUROPA CON TSIPRAS;146;;
ALBAIRATE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;72;;
ALBAIRATE;NUOVO CENTRO DESTRA - UDC;64;;
ALBAIRATE;VERDI EUROPEI-GREEN ITALIA;53;;
ALBAIRATE;ITALIA DEI VALORI;34;;
ALBAIRATE;SCELTA EUROPEA;11;;
ALBAIRATE;IO CAMBIO - MAIE;4;;
ARCONATE;PARTITO DEMOCRATICO;1239;;
ARCONATE;FORZA ITALIA;878;;
ARCONATE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;727;;
ARCONATE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;621;;
ARCONATE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;107;;
ARCONATE;NUOVO CENTRO DESTRA - UDC;100;;
ARCONATE;L'ALTRA EUROPA CON TSIPRAS;63;;
ARCONATE;VERDI EUROPEI-GREEN ITALIA;52;;
ARCONATE;ITALIA DEI VALORI;29;;
ARCONATE;IO CAMBIO - MAIE;13;;
ARCONATE;SCELTA EUROPEA;13;;
ARESE;PARTITO DEMOCRATICO;4574;;
ARESE;FORZA ITALIA;1568;;
ARESE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1507;;
ARESE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;760;;
ARESE;NUOVO CENTRO DESTRA - UDC;453;;
ARESE;L'ALTRA EUROPA CON TSIPRAS;305;;
ARESE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;292;;
ARESE;VERDI EUROPEI-GREEN ITALIA;75;;
ARESE;SCELTA EUROPEA;75;;
ARESE;ITALIA DEI VALORI;37;;
ARESE;IO CAMBIO - MAIE;11;;
ARLUNO;PARTITO DEMOCRATICO;2626;;
ARLUNO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1123;;
ARLUNO;FORZA ITALIA;981;;
ARLUNO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;785;;
ARLUNO;L'ALTRA EUROPA CON TSIPRAS;224;;
ARLUNO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;175;;
ARLUNO;NUOVO CENTRO DESTRA - UDC;155;;
ARLUNO;VERDI EUROPEI-GREEN ITALIA;82;;
ARLUNO;ITALIA DEI VALORI;35;;
ARLUNO;SCELTA EUROPEA;29;;
ARLUNO;IO CAMBIO - MAIE;12;;
ASSAGO;PARTITO DEMOCRATICO;1879;;
ASSAGO;FORZA ITALIA;1011;;
ASSAGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;963;;
ASSAGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;417;;
ASSAGO;L'ALTRA EUROPA CON TSIPRAS;269;;
ASSAGO;NUOVO CENTRO DESTRA - UDC;190;;
ASSAGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;147;;
ASSAGO;VERDI EUROPEI-GREEN ITALIA;66;;
ASSAGO;ITALIA DEI VALORI;26;;
ASSAGO;SCELTA EUROPEA;25;;
ASSAGO;IO CAMBIO - MAIE;5;;
BARANZATE;PARTITO DEMOCRATICO;1721;;
BARANZATE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;853;;
BARANZATE;FORZA ITALIA;602;;
BARANZATE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;361;;
BARANZATE;NUOVO CENTRO DESTRA - UDC;124;;
BARANZATE;L'ALTRA EUROPA CON TSIPRAS;109;;
BARANZATE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;106;;
BARANZATE;VERDI EUROPEI-GREEN ITALIA;27;;
BARANZATE;ITALIA DEI VALORI;15;;
BARANZATE;SCELTA EUROPEA;11;;
BARANZATE;IO CAMBIO - MAIE;3;;
BAREGGIO;PARTITO DEMOCRATICO;3458;;
BAREGGIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1662;;
BAREGGIO;FORZA ITALIA;1247;;
BAREGGIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;819;;
BAREGGIO;NUOVO CENTRO DESTRA - UDC;356;;
BAREGGIO;L'ALTRA EUROPA CON TSIPRAS;286;;
BAREGGIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;194;;
BAREGGIO;VERDI EUROPEI-GREEN ITALIA;84;;
BAREGGIO;ITALIA DEI VALORI;36;;
BAREGGIO;SCELTA EUROPEA;31;;
BAREGGIO;IO CAMBIO - MAIE;16;;
BASIANO;PARTITO DEMOCRATICO;782;;
BASIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;384;;
BASIANO;FORZA ITALIA;314;;
BASIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;227;;
