

Ente;Liste/Gruppi;Voti;
ACQUAVIVA PLATANI;NUOVO CENTRO DESTRA - UDC;219;;
ACQUAVIVA PLATANI;PARTITO DEMOCRATICO;135;;
ACQUAVIVA PLATANI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;59;;
ACQUAVIVA PLATANI;FORZA ITALIA;35;;
ACQUAVIVA PLATANI;L'ALTRA EUROPA CON TSIPRAS;6;;
ACQUAVIVA PLATANI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
ACQUAVIVA PLATANI;SCELTA EUROPEA;2;;
ACQUAVIVA PLATANI;IO CAMBIO - MAIE;1;;
ACQUAVIVA PLATANI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ACQUAVIVA PLATANI;ITALIA DEI VALORI;0;;
ACQUAVIVA PLATANI;VERDI EUROPEI-GREEN ITALIA;0;;
BOMPENSIERE;NUOVO CENTRO DESTRA - UDC;70;;
BOMPENSIERE;PARTITO DEMOCRATICO;63;;
BOMPENSIERE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;52;;
BOMPENSIERE;FORZA ITALIA;29;;
BOMPENSIERE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
BOMPENSIERE;L'ALTRA EUROPA CON TSIPRAS;2;;
BOMPENSIERE;IO CAMBIO - MAIE;2;;
BOMPENSIERE;VERDI EUROPEI-GREEN ITALIA;1;;
BOMPENSIERE;SCELTA EUROPEA;1;;
BOMPENSIERE;ITALIA DEI VALORI;0;;
BOMPENSIERE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
BUTERA;PARTITO DEMOCRATICO;605;;
BUTERA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;418;;
BUTERA;FORZA ITALIA;304;;
BUTERA;NUOVO CENTRO DESTRA - UDC;112;;
BUTERA;L'ALTRA EUROPA CON TSIPRAS;82;;
BUTERA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;29;;
BUTERA;SCELTA EUROPEA;21;;
BUTERA;ITALIA DEI VALORI;8;;
BUTERA;VERDI EUROPEI-GREEN ITALIA;5;;
BUTERA;IO CAMBIO - MAIE;1;;
BUTERA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
CALTANISSETTA;PARTITO DEMOCRATICO;9839;;
CALTANISSETTA;FORZA ITALIA;7686;;
CALTANISSETTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;7650;;
CALTANISSETTA;NUOVO CENTRO DESTRA - UDC;2608;;
CALTANISSETTA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1293;;
CALTANISSETTA;L'ALTRA EUROPA CON TSIPRAS;1172;;
CALTANISSETTA;VERDI EUROPEI-GREEN ITALIA;515;;
CALTANISSETTA;ITALIA DEI VALORI;444;;
CALTANISSETTA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;429;;
CALTANISSETTA;SCELTA EUROPEA;162;;
CALTANISSETTA;IO CAMBIO - MAIE;87;;
CAMPOFRANCO;PARTITO DEMOCRATICO;541;;
CAMPOFRANCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;461;;
CAMPOFRANCO;FORZA ITALIA;136;;
CAMPOFRANCO;NUOVO CENTRO DESTRA - UDC;89;;
CAMPOFRANCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
CAMPOFRANCO;ITALIA DEI VALORI;7;;
CAMPOFRANCO;L'ALTRA EUROPA CON TSIPRAS;7;;
CAMPOFRANCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
CAMPOFRANCO;SCELTA EUROPEA;2;;
CAMPOFRANCO;IO CAMBIO - MAIE;1;;
CAMPOFRANCO;VERDI EUROPEI-GREEN ITALIA;0;;
DELIA;PARTITO DEMOCRATICO;515;;
DELIA;NUOVO CENTRO DESTRA - UDC;384;;
DELIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;263;;
DELIA;FORZA ITALIA;135;;
DELIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;37;;
DELIA;L'ALTRA EUROPA CON TSIPRAS;19;;
DELIA;SCELTA EUROPEA;3;;
DELIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
DELIA;VERDI EUROPEI-GREEN ITALIA;2;;
DELIA;ITALIA DEI VALORI;2;;
DELIA;IO CAMBIO - MAIE;0;;
GELA;PARTITO DEMOCRATICO;6919;;
GELA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;5000;;
GELA;FORZA ITALIA;3321;;
GELA;NUOVO CENTRO DESTRA - UDC;1184;;
GELA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;256;;
GELA;L'ALTRA EUROPA CON TSIPRAS;247;;
GELA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;103;;
GELA;ITALIA DEI VALORI;69;;
GELA;VERDI EUROPEI-GREEN ITALIA;56;;
GELA;SCELTA EUROPEA;50;;
GELA;IO CAMBIO - MAIE;16;;
MARIANOPOLI;PARTITO DEMOCRATICO;269;;
MARIANOPOLI;NUOVO CENTRO DESTRA - UDC;186;;
MARIANOPOLI;FORZA ITALIA;111;;
MARIANOPOLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;86;;
MARIANOPOLI;L'ALTRA EUROPA CON TSIPRAS;12;;
