

Ente;Liste/Gruppi;Voti;
AIELLO DEL FRIULI;PARTITO DEMOCRATICO;487;;
AIELLO DEL FRIULI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;197;;
AIELLO DEL FRIULI;FORZA ITALIA;108;;
AIELLO DEL FRIULI;NUOVO CENTRO DESTRA - UDC;101;;
AIELLO DEL FRIULI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;65;;
AIELLO DEL FRIULI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;32;;
AIELLO DEL FRIULI;L'ALTRA EUROPA CON TSIPRAS;29;;
AIELLO DEL FRIULI;VERDI EUROPEI-GREEN ITALIA;15;;
AIELLO DEL FRIULI;SCELTA EUROPEA;6;;
AIELLO DEL FRIULI;IO CAMBIO - MAIE;6;;
AIELLO DEL FRIULI;ITALIA DEI VALORI;5;;
AIELLO DEL FRIULI;SVP;2;;
AMARO;PARTITO DEMOCRATICO;183;;
AMARO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;85;;
AMARO;FORZA ITALIA;55;;
AMARO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;45;;
AMARO;L'ALTRA EUROPA CON TSIPRAS;23;;
AMARO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;12;;
AMARO;NUOVO CENTRO DESTRA - UDC;11;;
AMARO;VERDI EUROPEI-GREEN ITALIA;10;;
AMARO;ITALIA DEI VALORI;3;;
AMARO;SCELTA EUROPEA;2;;
AMARO;SVP;2;;
AMARO;IO CAMBIO - MAIE;0;;
AMPEZZO;PARTITO DEMOCRATICO;316;;
AMPEZZO;FORZA ITALIA;75;;
AMPEZZO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;74;;
AMPEZZO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;53;;
AMPEZZO;L'ALTRA EUROPA CON TSIPRAS;31;;
AMPEZZO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;26;;
AMPEZZO;NUOVO CENTRO DESTRA - UDC;25;;
AMPEZZO;VERDI EUROPEI-GREEN ITALIA;10;;
AMPEZZO;SVP;7;;
AMPEZZO;ITALIA DEI VALORI;6;;
AMPEZZO;SCELTA EUROPEA;1;;
AMPEZZO;IO CAMBIO - MAIE;0;;
AQUILEIA;PARTITO DEMOCRATICO;985;;
AQUILEIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;376;;
AQUILEIA;FORZA ITALIA;207;;
AQUILEIA;L'ALTRA EUROPA CON TSIPRAS;119;;
AQUILEIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;119;;
AQUILEIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;74;;
AQUILEIA;NUOVO CENTRO DESTRA - UDC;61;;
AQUILEIA;VERDI EUROPEI-GREEN ITALIA;27;;
AQUILEIA;SCELTA EUROPEA;10;;
AQUILEIA;ITALIA DEI VALORI;8;;
AQUILEIA;SVP;4;;
AQUILEIA;IO CAMBIO - MAIE;2;;
ARTA TERME;PARTITO DEMOCRATICO;359;;
ARTA TERME;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;119;;
ARTA TERME;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;108;;
ARTA TERME;FORZA ITALIA;98;;
ARTA TERME;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;93;;
ARTA TERME;L'ALTRA EUROPA CON TSIPRAS;39;;
ARTA TERME;NUOVO CENTRO DESTRA - UDC;21;;
ARTA TERME;VERDI EUROPEI-GREEN ITALIA;7;;
ARTA TERME;SCELTA EUROPEA;3;;
ARTA TERME;SVP;2;;
ARTA TERME;ITALIA DEI VALORI;2;;
ARTA TERME;IO CAMBIO - MAIE;0;;
ARTEGNA;PARTITO DEMOCRATICO;739;;
ARTEGNA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;253;;
ARTEGNA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;239;;
ARTEGNA;FORZA ITALIA;236;;
ARTEGNA;NUOVO CENTRO DESTRA - UDC;84;;
ARTEGNA;L'ALTRA EUROPA CON TSIPRAS;70;;
ARTEGNA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;64;;
ARTEGNA;ITALIA DEI VALORI;15;;
ARTEGNA;VERDI EUROPEI-GREEN ITALIA;11;;
ARTEGNA;SCELTA EUROPEA;9;;
ARTEGNA;IO CAMBIO - MAIE;3;;
ARTEGNA;SVP;3;;
ATTIMIS;PARTITO DEMOCRATICO;436;;
ATTIMIS;FORZA ITALIA;201;;
ATTIMIS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;200;;
ATTIMIS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;157;;
ATTIMIS;NUOVO CENTRO DESTRA - UDC;51;;
ATTIMIS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;29;;
ATTIMIS;L'ALTRA EUROPA CON TSIPRAS;23;;
ATTIMIS;SCELTA EUROPEA;10;;
ATTIMIS;ITALIA DEI VALORI;3;;
ATTIMIS;IO CAMBIO - MAIE;3;;
ATTIMIS;VERDI EUROPEI-GREEN ITALIA;3;;
ATTIMIS;SVP;3;;
BAGNARIA ARSA;PARTITO DEMOCRATICO;834;;
