

Ente;Liste/Gruppi;Voti;
ABBASANTA;PARTITO DEMOCRATICO;345;;
ABBASANTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;230;;
ABBASANTA;FORZA ITALIA;211;;
ABBASANTA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
ABBASANTA;L'ALTRA EUROPA CON TSIPRAS;33;;
ABBASANTA;NUOVO CENTRO DESTRA - UDC;31;;
ABBASANTA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;13;;
ABBASANTA;SCELTA EUROPEA;10;;
ABBASANTA;ITALIA DEI VALORI;5;;
ABBASANTA;VERDI EUROPEI-GREEN ITALIA;2;;
ABBASANTA;IO CAMBIO - MAIE;0;;
AIDOMAGGIORE;PARTITO DEMOCRATICO;83;;
AIDOMAGGIORE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;27;;
AIDOMAGGIORE;FORZA ITALIA;7;;
AIDOMAGGIORE;L'ALTRA EUROPA CON TSIPRAS;5;;
AIDOMAGGIORE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1;;
AIDOMAGGIORE;NUOVO CENTRO DESTRA - UDC;1;;
AIDOMAGGIORE;ITALIA DEI VALORI;1;;
AIDOMAGGIORE;IO CAMBIO - MAIE;0;;
AIDOMAGGIORE;SCELTA EUROPEA;0;;
AIDOMAGGIORE;VERDI EUROPEI-GREEN ITALIA;0;;
AIDOMAGGIORE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
ALBAGIARA;PARTITO DEMOCRATICO;56;;
ALBAGIARA;FORZA ITALIA;12;;
ALBAGIARA;L'ALTRA EUROPA CON TSIPRAS;12;;
ALBAGIARA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;8;;
ALBAGIARA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1;;
ALBAGIARA;SCELTA EUROPEA;1;;
ALBAGIARA;VERDI EUROPEI-GREEN ITALIA;1;;
ALBAGIARA;ITALIA DEI VALORI;1;;
ALBAGIARA;NUOVO CENTRO DESTRA - UDC;1;;
ALBAGIARA;IO CAMBIO - MAIE;0;;
ALBAGIARA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
ALES;PARTITO DEMOCRATICO;226;;
ALES;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;131;;
ALES;FORZA ITALIA;47;;
ALES;L'ALTRA EUROPA CON TSIPRAS;39;;
ALES;NUOVO CENTRO DESTRA - UDC;8;;
ALES;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
ALES;ITALIA DEI VALORI;5;;
ALES;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
ALES;SCELTA EUROPEA;4;;
ALES;VERDI EUROPEI-GREEN ITALIA;2;;
ALES;IO CAMBIO - MAIE;1;;
ALLAI;PARTITO DEMOCRATICO;55;;
