

Ente;Liste/Gruppi;Voti;
AGRA;PARTITO DEMOCRATICO;60;;
AGRA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;26;;
AGRA;FORZA ITALIA;24;;
AGRA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;20;;
AGRA;NUOVO CENTRO DESTRA - UDC;6;;
AGRA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
AGRA;L'ALTRA EUROPA CON TSIPRAS;3;;
AGRA;VERDI EUROPEI-GREEN ITALIA;3;;
AGRA;IO CAMBIO - MAIE;0;;
AGRA;ITALIA DEI VALORI;0;;
AGRA;SCELTA EUROPEA;0;;
ALBIZZATE;PARTITO DEMOCRATICO;994;;
ALBIZZATE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;525;;
ALBIZZATE;FORZA ITALIA;417;;
ALBIZZATE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;379;;
ALBIZZATE;NUOVO CENTRO DESTRA - UDC;126;;
ALBIZZATE;L'ALTRA EUROPA CON TSIPRAS;69;;
ALBIZZATE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;55;;
ALBIZZATE;VERDI EUROPEI-GREEN ITALIA;31;;
ALBIZZATE;ITALIA DEI VALORI;22;;
ALBIZZATE;SCELTA EUROPEA;13;;
ALBIZZATE;IO CAMBIO - MAIE;6;;
ANGERA;PARTITO DEMOCRATICO;1235;;
ANGERA;FORZA ITALIA;627;;
ANGERA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;525;;
ANGERA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;437;;
ANGERA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;114;;
ANGERA;L'ALTRA EUROPA CON TSIPRAS;110;;
ANGERA;NUOVO CENTRO DESTRA - UDC;106;;
ANGERA;VERDI EUROPEI-GREEN ITALIA;48;;
ANGERA;SCELTA EUROPEA;25;;
ANGERA;ITALIA DEI VALORI;23;;
ANGERA;IO CAMBIO - MAIE;8;;
ARCISATE;PARTITO DEMOCRATICO;1760;;
ARCISATE;FORZA ITALIA;1045;;
ARCISATE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;934;;
ARCISATE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;845;;
ARCISATE;NUOVO CENTRO DESTRA - UDC;152;;
ARCISATE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;146;;
ARCISATE;L'ALTRA EUROPA CON TSIPRAS;111;;
ARCISATE;VERDI EUROPEI-GREEN ITALIA;45;;
ARCISATE;ITALIA DEI VALORI;44;;
ARCISATE;SCELTA EUROPEA;30;;
ARCISATE;IO CAMBIO - MAIE;17;;
ARSAGO SEPRIO;PARTITO DEMOCRATICO;791;;
ARSAGO SEPRIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;502;;
ARSAGO SEPRIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;466;;
ARSAGO SEPRIO;FORZA ITALIA;431;;
ARSAGO SEPRIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;80;;
ARSAGO SEPRIO;L'ALTRA EUROPA CON TSIPRAS;57;;
ARSAGO SEPRIO;NUOVO CENTRO DESTRA - UDC;56;;
ARSAGO SEPRIO;VERDI EUROPEI-GREEN ITALIA;32;;
