

Ente;Liste/Gruppi;Voti;
ACQUAFREDDA;PARTITO DEMOCRATICO;260;;
ACQUAFREDDA;FORZA ITALIA;165;;
ACQUAFREDDA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;161;;
ACQUAFREDDA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;104;;
ACQUAFREDDA;L'ALTRA EUROPA CON TSIPRAS;34;;
ACQUAFREDDA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;22;;
ACQUAFREDDA;NUOVO CENTRO DESTRA - UDC;19;;
ACQUAFREDDA;ITALIA DEI VALORI;7;;
ACQUAFREDDA;SCELTA EUROPEA;4;;
ACQUAFREDDA;VERDI EUROPEI-GREEN ITALIA;2;;
ACQUAFREDDA;IO CAMBIO - MAIE;1;;
ADRO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1905;;
ADRO;PARTITO DEMOCRATICO;901;;
ADRO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;517;;
ADRO;FORZA ITALIA;448;;
ADRO;NUOVO CENTRO DESTRA - UDC;127;;
ADRO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;71;;
ADRO;L'ALTRA EUROPA CON TSIPRAS;70;;
ADRO;VERDI EUROPEI-GREEN ITALIA;40;;
ADRO;SCELTA EUROPEA;29;;
ADRO;ITALIA DEI VALORI;28;;
ADRO;IO CAMBIO - MAIE;11;;
AGNOSINE;PARTITO DEMOCRATICO;295;;
AGNOSINE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;282;;
AGNOSINE;FORZA ITALIA;130;;
AGNOSINE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;102;;
AGNOSINE;NUOVO CENTRO DESTRA - UDC;21;;
AGNOSINE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
AGNOSINE;L'ALTRA EUROPA CON TSIPRAS;9;;
AGNOSINE;SCELTA EUROPEA;8;;
AGNOSINE;VERDI EUROPEI-GREEN ITALIA;5;;
AGNOSINE;IO CAMBIO - MAIE;2;;
AGNOSINE;ITALIA DEI VALORI;0;;
ALFIANELLO;PARTITO DEMOCRATICO;495;;
ALFIANELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;315;;
ALFIANELLO;FORZA ITALIA;244;;
ALFIANELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;238;;
ALFIANELLO;NUOVO CENTRO DESTRA - UDC;80;;
ALFIANELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
ALFIANELLO;ITALIA DEI VALORI;20;;
ALFIANELLO;VERDI EUROPEI-GREEN ITALIA;17;;
ALFIANELLO;L'ALTRA EUROPA CON TSIPRAS;15;;
ALFIANELLO;IO CAMBIO - MAIE;9;;
