

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
ACQUAVIVA D'ISERNIA ;443;237;3;14;
AGNONE ;6768;1989;39;137;
BAGNOLI DEL TRIGNO ;753;321;2;19;
BELMONTE DEL SANNIO ;869;499;67;117;
CANTALUPO NEL SANNIO ;859;264;5;10;
CAPRACOTTA ;839;346;13;25;
CAROVILLI ;1594;994;192;269;
CARPINONE ;1938;437;8;31;
CASTEL DEL GIUDICE ;352;209;18;25;
CASTELPETROSO ;1895;1199;102;163;
CASTELPIZZUTO ;228;76;0;1;
CASTEL SAN VINCENZO ;615;234;4;17;
CASTELVERRINO ;175;114;14;23;
CERRO AL VOLTURNO ;1227;1013;74;131;
CHIAUCI ;437;131;3;12;
CIVITANOVA DEL SANNIO ;1317;364;11;33;
COLLI A VOLTURNO ;1380;602;16;39;
CONCA CASALE ;200;99;2;9;
FILIGNANO ;585;436;25;43;
FORLI' DEL SANNIO ;842;293;8;15;
FORNELLI ;1829;1464;154;255;
FROSOLONE ;3321;1981;193;307;
ISERNIA ;19238;7842;105;445;
LONGANO ;916;543;66;82;
MACCHIA D'ISERNIA ;948;765;69;107;
MACCHIAGODENA ;1923;1324;179;215;
MIRANDA ;1091;789;88;146;
MONTAQUILA ;2328;1085;58;118;
MONTENERO VAL COCCHIARA ;648;259;3;14;
MONTERODUNI ;2099;1642;113;160;
PESCHE ;1604;586;15;56;
PESCOLANCIANO ;938;643;121;187;
PESCOPENNATARO ;381;199;7;14;
PETTORANELLO DEL MOLISE ;679;327;29;53;
PIETRABBONDANTE ;1134;612;87;116;
PIZZONE ;475;144;0;8;
POGGIO SANNITA ;889;221;5;17;
POZZILLI ;2110;1282;41;111;
RIONERO SANNITICO ;1430;794;83;140;
ROCCAMANDOLFI ;1253;397;21;39;
ROCCASICURA ;717;211;7;22;
ROCCHETTA A VOLTURNO ;1028;755;55;89;
SAN PIETRO AVELLANA ;688;231;7;16;
SANT'AGAPITO ;1496;1029;102;155;
SANTA MARIA DEL MOLISE ;765;480;44;71;
SANT'ANGELO DEL PESCO ;599;148;3;7;
SANT'ELENA SANNITA ;273;87;2;9;
SCAPOLI ;726;467;60;105;
SESSANO DEL MOLISE ;1108;325;10;21;
SESTO CAMPANO ;2199;961;21;56;
VASTOGIRARDI ;856;525;46;100;
VENAFRO ;9672;5413;118;455;
