

Ente;Liste/Gruppi;Voti;
AGLIANO TERME;PARTITO DEMOCRATICO;306;;
AGLIANO TERME;FORZA ITALIA;163;;
AGLIANO TERME;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;149;;
AGLIANO TERME;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;119;;
AGLIANO TERME;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;41;;
AGLIANO TERME;L'ALTRA EUROPA CON TSIPRAS;27;;
AGLIANO TERME;NUOVO CENTRO DESTRA - UDC;22;;
AGLIANO TERME;VERDI EUROPEI-GREEN ITALIA;9;;
AGLIANO TERME;ITALIA DEI VALORI;5;;
AGLIANO TERME;SCELTA EUROPEA;5;;
AGLIANO TERME;IO CAMBIO - MAIE;2;;
ALBUGNANO;PARTITO DEMOCRATICO;108;;
ALBUGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;59;;
ALBUGNANO;FORZA ITALIA;45;;
ALBUGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;16;;
ALBUGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;16;;
ALBUGNANO;NUOVO CENTRO DESTRA - UDC;11;;
ALBUGNANO;L'ALTRA EUROPA CON TSIPRAS;8;;
ALBUGNANO;VERDI EUROPEI-GREEN ITALIA;5;;
ALBUGNANO;ITALIA DEI VALORI;2;;
ALBUGNANO;SCELTA EUROPEA;2;;
ALBUGNANO;IO CAMBIO - MAIE;1;;
ANTIGNANO;PARTITO DEMOCRATICO;234;;
ANTIGNANO;FORZA ITALIA;110;;
ANTIGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;102;;
ANTIGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;60;;
ANTIGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;23;;
ANTIGNANO;L'ALTRA EUROPA CON TSIPRAS;15;;
ANTIGNANO;NUOVO CENTRO DESTRA - UDC;11;;
ANTIGNANO;VERDI EUROPEI-GREEN ITALIA;8;;
ANTIGNANO;ITALIA DEI VALORI;6;;
ANTIGNANO;IO CAMBIO - MAIE;2;;
ANTIGNANO;SCELTA EUROPEA;1;;
ARAMENGO;PARTITO DEMOCRATICO;134;;
ARAMENGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;66;;
ARAMENGO;FORZA ITALIA;43;;
ARAMENGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;37;;
ARAMENGO;L'ALTRA EUROPA CON TSIPRAS;10;;
ARAMENGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
ARAMENGO;VERDI EUROPEI-GREEN ITALIA;8;;
ARAMENGO;NUOVO CENTRO DESTRA - UDC;6;;
ARAMENGO;ITALIA DEI VALORI;2;;
ARAMENGO;SCELTA EUROPEA;2;;
ARAMENGO;IO CAMBIO - MAIE;0;;
ASTI;PARTITO DEMOCRATICO;14444;;
ASTI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;6602;;
ASTI;FORZA ITALIA;4726;;
ASTI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2173;;
ASTI;L'ALTRA EUROPA CON TSIPRAS;1715;;
ASTI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1333;;
