

Ente;Liste/Gruppi;Voti;
ALBAREDO PER SAN MARCO;PARTITO DEMOCRATICO;48;;
ALBAREDO PER SAN MARCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;47;;
ALBAREDO PER SAN MARCO;FORZA ITALIA;30;;
ALBAREDO PER SAN MARCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;11;;
ALBAREDO PER SAN MARCO;NUOVO CENTRO DESTRA - UDC;9;;
ALBAREDO PER SAN MARCO;ITALIA DEI VALORI;3;;
ALBAREDO PER SAN MARCO;VERDI EUROPEI-GREEN ITALIA;2;;
ALBAREDO PER SAN MARCO;IO CAMBIO - MAIE;1;;
ALBAREDO PER SAN MARCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1;;
ALBAREDO PER SAN MARCO;L'ALTRA EUROPA CON TSIPRAS;1;;
ALBAREDO PER SAN MARCO;SCELTA EUROPEA;1;;
ALBOSAGGIA;PARTITO DEMOCRATICO;605;;
ALBOSAGGIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;562;;
ALBOSAGGIA;FORZA ITALIA;247;;
ALBOSAGGIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;175;;
ALBOSAGGIA;L'ALTRA EUROPA CON TSIPRAS;49;;
ALBOSAGGIA;NUOVO CENTRO DESTRA - UDC;41;;
ALBOSAGGIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;37;;
ALBOSAGGIA;ITALIA DEI VALORI;12;;
ALBOSAGGIA;VERDI EUROPEI-GREEN ITALIA;8;;
ALBOSAGGIA;SCELTA EUROPEA;7;;
ALBOSAGGIA;IO CAMBIO - MAIE;1;;
ANDALO VALTELLINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;163;;
ANDALO VALTELLINO;FORZA ITALIA;69;;
ANDALO VALTELLINO;PARTITO DEMOCRATICO;64;;
ANDALO VALTELLINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;44;;
ANDALO VALTELLINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;6;;
ANDALO VALTELLINO;VERDI EUROPEI-GREEN ITALIA;6;;
ANDALO VALTELLINO;L'ALTRA EUROPA CON TSIPRAS;4;;
ANDALO VALTELLINO;NUOVO CENTRO DESTRA - UDC;3;;
ANDALO VALTELLINO;ITALIA DEI VALORI;2;;
ANDALO VALTELLINO;IO CAMBIO - MAIE;0;;
ANDALO VALTELLINO;SCELTA EUROPEA;0;;
APRICA;FORZA ITALIA;263;;
APRICA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;193;;
APRICA;PARTITO DEMOCRATICO;138;;
APRICA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;57;;
APRICA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;30;;
APRICA;NUOVO CENTRO DESTRA - UDC;13;;
APRICA;SCELTA EUROPEA;5;;
APRICA;L'ALTRA EUROPA CON TSIPRAS;3;;
APRICA;ITALIA DEI VALORI;2;;
APRICA;VERDI EUROPEI-GREEN ITALIA;2;;
APRICA;IO CAMBIO - MAIE;0;;
ARDENNO;PARTITO DEMOCRATICO;561;;
ARDENNO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;345;;
ARDENNO;FORZA ITALIA;193;;
ARDENNO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;165;;
ARDENNO;NUOVO CENTRO DESTRA - UDC;46;;
ARDENNO;L'ALTRA EUROPA CON TSIPRAS;33;;
ARDENNO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;31;;
ARDENNO;SCELTA EUROPEA;12;;
ARDENNO;ITALIA DEI VALORI;7;;
ARDENNO;VERDI EUROPEI-GREEN ITALIA;7;;
ARDENNO;IO CAMBIO - MAIE;1;;
BEMA;PARTITO DEMOCRATICO;26;;
BEMA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;24;;
BEMA;FORZA ITALIA;17;;
BEMA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;10;;
BEMA;NUOVO CENTRO DESTRA - UDC;2;;
BEMA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;2;;
BEMA;VERDI EUROPEI-GREEN ITALIA;1;;
BEMA;IO CAMBIO - MAIE;0;;
BEMA;L'ALTRA EUROPA CON TSIPRAS;0;;
BEMA;ITALIA DEI VALORI;0;;
BEMA;SCELTA EUROPEA;0;;
BERBENNO DI VALTELLINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;956;;
BERBENNO DI VALTELLINA;PARTITO DEMOCRATICO;725;;
BERBENNO DI VALTELLINA;FORZA ITALIA;336;;
BERBENNO DI VALTELLINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;293;;
BERBENNO DI VALTELLINA;NUOVO CENTRO DESTRA - UDC;80;;
BERBENNO DI VALTELLINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;67;;
