

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
AFFI ;1852;1184;11;50;
ALBAREDO D'ADIGE ;4194;2228;28;98;
ANGIARI ;1820;1425;52;101;
ARCOLE ;4594;3607;89;220;
BADIA CALAVENA ;2081;1195;15;57;
BARDOLINO ;5489;4212;108;245;
BELFIORE ;2403;1457;11;61;
BEVILACQUA ;1399;852;14;32;
BONAVIGO ;1691;877;9;29;
BOSCHI SANT'ANNA ;1196;919;31;69;
BOSCO CHIESANUOVA ;2840;2122;61;149;
BOVOLONE ;11838;6486;47;258;
BRENTINO BELLUNO ;1050;906;41;76;
BRENZONE SUL GARDA ;2013;1558;67;107;
BUSSOLENGO ;14387;8724;63;263;
BUTTAPIETRA ;5228;3213;34;107;
CALDIERO ;5467;3315;18;133;
CAPRINO VERONESE ;6487;4598;113;258;
CASALEONE ;4723;2496;19;102;
CASTAGNARO ;3252;1719;19;78;
CASTEL D'AZZANO ;8724;5259;36;177;
CASTELNUOVO DEL GARDA ;9495;6861;152;347;
CAVAION VERONESE ;4266;3192;72;158;
CAZZANO DI TRAMIGNA ;1205;724;9;43;
CEREA ;13087;7281;68;251;
CERRO VERONESE ;1890;1079;6;37;
COLOGNA VENETA ;6870;3712;29;149;
COLOGNOLA AI COLLI ;6343;3865;29;119;
CONCAMARISE ;845;675;21;53;
COSTERMANO ;2908;2170;57;131;
DOLCE' ;1885;1478;44;111;
ERBE' ;1385;977;38;69;
ERBEZZO ;659;500;28;78;
FERRARA DI MONTE BALDO ;194;147;9;13;
FUMANE ;3331;2625;66;141;
GARDA ;3092;1828;17;64;
GAZZO VERONESE ;4553;2406;17;98;
GREZZANA ;8236;5163;48;207;
ILLASI ;4197;2467;16;98;
ISOLA DELLA SCALA ;8785;5162;36;223;
ISOLA RIZZA ;2642;1925;66;161;
LAVAGNO ;6240;4782;94;228;
LAZISE ;5501;3184;19;81;
LEGNAGO ;20802;14567;298;726;
MALCESINE ;2822;1574;15;55;
MARANO DI VALPOLICELLA ;2468;1915;61;109;
MEZZANE DI SOTTO ;2078;1506;42;100;
MINERBE ;3695;2156;26;85;
MONTECCHIA DI CROSARA ;3340;2679;71;131;
MONTEFORTE D'ALPONE ;6144;4812;131;286;
MOZZECANE ;5298;4035;107;263;
NEGRAR ;13495;10025;175;436;
NOGARA ;6346;3633;34;116;
NOGAROLE ROCCA ;2353;1702;43;101;
OPPEANO ;7085;5236;91;235;
PALU' ;876;556;6;25;
PASTRENGO ;2337;1804;50;102;
PESCANTINA ;12748;9462;188;469;
PESCHIERA DEL GARDA ;7844;5918;159;288;
POVEGLIANO VERONESE ;5444;3337;22;108;
PRESSANA ;1927;1515;54;102;
RIVOLI VERONESE ;1665;1347;39;77;
RONCA' ;2977;2189;64;139;
RONCO ALL'ADIGE ;4600;2556;17;91;
ROVERCHIARA ;2181;1017;15;52;
ROVEREDO DI GUA' ;1186;896;41;87;
ROVERE' VERONESE ;1635;1069;11;60;
SALIZZOLE ;3017;2258;68;175;
SAN BONIFACIO ;14418;10741;271;608;
SAN GIOVANNI ILARIONE ;3949;2283;24;102;
SAN GIOVANNI LUPATOTO ;18732;11757;80;357;
SANGUINETTO ;3331;2460;67;139;
SAN MARTINO BUON ALBERGO ;11067;6936;63;255;
SAN MAURO DI SALINE ;492;336;2;13;
SAN PIETRO DI MORUBIO ;2429;1277;26;58;
SAN PIETRO IN CARIANO ;10310;7809;163;378;
SANT'AMBROGIO DI VALPOLICELLA ;8653;6352;124;292;
SANT'ANNA D'ALFAEDO ;2102;1562;55;135;
SAN ZENO DI MONTAGNA ;1088;972;38;76;
SELVA DI PROGNO ;781;701;33;60;
SOAVE ;5622;3522;32;126;
SOMMACAMPAGNA ;11062;8359;163;392;
SONA ;13317;8202;43;260;
SORGA' ;2282;1802;53;102;
TERRAZZO ;1900;1447;60;122;
TORRI DEL BENACO ;2348;1783;40;94;
TREGNAGO ;3863;2483;29;122;
TREVENZUOLO ;1938;1237;10;45;
VALEGGIO SUL MINCIO ;10709;8075;169;411;
VELO VERONESE ;634;559;29;77;
VERONA ;196089;122259;585;3351;
VERONELLA ;3627;2806;72;186;
VESTENANOVA ;2122;1408;46;129;
VIGASIO ;7373;4382;22;130;
VILLA BARTOLOMEA ;4813;2641;35;110;
VILLAFRANCA DI VERONA ;25097;15226;98;469;
ZEVIO ;10954;6741;39;190;
ZIMELLA ;3694;2799;76;172;
