

Ente;Liste/Gruppi;Voti;
APRILIA;PARTITO DEMOCRATICO;9226;;
APRILIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;8632;;
APRILIA;FORZA ITALIA;5391;;
APRILIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1406;;
APRILIA;NUOVO CENTRO DESTRA - UDC;983;;
APRILIA;L'ALTRA EUROPA CON TSIPRAS;795;;
APRILIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;505;;
APRILIA;VERDI EUROPEI-GREEN ITALIA;160;;
APRILIA;ITALIA DEI VALORI;126;;
APRILIA;SCELTA EUROPEA;83;;
APRILIA;IO CAMBIO - MAIE;37;;
BASSIANO;PARTITO DEMOCRATICO;315;;
BASSIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;126;;
BASSIANO;FORZA ITALIA;125;;
BASSIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;54;;
BASSIANO;NUOVO CENTRO DESTRA - UDC;18;;
BASSIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;15;;
BASSIANO;ITALIA DEI VALORI;12;;
BASSIANO;L'ALTRA EUROPA CON TSIPRAS;10;;
BASSIANO;VERDI EUROPEI-GREEN ITALIA;2;;
BASSIANO;SCELTA EUROPEA;1;;
BASSIANO;IO CAMBIO - MAIE;1;;
CAMPODIMELE;FORZA ITALIA;179;;
CAMPODIMELE;PARTITO DEMOCRATICO;110;;
CAMPODIMELE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;48;;
CAMPODIMELE;NUOVO CENTRO DESTRA - UDC;21;;
CAMPODIMELE;L'ALTRA EUROPA CON TSIPRAS;5;;
CAMPODIMELE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3;;
CAMPODIMELE;ITALIA DEI VALORI;1;;
CAMPODIMELE;SCELTA EUROPEA;1;;
CAMPODIMELE;VERDI EUROPEI-GREEN ITALIA;1;;
CAMPODIMELE;IO CAMBIO - MAIE;1;;
CAMPODIMELE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
CASTELFORTE;PARTITO DEMOCRATICO;764;;
CASTELFORTE;FORZA ITALIA;524;;
CASTELFORTE;NUOVO CENTRO DESTRA - UDC;405;;
CASTELFORTE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;402;;
CASTELFORTE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;52;;
CASTELFORTE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;33;;
CASTELFORTE;L'ALTRA EUROPA CON TSIPRAS;32;;
CASTELFORTE;ITALIA DEI VALORI;6;;
CASTELFORTE;IO CAMBIO - MAIE;6;;
CASTELFORTE;SCELTA EUROPEA;2;;
CASTELFORTE;VERDI EUROPEI-GREEN ITALIA;1;;
CISTERNA DI LATINA;FORZA ITALIA;5273;;
CISTERNA DI LATINA;PARTITO DEMOCRATICO;5173;;
CISTERNA DI LATINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;4973;;
CISTERNA DI LATINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;2319;;
CISTERNA DI LATINA;NUOVO CENTRO DESTRA - UDC;1194;;
CISTERNA DI LATINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;458;;
CISTERNA DI LATINA;L'ALTRA EUROPA CON TSIPRAS;298;;
CISTERNA DI LATINA;ITALIA DEI VALORI;247;;
CISTERNA DI LATINA;SCELTA EUROPEA;120;;
CISTERNA DI LATINA;VERDI EUROPEI-GREEN ITALIA;103;;
CISTERNA DI LATINA;IO CAMBIO - MAIE;48;;
CORI;PARTITO DEMOCRATICO;2279;;
CORI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1051;;
CORI;FORZA ITALIA;653;;
CORI;NUOVO CENTRO DESTRA - UDC;286;;
CORI;L'ALTRA EUROPA CON TSIPRAS;151;;
