

Ente;Liste/Gruppi;Voti;
ACQUI TERME;PARTITO DEMOCRATICO;4008;;
ACQUI TERME;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2145;;
ACQUI TERME;FORZA ITALIA;1604;;
ACQUI TERME;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;643;;
ACQUI TERME;L'ALTRA EUROPA CON TSIPRAS;352;;
ACQUI TERME;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;327;;
ACQUI TERME;NUOVO CENTRO DESTRA - UDC;196;;
ACQUI TERME;VERDI EUROPEI-GREEN ITALIA;73;;
ACQUI TERME;ITALIA DEI VALORI;64;;
ACQUI TERME;SCELTA EUROPEA;45;;
ACQUI TERME;IO CAMBIO - MAIE;22;;
ALBERA LIGURE;PARTITO DEMOCRATICO;75;;
ALBERA LIGURE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;36;;
ALBERA LIGURE;FORZA ITALIA;35;;
ALBERA LIGURE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;26;;
ALBERA LIGURE;NUOVO CENTRO DESTRA - UDC;10;;
ALBERA LIGURE;L'ALTRA EUROPA CON TSIPRAS;9;;
ALBERA LIGURE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;6;;
ALBERA LIGURE;VERDI EUROPEI-GREEN ITALIA;4;;
ALBERA LIGURE;ITALIA DEI VALORI;2;;
ALBERA LIGURE;IO CAMBIO - MAIE;1;;
ALBERA LIGURE;SCELTA EUROPEA;0;;
ALESSANDRIA;PARTITO DEMOCRATICO;16522;;
ALESSANDRIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;8935;;
ALESSANDRIA;FORZA ITALIA;7251;;
ALESSANDRIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2849;;
ALESSANDRIA;L'ALTRA EUROPA CON TSIPRAS;1445;;
ALESSANDRIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1391;;
ALESSANDRIA;NUOVO CENTRO DESTRA - UDC;1249;;
ALESSANDRIA;ITALIA DEI VALORI;403;;
ALESSANDRIA;VERDI EUROPEI-GREEN ITALIA;346;;
ALESSANDRIA;SCELTA EUROPEA;342;;
ALESSANDRIA;IO CAMBIO - MAIE;56;;
ALFIANO NATTA;PARTITO DEMOCRATICO;131;;
ALFIANO NATTA;FORZA ITALIA;90;;
ALFIANO NATTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;89;;
ALFIANO NATTA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;37;;
ALFIANO NATTA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;32;;
ALFIANO NATTA;L'ALTRA EUROPA CON TSIPRAS;19;;
ALFIANO NATTA;NUOVO CENTRO DESTRA - UDC;17;;
ALFIANO NATTA;VERDI EUROPEI-GREEN ITALIA;8;;
ALFIANO NATTA;ITALIA DEI VALORI;3;;
ALFIANO NATTA;SCELTA EUROPEA;3;;
ALFIANO NATTA;IO CAMBIO - MAIE;1;;
ALICE BEL COLLE;PARTITO DEMOCRATICO;140;;
ALICE BEL COLLE;FORZA ITALIA;101;;
ALICE BEL COLLE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;72;;
ALICE BEL COLLE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;48;;
ALICE BEL COLLE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;13;;
ALICE BEL COLLE;NUOVO CENTRO DESTRA - UDC;8;;
ALICE BEL COLLE;L'ALTRA EUROPA CON TSIPRAS;5;;
ALICE BEL COLLE;ITALIA DEI VALORI;3;;
ALICE BEL COLLE;VERDI EUROPEI-GREEN ITALIA;3;;
ALICE BEL COLLE;SCELTA EUROPEA;2;;
ALICE BEL COLLE;IO CAMBIO - MAIE;0;;
ALLUVIONI CAMBIO';PARTITO DEMOCRATICO;174;;
ALLUVIONI CAMBIO';FORZA ITALIA;114;;
ALLUVIONI CAMBIO';MOVIMENTO 5 STELLE BEPPEGRILLO.IT;87;;
ALLUVIONI CAMBIO';LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;43;;
ALLUVIONI CAMBIO';FRATELLI D'ITALIA - ALLEANZA NAZIONALE;22;;
ALLUVIONI CAMBIO';NUOVO CENTRO DESTRA - UDC;12;;
ALLUVIONI CAMBIO';L'ALTRA EUROPA CON TSIPRAS;4;;
