

Ente;Liste/Gruppi;Voti;
AGUGLIARO;PARTITO DEMOCRATICO;303;;
AGUGLIARO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;193;;
AGUGLIARO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;139;;
AGUGLIARO;FORZA ITALIA;109;;
AGUGLIARO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;61;;
AGUGLIARO;L'ALTRA EUROPA CON TSIPRAS;18;;
AGUGLIARO;NUOVO CENTRO DESTRA - UDC;18;;
AGUGLIARO;ITALIA DEI VALORI;9;;
AGUGLIARO;VERDI EUROPEI-GREEN ITALIA;8;;
AGUGLIARO;SCELTA EUROPEA;5;;
AGUGLIARO;IO CAMBIO - MAIE;5;;
AGUGLIARO;SVP;1;;
ALBETTONE;PARTITO DEMOCRATICO;319;;
ALBETTONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;207;;
ALBETTONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;180;;
ALBETTONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;165;;
ALBETTONE;FORZA ITALIA;165;;
ALBETTONE;NUOVO CENTRO DESTRA - UDC;29;;
ALBETTONE;L'ALTRA EUROPA CON TSIPRAS;7;;
ALBETTONE;VERDI EUROPEI-GREEN ITALIA;7;;
ALBETTONE;ITALIA DEI VALORI;4;;
ALBETTONE;SCELTA EUROPEA;2;;
ALBETTONE;IO CAMBIO - MAIE;1;;
ALBETTONE;SVP;0;;
ALONTE;PARTITO DEMOCRATICO;328;;
ALONTE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;200;;
ALONTE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;153;;
ALONTE;FORZA ITALIA;105;;
ALONTE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
ALONTE;L'ALTRA EUROPA CON TSIPRAS;16;;
ALONTE;NUOVO CENTRO DESTRA - UDC;15;;
ALONTE;SCELTA EUROPEA;9;;
ALONTE;VERDI EUROPEI-GREEN ITALIA;9;;
ALONTE;ITALIA DEI VALORI;2;;
ALONTE;IO CAMBIO - MAIE;1;;
ALONTE;SVP;0;;
ALTAVILLA VICENTINA;PARTITO DEMOCRATICO;2237;;
ALTAVILLA VICENTINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1433;;
ALTAVILLA VICENTINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;941;;
ALTAVILLA VICENTINA;FORZA ITALIA;834;;
ALTAVILLA VICENTINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;294;;
ALTAVILLA VICENTINA;L'ALTRA EUROPA CON TSIPRAS;145;;
ALTAVILLA VICENTINA;NUOVO CENTRO DESTRA - UDC;142;;
ALTAVILLA VICENTINA;VERDI EUROPEI-GREEN ITALIA;70;;
ALTAVILLA VICENTINA;SCELTA EUROPEA;51;;
ALTAVILLA VICENTINA;ITALIA DEI VALORI;29;;
ALTAVILLA VICENTINA;IO CAMBIO - MAIE;10;;
ALTAVILLA VICENTINA;SVP;4;;
ALTISSIMO;PARTITO DEMOCRATICO;347;;
ALTISSIMO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;277;;
ALTISSIMO;FORZA ITALIA;202;;
ALTISSIMO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;197;;
ALTISSIMO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;142;;
ALTISSIMO;NUOVO CENTRO DESTRA - UDC;43;;
ALTISSIMO;L'ALTRA EUROPA CON TSIPRAS;11;;
ALTISSIMO;ITALIA DEI VALORI;9;;
ALTISSIMO;VERDI EUROPEI-GREEN ITALIA;9;;
ALTISSIMO;SCELTA EUROPEA;7;;
ALTISSIMO;SVP;2;;
ALTISSIMO;IO CAMBIO - MAIE;0;;
ARCUGNANO;PARTITO DEMOCRATICO;1696;;
ARCUGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;930;;
ARCUGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;686;;
ARCUGNANO;FORZA ITALIA;667;;
ARCUGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;372;;
ARCUGNANO;L'ALTRA EUROPA CON TSIPRAS;134;;
ARCUGNANO;NUOVO CENTRO DESTRA - UDC;119;;
ARCUGNANO;VERDI EUROPEI-GREEN ITALIA;40;;
ARCUGNANO;SCELTA EUROPEA;39;;
ARCUGNANO;ITALIA DEI VALORI;26;;
ARCUGNANO;IO CAMBIO - MAIE;9;;
ARCUGNANO;SVP;5;;
ARSIERO;PARTITO DEMOCRATICO;615;;
ARSIERO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;380;;
ARSIERO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;256;;
ARSIERO;FORZA ITALIA;256;;
ARSIERO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;101;;
ARSIERO;NUOVO CENTRO DESTRA - UDC;46;;
ARSIERO;VERDI EUROPEI-GREEN ITALIA;25;;
ARSIERO;L'ALTRA EUROPA CON TSIPRAS;20;;
ARSIERO;ITALIA DEI VALORI;16;;
ARSIERO;SCELTA EUROPEA;14;;
ARSIERO;SVP;10;;
ARSIERO;IO CAMBIO - MAIE;3;;
ARZIGNANO;PARTITO DEMOCRATICO;4240;;
ARZIGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2568;;
ARZIGNANO;FORZA ITALIA;2431;;
ARZIGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2293;;
ARZIGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;499;;
ARZIGNANO;NUOVO CENTRO DESTRA - UDC;231;;
ARZIGNANO;L'ALTRA EUROPA CON TSIPRAS;224;;
ARZIGNANO;VERDI EUROPEI-GREEN ITALIA;135;;
ARZIGNANO;SCELTA EUROPEA;111;;
ARZIGNANO;ITALIA DEI VALORI;60;;
ARZIGNANO;IO CAMBIO - MAIE;23;;
ARZIGNANO;SVP;20;;
ASIAGO;PARTITO DEMOCRATICO;1362;;
ASIAGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;796;;
ASIAGO;FORZA ITALIA;755;;
ASIAGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;559;;
ASIAGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;184;;
ASIAGO;NUOVO CENTRO DESTRA - UDC;153;;
ASIAGO;L'ALTRA EUROPA CON TSIPRAS;47;;
ASIAGO;VERDI EUROPEI-GREEN ITALIA;34;;
ASIAGO;SCELTA EUROPEA;24;;
ASIAGO;ITALIA DEI VALORI;12;;
ASIAGO;SVP;10;;
ASIAGO;IO CAMBIO - MAIE;9;;
ASIGLIANO VENETO;PARTITO DEMOCRATICO;148;;
ASIGLIANO VENETO;FORZA ITALIA;109;;
ASIGLIANO VENETO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;106;;
ASIGLIANO VENETO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;70;;
ASIGLIANO VENETO;NUOVO CENTRO DESTRA - UDC;25;;
ASIGLIANO VENETO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
ASIGLIANO VENETO;VERDI EUROPEI-GREEN ITALIA;9;;
ASIGLIANO VENETO;L'ALTRA EUROPA CON TSIPRAS;5;;
ASIGLIANO VENETO;SCELTA EUROPEA;4;;
ASIGLIANO VENETO;IO CAMBIO - MAIE;2;;
ASIGLIANO VENETO;ITALIA DEI VALORI;1;;
ASIGLIANO VENETO;SVP;0;;
BARBARANO VICENTINO;PARTITO DEMOCRATICO;746;;
BARBARANO VICENTINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;489;;
BARBARANO VICENTINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;422;;
BARBARANO VICENTINO;FORZA ITALIA;406;;
BARBARANO VICENTINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;147;;
BARBARANO VICENTINO;NUOVO CENTRO DESTRA - UDC;70;;
BARBARANO VICENTINO;L'ALTRA EUROPA CON TSIPRAS;39;;
BARBARANO VICENTINO;VERDI EUROPEI-GREEN ITALIA;15;;
BARBARANO VICENTINO;ITALIA DEI VALORI;11;;
BARBARANO VICENTINO;SCELTA EUROPEA;10;;
BARBARANO VICENTINO;SVP;6;;
BARBARANO VICENTINO;IO CAMBIO - MAIE;4;;
BASSANO DEL GRAPPA;PARTITO DEMOCRATICO;8633;;
BASSANO DEL GRAPPA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;4056;;
BASSANO DEL GRAPPA;FORZA ITALIA;3501;;
BASSANO DEL GRAPPA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3309;;
BASSANO DEL GRAPPA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;868;;
BASSANO DEL GRAPPA;NUOVO CENTRO DESTRA - UDC;864;;
BASSANO DEL GRAPPA;L'ALTRA EUROPA CON TSIPRAS;681;;
BASSANO DEL GRAPPA;VERDI EUROPEI-GREEN ITALIA;268;;
BASSANO DEL GRAPPA;SCELTA EUROPEA;242;;
BASSANO DEL GRAPPA;ITALIA DEI VALORI;65;;
BASSANO DEL GRAPPA;IO CAMBIO - MAIE;38;;
BASSANO DEL GRAPPA;SVP;33;;
BOLZANO VICENTINO;PARTITO DEMOCRATICO;1176;;
BOLZANO VICENTINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;581;;
BOLZANO VICENTINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;553;;
BOLZANO VICENTINO;FORZA ITALIA;382;;
BOLZANO VICENTINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;138;;
BOLZANO VICENTINO;NUOVO CENTRO DESTRA - UDC;83;;
BOLZANO VICENTINO;L'ALTRA EUROPA CON TSIPRAS;52;;
BOLZANO VICENTINO;VERDI EUROPEI-GREEN ITALIA;25;;
BOLZANO VICENTINO;SCELTA EUROPEA;24;;
BOLZANO VICENTINO;ITALIA DEI VALORI;15;;
BOLZANO VICENTINO;IO CAMBIO - MAIE;7;;
BOLZANO VICENTINO;SVP;3;;
BREGANZE;PARTITO DEMOCRATICO;1874;;
BREGANZE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;857;;
BREGANZE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;838;;
BREGANZE;FORZA ITALIA;584;;
BREGANZE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;224;;
BREGANZE;SCELTA EUROPEA;169;;
BREGANZE;NUOVO CENTRO DESTRA - UDC;121;;
BREGANZE;L'ALTRA EUROPA CON TSIPRAS;119;;
BREGANZE;VERDI EUROPEI-GREEN ITALIA;59;;
BREGANZE;ITALIA DEI VALORI;32;;
BREGANZE;SVP;16;;
BREGANZE;IO CAMBIO - MAIE;8;;
BRENDOLA;PARTITO DEMOCRATICO;1229;;
BRENDOLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;648;;
