

Ente;Liste/Gruppi;Voti;
ALTIDONA;PARTITO DEMOCRATICO;611;;
ALTIDONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;343;;
ALTIDONA;FORZA ITALIA;195;;
ALTIDONA;L'ALTRA EUROPA CON TSIPRAS;64;;
ALTIDONA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;57;;
ALTIDONA;NUOVO CENTRO DESTRA - UDC;47;;
ALTIDONA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;18;;
ALTIDONA;ITALIA DEI VALORI;12;;
ALTIDONA;SCELTA EUROPEA;8;;
ALTIDONA;VERDI EUROPEI-GREEN ITALIA;8;;
ALTIDONA;IO CAMBIO - MAIE;2;;
AMANDOLA;PARTITO DEMOCRATICO;1015;;
AMANDOLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;459;;
AMANDOLA;FORZA ITALIA;377;;
AMANDOLA;NUOVO CENTRO DESTRA - UDC;135;;
AMANDOLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;113;;
AMANDOLA;L'ALTRA EUROPA CON TSIPRAS;89;;
AMANDOLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;76;;
AMANDOLA;ITALIA DEI VALORI;19;;
AMANDOLA;VERDI EUROPEI-GREEN ITALIA;16;;
AMANDOLA;SCELTA EUROPEA;15;;
AMANDOLA;IO CAMBIO - MAIE;6;;
BELMONTE PICENO;PARTITO DEMOCRATICO;169;;
BELMONTE PICENO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;86;;
BELMONTE PICENO;FORZA ITALIA;66;;
BELMONTE PICENO;L'ALTRA EUROPA CON TSIPRAS;22;;
BELMONTE PICENO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;15;;
BELMONTE PICENO;NUOVO CENTRO DESTRA - UDC;10;;
BELMONTE PICENO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
BELMONTE PICENO;ITALIA DEI VALORI;5;;
BELMONTE PICENO;SCELTA EUROPEA;3;;
BELMONTE PICENO;VERDI EUROPEI-GREEN ITALIA;3;;
BELMONTE PICENO;IO CAMBIO - MAIE;0;;
CAMPOFILONE;PARTITO DEMOCRATICO;493;;
CAMPOFILONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;285;;
CAMPOFILONE;FORZA ITALIA;172;;
CAMPOFILONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;50;;
CAMPOFILONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;28;;
CAMPOFILONE;L'ALTRA EUROPA CON TSIPRAS;24;;
CAMPOFILONE;NUOVO CENTRO DESTRA - UDC;24;;
CAMPOFILONE;VERDI EUROPEI-GREEN ITALIA;12;;
CAMPOFILONE;ITALIA DEI VALORI;9;;
CAMPOFILONE;IO CAMBIO - MAIE;2;;
CAMPOFILONE;SCELTA EUROPEA;2;;
FALERONE;PARTITO DEMOCRATICO;836;;
FALERONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;381;;
FALERONE;FORZA ITALIA;274;;
FALERONE;L'ALTRA EUROPA CON TSIPRAS;88;;
FALERONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;73;;
FALERONE;NUOVO CENTRO DESTRA - UDC;63;;
FALERONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;47;;
FALERONE;ITALIA DEI VALORI;21;;
FALERONE;VERDI EUROPEI-GREEN ITALIA;10;;
FALERONE;SCELTA EUROPEA;9;;
FALERONE;IO CAMBIO - MAIE;5;;
FERMO;PARTITO DEMOCRATICO;7662;;
FERMO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;4360;;
FERMO;FORZA ITALIA;2049;;
FERMO;L'ALTRA EUROPA CON TSIPRAS;882;;
FERMO;NUOVO CENTRO DESTRA - UDC;566;;
