

Ente;Liste/Gruppi;Voti;
ACQUAVIVA COLLECROCE;PARTITO DEMOCRATICO;153;;
ACQUAVIVA COLLECROCE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;97;;
ACQUAVIVA COLLECROCE;FORZA ITALIA;85;;
ACQUAVIVA COLLECROCE;NUOVO CENTRO DESTRA - UDC;19;;
ACQUAVIVA COLLECROCE;SCELTA EUROPEA;11;;
ACQUAVIVA COLLECROCE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
ACQUAVIVA COLLECROCE;ITALIA DEI VALORI;9;;
ACQUAVIVA COLLECROCE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
ACQUAVIVA COLLECROCE;L'ALTRA EUROPA CON TSIPRAS;4;;
ACQUAVIVA COLLECROCE;VERDI EUROPEI-GREEN ITALIA;2;;
ACQUAVIVA COLLECROCE;IO CAMBIO - MAIE;0;;
BARANELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;302;;
BARANELLO;PARTITO DEMOCRATICO;210;;
BARANELLO;FORZA ITALIA;158;;
BARANELLO;NUOVO CENTRO DESTRA - UDC;93;;
BARANELLO;ITALIA DEI VALORI;40;;
BARANELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
BARANELLO;L'ALTRA EUROPA CON TSIPRAS;20;;
BARANELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;12;;
BARANELLO;SCELTA EUROPEA;5;;
BARANELLO;VERDI EUROPEI-GREEN ITALIA;5;;
BARANELLO;IO CAMBIO - MAIE;0;;
BOJANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;869;;
BOJANO;PARTITO DEMOCRATICO;758;;
BOJANO;FORZA ITALIA;491;;
BOJANO;NUOVO CENTRO DESTRA - UDC;176;;
BOJANO;L'ALTRA EUROPA CON TSIPRAS;144;;
BOJANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;54;;
BOJANO;ITALIA DEI VALORI;38;;
BOJANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;25;;
BOJANO;VERDI EUROPEI-GREEN ITALIA;21;;
BOJANO;SCELTA EUROPEA;15;;
BOJANO;IO CAMBIO - MAIE;7;;
BONEFRO;PARTITO DEMOCRATICO;211;;
BONEFRO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;96;;
BONEFRO;L'ALTRA EUROPA CON TSIPRAS;52;;
BONEFRO;FORZA ITALIA;47;;
BONEFRO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;34;;
BONEFRO;NUOVO CENTRO DESTRA - UDC;20;;
BONEFRO;ITALIA DEI VALORI;4;;
BONEFRO;SCELTA EUROPEA;2;;
BONEFRO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
BONEFRO;IO CAMBIO - MAIE;1;;
BONEFRO;VERDI EUROPEI-GREEN ITALIA;1;;
BUSSO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;139;;
BUSSO;PARTITO DEMOCRATICO;99;;
BUSSO;FORZA ITALIA;85;;
BUSSO;ITALIA DEI VALORI;37;;
BUSSO;NUOVO CENTRO DESTRA - UDC;20;;
BUSSO;L'ALTRA EUROPA CON TSIPRAS;14;;
BUSSO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;9;;
BUSSO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;7;;
BUSSO;SCELTA EUROPEA;1;;
BUSSO;IO CAMBIO - MAIE;0;;
BUSSO;VERDI EUROPEI-GREEN ITALIA;0;;
CAMPOBASSO;PARTITO DEMOCRATICO;9158;;
CAMPOBASSO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;8137;;
CAMPOBASSO;FORZA ITALIA;5710;;
CAMPOBASSO;L'ALTRA EUROPA CON TSIPRAS;1806;;
CAMPOBASSO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;991;;
CAMPOBASSO;NUOVO CENTRO DESTRA - UDC;964;;
CAMPOBASSO;ITALIA DEI VALORI;885;;
CAMPOBASSO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;254;;
CAMPOBASSO;VERDI EUROPEI-GREEN ITALIA;246;;
CAMPOBASSO;SCELTA EUROPEA;235;;
CAMPOBASSO;IO CAMBIO - MAIE;51;;
CAMPOCHIARO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;83;;
CAMPOCHIARO;FORZA ITALIA;62;;
CAMPOCHIARO;PARTITO DEMOCRATICO;37;;
CAMPOCHIARO;NUOVO CENTRO DESTRA - UDC;20;;
CAMPOCHIARO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
CAMPOCHIARO;L'ALTRA EUROPA CON TSIPRAS;5;;
CAMPOCHIARO;SCELTA EUROPEA;1;;
CAMPOCHIARO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
CAMPOCHIARO;ITALIA DEI VALORI;0;;
CAMPOCHIARO;IO CAMBIO - MAIE;0;;
CAMPOCHIARO;VERDI EUROPEI-GREEN ITALIA;0;;
CAMPODIPIETRA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;498;;
CAMPODIPIETRA;FORZA ITALIA;415;;
CAMPODIPIETRA;PARTITO DEMOCRATICO;310;;
CAMPODIPIETRA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;55;;
CAMPODIPIETRA;ITALIA DEI VALORI;51;;
CAMPODIPIETRA;L'ALTRA EUROPA CON TSIPRAS;50;;
CAMPODIPIETRA;NUOVO CENTRO DESTRA - UDC;38;;
CAMPODIPIETRA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;15;;
CAMPODIPIETRA;SCELTA EUROPEA;11;;
CAMPODIPIETRA;VERDI EUROPEI-GREEN ITALIA;7;;
CAMPODIPIETRA;IO CAMBIO - MAIE;6;;
CAMPOLIETO;PARTITO DEMOCRATICO;116;;
CAMPOLIETO;FORZA ITALIA;58;;
CAMPOLIETO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;45;;
CAMPOLIETO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;21;;
CAMPOLIETO;L'ALTRA EUROPA CON TSIPRAS;19;;
CAMPOLIETO;NUOVO CENTRO DESTRA - UDC;4;;
CAMPOLIETO;ITALIA DEI VALORI;3;;
CAMPOLIETO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
CAMPOLIETO;SCELTA EUROPEA;1;;
CAMPOLIETO;IO CAMBIO - MAIE;0;;
CAMPOLIETO;VERDI EUROPEI-GREEN ITALIA;0;;
CAMPOMARINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1427;;
CAMPOMARINO;PARTITO DEMOCRATICO;1268;;
CAMPOMARINO;FORZA ITALIA;906;;
CAMPOMARINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;155;;
CAMPOMARINO;NUOVO CENTRO DESTRA - UDC;143;;
CAMPOMARINO;L'ALTRA EUROPA CON TSIPRAS;89;;
CAMPOMARINO;ITALIA DEI VALORI;80;;
CAMPOMARINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;57;;
CAMPOMARINO;SCELTA EUROPEA;27;;
CAMPOMARINO;VERDI EUROPEI-GREEN ITALIA;23;;
CAMPOMARINO;IO CAMBIO - MAIE;14;;
CASACALENDA;PARTITO DEMOCRATICO;367;;
CASACALENDA;FORZA ITALIA;254;;
CASACALENDA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;226;;
CASACALENDA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;121;;
CASACALENDA;L'ALTRA EUROPA CON TSIPRAS;51;;
CASACALENDA;NUOVO CENTRO DESTRA - UDC;50;;
CASACALENDA;ITALIA DEI VALORI;40;;
