

Ente;Liste/Gruppi;Voti;
ALBA ADRIATICA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1729;;
ALBA ADRIATICA;PARTITO DEMOCRATICO;1603;;
ALBA ADRIATICA;FORZA ITALIA;1053;;
ALBA ADRIATICA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;260;;
ALBA ADRIATICA;L'ALTRA EUROPA CON TSIPRAS;175;;
ALBA ADRIATICA;NUOVO CENTRO DESTRA - UDC;153;;
ALBA ADRIATICA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;122;;
ALBA ADRIATICA;ITALIA DEI VALORI;50;;
ALBA ADRIATICA;VERDI EUROPEI-GREEN ITALIA;25;;
ALBA ADRIATICA;SCELTA EUROPEA;23;;
ALBA ADRIATICA;IO CAMBIO - MAIE;5;;
ANCARANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;403;;
ANCARANO;PARTITO DEMOCRATICO;361;;
ANCARANO;FORZA ITALIA;145;;
ANCARANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;144;;
ANCARANO;L'ALTRA EUROPA CON TSIPRAS;33;;
ANCARANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;24;;
ANCARANO;NUOVO CENTRO DESTRA - UDC;15;;
ANCARANO;VERDI EUROPEI-GREEN ITALIA;8;;
ANCARANO;SCELTA EUROPEA;6;;
ANCARANO;ITALIA DEI VALORI;4;;
ANCARANO;IO CAMBIO - MAIE;1;;
ARSITA;PARTITO DEMOCRATICO;198;;
ARSITA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;97;;
ARSITA;FORZA ITALIA;94;;
ARSITA;L'ALTRA EUROPA CON TSIPRAS;32;;
ARSITA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;23;;
ARSITA;NUOVO CENTRO DESTRA - UDC;15;;
ARSITA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
ARSITA;VERDI EUROPEI-GREEN ITALIA;2;;
ARSITA;ITALIA DEI VALORI;2;;
ARSITA;SCELTA EUROPEA;2;;
ARSITA;IO CAMBIO - MAIE;0;;
ATRI;PARTITO DEMOCRATICO;2040;;
ATRI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1675;;
ATRI;FORZA ITALIA;1155;;
ATRI;NUOVO CENTRO DESTRA - UDC;332;;
ATRI;L'ALTRA EUROPA CON TSIPRAS;193;;
ATRI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;185;;
ATRI;ITALIA DEI VALORI;74;;
ATRI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;69;;
ATRI;SCELTA EUROPEA;42;;
ATRI;VERDI EUROPEI-GREEN ITALIA;30;;
ATRI;IO CAMBIO - MAIE;7;;
BASCIANO;PARTITO DEMOCRATICO;479;;
BASCIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;321;;
BASCIANO;FORZA ITALIA;200;;
BASCIANO;NUOVO CENTRO DESTRA - UDC;68;;
BASCIANO;L'ALTRA EUROPA CON TSIPRAS;43;;
BASCIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;31;;
BASCIANO;SCELTA EUROPEA;30;;
BASCIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;18;;
BASCIANO;ITALIA DEI VALORI;18;;
BASCIANO;VERDI EUROPEI-GREEN ITALIA;4;;
BASCIANO;IO CAMBIO - MAIE;0;;
BELLANTE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1318;;
BELLANTE;PARTITO DEMOCRATICO;1311;;
BELLANTE;FORZA ITALIA;546;;
BELLANTE;L'ALTRA EUROPA CON TSIPRAS;183;;
BELLANTE;NUOVO CENTRO DESTRA - UDC;122;;
BELLANTE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;118;;
BELLANTE;SCELTA EUROPEA;39;;
BELLANTE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;36;;
BELLANTE;ITALIA DEI VALORI;29;;
BELLANTE;VERDI EUROPEI-GREEN ITALIA;13;;
BELLANTE;IO CAMBIO - MAIE;11;;
BISENTI;PARTITO DEMOCRATICO;373;;
BISENTI;FORZA ITALIA;274;;
BISENTI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;217;;
BISENTI;NUOVO CENTRO DESTRA - UDC;37;;
BISENTI;L'ALTRA EUROPA CON TSIPRAS;26;;
BISENTI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;23;;
BISENTI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;17;;
BISENTI;ITALIA DEI VALORI;8;;
BISENTI;VERDI EUROPEI-GREEN ITALIA;5;;
BISENTI;SCELTA EUROPEA;3;;
BISENTI;IO CAMBIO - MAIE;1;;
CAMPLI;PARTITO DEMOCRATICO;1369;;
CAMPLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1256;;
CAMPLI;FORZA ITALIA;827;;
CAMPLI;NUOVO CENTRO DESTRA - UDC;289;;
CAMPLI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;228;;
CAMPLI;L'ALTRA EUROPA CON TSIPRAS;127;;
CAMPLI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;99;;
CAMPLI;SCELTA EUROPEA;39;;
CAMPLI;ITALIA DEI VALORI;32;;
CAMPLI;VERDI EUROPEI-GREEN ITALIA;17;;
CAMPLI;IO CAMBIO - MAIE;9;;
CANZANO;FORZA ITALIA;326;;
CANZANO;PARTITO DEMOCRATICO;312;;
CANZANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;297;;
CANZANO;NUOVO CENTRO DESTRA - UDC;82;;
CANZANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;57;;
CANZANO;L'ALTRA EUROPA CON TSIPRAS;23;;
CANZANO;ITALIA DEI VALORI;18;;
CANZANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;15;;
CANZANO;SCELTA EUROPEA;7;;
CANZANO;VERDI EUROPEI-GREEN ITALIA;5;;
CANZANO;IO CAMBIO - MAIE;0;;
CASTEL CASTAGNA;PARTITO DEMOCRATICO;120;;
CASTEL CASTAGNA;FORZA ITALIA;67;;
CASTEL CASTAGNA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;59;;
CASTEL CASTAGNA;ITALIA DEI VALORI;18;;
CASTEL CASTAGNA;NUOVO CENTRO DESTRA - UDC;7;;
CASTEL CASTAGNA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;7;;
