

Ente;Liste/Gruppi;Voti;
ACQUALAGNA;PARTITO DEMOCRATICO;1192;;
ACQUALAGNA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;629;;
ACQUALAGNA;FORZA ITALIA;290;;
ACQUALAGNA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;115;;
ACQUALAGNA;NUOVO CENTRO DESTRA - UDC;82;;
ACQUALAGNA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;49;;
ACQUALAGNA;L'ALTRA EUROPA CON TSIPRAS;44;;
ACQUALAGNA;ITALIA DEI VALORI;29;;
ACQUALAGNA;SCELTA EUROPEA;16;;
ACQUALAGNA;VERDI EUROPEI-GREEN ITALIA;9;;
ACQUALAGNA;IO CAMBIO - MAIE;6;;
APECCHIO;PARTITO DEMOCRATICO;593;;
APECCHIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;268;;
APECCHIO;FORZA ITALIA;172;;
APECCHIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;56;;
APECCHIO;NUOVO CENTRO DESTRA - UDC;49;;
APECCHIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;43;;
APECCHIO;L'ALTRA EUROPA CON TSIPRAS;15;;
APECCHIO;ITALIA DEI VALORI;8;;
APECCHIO;SCELTA EUROPEA;4;;
APECCHIO;VERDI EUROPEI-GREEN ITALIA;4;;
APECCHIO;IO CAMBIO - MAIE;0;;
AUDITORE;PARTITO DEMOCRATICO;392;;
AUDITORE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;232;;
AUDITORE;FORZA ITALIA;76;;
AUDITORE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;25;;
AUDITORE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
AUDITORE;L'ALTRA EUROPA CON TSIPRAS;14;;
AUDITORE;NUOVO CENTRO DESTRA - UDC;10;;
AUDITORE;VERDI EUROPEI-GREEN ITALIA;5;;
AUDITORE;ITALIA DEI VALORI;4;;
AUDITORE;IO CAMBIO - MAIE;2;;
AUDITORE;SCELTA EUROPEA;1;;
BARCHI;PARTITO DEMOCRATICO;229;;
BARCHI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;114;;
BARCHI;FORZA ITALIA;58;;
BARCHI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;23;;
BARCHI;L'ALTRA EUROPA CON TSIPRAS;20;;
BARCHI;NUOVO CENTRO DESTRA - UDC;20;;
BARCHI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
BARCHI;ITALIA DEI VALORI;5;;
