

Ente;Liste/Gruppi;Voti;
BRINDISI;PARTITO DEMOCRATICO;9265;;
BRINDISI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;8446;;
BRINDISI;FORZA ITALIA;5118;;
BRINDISI;NUOVO CENTRO DESTRA - UDC;3746;;
BRINDISI;L'ALTRA EUROPA CON TSIPRAS;1276;;
BRINDISI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;815;;
BRINDISI;VERDI EUROPEI-GREEN ITALIA;164;;
BRINDISI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;162;;
BRINDISI;ITALIA DEI VALORI;111;;
BRINDISI;SCELTA EUROPEA;101;;
BRINDISI;IO CAMBIO - MAIE;25;;
CAROVIGNO;FORZA ITALIA;2028;;
CAROVIGNO;PARTITO DEMOCRATICO;1362;;
CAROVIGNO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1346;;
CAROVIGNO;NUOVO CENTRO DESTRA - UDC;1047;;
CAROVIGNO;L'ALTRA EUROPA CON TSIPRAS;158;;
CAROVIGNO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;102;;
CAROVIGNO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;40;;
CAROVIGNO;VERDI EUROPEI-GREEN ITALIA;19;;
CAROVIGNO;ITALIA DEI VALORI;19;;
CAROVIGNO;SCELTA EUROPEA;10;;
CAROVIGNO;IO CAMBIO - MAIE;7;;
CEGLIE MESSAPICA;NUOVO CENTRO DESTRA - UDC;1964;;
CEGLIE MESSAPICA;FORZA ITALIA;1902;;
CEGLIE MESSAPICA;PARTITO DEMOCRATICO;1559;;
CEGLIE MESSAPICA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1050;;
CEGLIE MESSAPICA;L'ALTRA EUROPA CON TSIPRAS;314;;
CEGLIE MESSAPICA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;117;;
CEGLIE MESSAPICA;ITALIA DEI VALORI;48;;
CEGLIE MESSAPICA;SCELTA EUROPEA;39;;
CEGLIE MESSAPICA;VERDI EUROPEI-GREEN ITALIA;34;;
CEGLIE MESSAPICA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;23;;
CEGLIE MESSAPICA;IO CAMBIO - MAIE;11;;
CELLINO SAN MARCO;PARTITO DEMOCRATICO;970;;
CELLINO SAN MARCO;FORZA ITALIA;564;;
CELLINO SAN MARCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;476;;
CELLINO SAN MARCO;NUOVO CENTRO DESTRA - UDC;163;;
CELLINO SAN MARCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;130;;
CELLINO SAN MARCO;L'ALTRA EUROPA CON TSIPRAS;69;;
CELLINO SAN MARCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;19;;
CELLINO SAN MARCO;VERDI EUROPEI-GREEN ITALIA;11;;
CELLINO SAN MARCO;ITALIA DEI VALORI;8;;
CELLINO SAN MARCO;SCELTA EUROPEA;7;;
CELLINO SAN MARCO;IO CAMBIO - MAIE;4;;
CISTERNINO;PARTITO DEMOCRATICO;2000;;
CISTERNINO;FORZA ITALIA;1363;;
CISTERNINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;959;;
CISTERNINO;L'ALTRA EUROPA CON TSIPRAS;283;;
CISTERNINO;NUOVO CENTRO DESTRA - UDC;223;;
CISTERNINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;172;;
CISTERNINO;VERDI EUROPEI-GREEN ITALIA;49;;
CISTERNINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;38;;
CISTERNINO;ITALIA DEI VALORI;27;;
CISTERNINO;SCELTA EUROPEA;26;;
CISTERNINO;IO CAMBIO - MAIE;11;;
ERCHIE;PARTITO DEMOCRATICO;698;;
ERCHIE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;596;;
ERCHIE;FORZA ITALIA;546;;
ERCHIE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;372;;
ERCHIE;NUOVO CENTRO DESTRA - UDC;276;;
ERCHIE;L'ALTRA EUROPA CON TSIPRAS;119;;
ERCHIE;ITALIA DEI VALORI;13;;
ERCHIE;VERDI EUROPEI-GREEN ITALIA;12;;
ERCHIE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;12;;
ERCHIE;SCELTA EUROPEA;8;;
ERCHIE;IO CAMBIO - MAIE;3;;
FASANO;PARTITO DEMOCRATICO;4258;;
FASANO;FORZA ITALIA;4013;;
FASANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3637;;
FASANO;NUOVO CENTRO DESTRA - UDC;675;;
FASANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;555;;
FASANO;L'ALTRA EUROPA CON TSIPRAS;399;;
FASANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;94;;
FASANO;VERDI EUROPEI-GREEN ITALIA;89;;
FASANO;SCELTA EUROPEA;77;;
FASANO;ITALIA DEI VALORI;69;;
FASANO;IO CAMBIO - MAIE;25;;
FRANCAVILLA FONTANA;FORZA ITALIA;5973;;
FRANCAVILLA FONTANA;NUOVO CENTRO DESTRA - UDC;4395;;
FRANCAVILLA FONTANA;PARTITO DEMOCRATICO;4272;;
FRANCAVILLA FONTANA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3642;;
