

Ente;Liste/Gruppi;Voti;
AULLA;PARTITO DEMOCRATICO;2729;;
AULLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1620;;
AULLA;FORZA ITALIA;1285;;
AULLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;317;;
AULLA;L'ALTRA EUROPA CON TSIPRAS;217;;
AULLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;189;;
AULLA;NUOVO CENTRO DESTRA - UDC;127;;
AULLA;ITALIA DEI VALORI;50;;
AULLA;VERDI EUROPEI-GREEN ITALIA;46;;
AULLA;IO CAMBIO - MAIE;40;;
AULLA;SCELTA EUROPEA;31;;
BAGNONE;PARTITO DEMOCRATICO;478;;
BAGNONE;FORZA ITALIA;266;;
BAGNONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;216;;
BAGNONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;50;;
BAGNONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;49;;
BAGNONE;L'ALTRA EUROPA CON TSIPRAS;37;;
BAGNONE;NUOVO CENTRO DESTRA - UDC;36;;
BAGNONE;VERDI EUROPEI-GREEN ITALIA;17;;
BAGNONE;IO CAMBIO - MAIE;4;;
BAGNONE;SCELTA EUROPEA;4;;
BAGNONE;ITALIA DEI VALORI;3;;
CARRARA;PARTITO DEMOCRATICO;12988;;
CARRARA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;6625;;
CARRARA;FORZA ITALIA;3407;;
CARRARA;L'ALTRA EUROPA CON TSIPRAS;1419;;
CARRARA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;721;;
CARRARA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;496;;
CARRARA;NUOVO CENTRO DESTRA - UDC;466;;
CARRARA;VERDI EUROPEI-GREEN ITALIA;180;;
CARRARA;ITALIA DEI VALORI;152;;
CARRARA;SCELTA EUROPEA;117;;
CARRARA;IO CAMBIO - MAIE;47;;
CASOLA IN LUNIGIANA;PARTITO DEMOCRATICO;312;;
CASOLA IN LUNIGIANA;FORZA ITALIA;119;;
CASOLA IN LUNIGIANA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;90;;
CASOLA IN LUNIGIANA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;44;;
CASOLA IN LUNIGIANA;NUOVO CENTRO DESTRA - UDC;21;;
CASOLA IN LUNIGIANA;L'ALTRA EUROPA CON TSIPRAS;19;;
CASOLA IN LUNIGIANA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
CASOLA IN LUNIGIANA;VERDI EUROPEI-GREEN ITALIA;7;;
CASOLA IN LUNIGIANA;SCELTA EUROPEA;4;;
CASOLA IN LUNIGIANA;ITALIA DEI VALORI;3;;
CASOLA IN LUNIGIANA;IO CAMBIO - MAIE;2;;
COMANO;PARTITO DEMOCRATICO;215;;
COMANO;FORZA ITALIA;91;;
COMANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;76;;
COMANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;17;;
COMANO;NUOVO CENTRO DESTRA - UDC;13;;
COMANO;L'ALTRA EUROPA CON TSIPRAS;13;;
COMANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
COMANO;VERDI EUROPEI-GREEN ITALIA;4;;
COMANO;IO CAMBIO - MAIE;2;;
COMANO;ITALIA DEI VALORI;1;;
COMANO;SCELTA EUROPEA;0;;
FILATTIERA;PARTITO DEMOCRATICO;648;;
FILATTIERA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;261;;
FILATTIERA;FORZA ITALIA;248;;
FILATTIERA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;106;;
FILATTIERA;L'ALTRA EUROPA CON TSIPRAS;73;;
FILATTIERA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;62;;
FILATTIERA;NUOVO CENTRO DESTRA - UDC;28;;
FILATTIERA;VERDI EUROPEI-GREEN ITALIA;16;;
FILATTIERA;ITALIA DEI VALORI;8;;
FILATTIERA;IO CAMBIO - MAIE;6;;
FILATTIERA;SCELTA EUROPEA;5;;
FIVIZZANO;PARTITO DEMOCRATICO;2223;;
FIVIZZANO;FORZA ITALIA;1023;;
FIVIZZANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;971;;
FIVIZZANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;223;;
FIVIZZANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;174;;
FIVIZZANO;L'ALTRA EUROPA CON TSIPRAS;167;;
FIVIZZANO;NUOVO CENTRO DESTRA - UDC;96;;
FIVIZZANO;VERDI EUROPEI-GREEN ITALIA;43;;
FIVIZZANO;SCELTA EUROPEA;39;;
FIVIZZANO;ITALIA DEI VALORI;34;;
FIVIZZANO;IO CAMBIO - MAIE;25;;
FOSDINOVO;PARTITO DEMOCRATICO;1215;;
FOSDINOVO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;587;;
FOSDINOVO;FORZA ITALIA;307;;
FOSDINOVO;L'ALTRA EUROPA CON TSIPRAS;153;;
FOSDINOVO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;102;;
FOSDINOVO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;64;;
FOSDINOVO;NUOVO CENTRO DESTRA - UDC;37;;
FOSDINOVO;VERDI EUROPEI-GREEN ITALIA;29;;
FOSDINOVO;ITALIA DEI VALORI;13;;
FOSDINOVO;SCELTA EUROPEA;12;;
FOSDINOVO;IO CAMBIO - MAIE;8;;
LICCIANA NARDI;PARTITO DEMOCRATICO;986;;
