

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
ASSISI ;21914;12921;148;526;
BASTIA UMBRA ;16546;12343;282;646;
BETTONA ;3320;2102;26;82;
BEVAGNA ;4057;2444;29;109;
CAMPELLO SUL CLITUNNO ;1989;1503;55;109;
CANNARA ;3421;2714;75;133;
CASCIA ;2637;1252;19;77;
CASTEL RITALDI ;2448;1934;80;140;
CASTIGLIONE DEL LAGO ;11880;8638;150;341;
CERRETO DI SPOLETO ;871;659;37;82;
CITERNA ;2763;2206;68;126;
CITTA' DELLA PIEVE ;6252;4652;70;200;
CITTA' DI CASTELLO ;31712;20451;175;730;
COLLAZZONE ;2507;2055;68;120;
CORCIANO ;15669;9696;69;303;
COSTACCIARO ;1068;826;43;65;
DERUTA ;7292;4545;42;176;
FOLIGNO ;43513;31453;665;1639;
FOSSATO DI VICO ;2074;1574;29;59;
FRATTA TODINA ;1453;1229;46;82;
GIANO DELL'UMBRIA ;2620;2160;77;138;
GUALDO CATTANEO ;4751;3802;124;226;
GUALDO TADINO ;11911;9113;250;542;
GUBBIO ;26427;20161;485;1163;
LISCIANO NICCONE ;453;349;14;22;
MAGIONE ;11394;8358;221;476;
MARSCIANO ;14061;10988;304;624;
MASSA MARTANA ;2946;2380;102;199;
MONTE CASTELLO DI VIBIO ;1290;1063;50;79;
MONTEFALCO ;4573;3492;146;286;
MONTELEONE DI SPOLETO ;512;251;4;25;
MONTE SANTA MARIA TIBERINA ;958;639;4;15;
MONTONE ;1331;1026;36;59;
NOCERA UMBRA ;4707;2737;33;131;
NORCIA ;3765;3008;116;273;
PACIANO ;781;624;11;20;
PANICALE ;4386;3290;59;132;
PASSIGNANO SUL TRASIMENO ;4467;2630;23;81;
PERUGIA ;125173;89032;1260;3611;
PIEGARO ;2932;2187;68;117;
PIETRALUNGA ;1832;1427;64;122;
POGGIODOMO ;121;83;6;9;
PRECI ;638;536;45;74;
SAN GIUSTINO ;9106;6756;182;386;
SANT'ANATOLIA DI NARCO ;469;350;23;49;
SCHEGGIA E PASCELUPO ;1209;913;31;71;
SCHEGGINO ;381;323;23;34;
SELLANO ;961;821;86;108;
SIGILLO ;2050;1678;60;105;
SPELLO ;6994;5136;87;273;
SPOLETO ;30435;21833;562;1443;
TODI ;13419;7368;75;308;
TORGIANO ;5215;4088;120;253;
TREVI ;6531;3675;25;153;
TUORO SUL TRASIMENO ;3038;2262;68;135;
UMBERTIDE ;12164;9333;143;402;
VALFABBRICA ;2736;1527;24;68;
VALLO DI NERA ;291;264;21;31;
VALTOPINA ;1092;630;9;31;
