

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
ACQUAFONDATA ;262;148;5;11;
ACUTO ;1627;1391;73;143;
ALATRI ;22703;12172;150;871;
ALVITO ;2709;1211;27;84;
AMASENO ;3615;1701;35;131;
ANAGNI ;17636;14319;704;1493;
AQUINO ;4334;2299;33;129;
ARCE ;4967;4083;240;394;
ARNARA ;2116;1722;129;245;
ARPINO ;6771;3486;48;270;
ATINA ;4029;1858;23;92;
AUSONIA ;2690;1862;180;254;
BELMONTE CASTELLO ;763;292;3;13;
BOVILLE ERNICA ;7414;3942;55;208;
BROCCOSTELLA ;2641;1859;119;281;
CAMPOLI APPENNINO ;1565;724;13;58;
CASALATTICO ;583;172;3;7;
CASALVIERI ;2853;1752;119;251;
CASSINO ;30009;14775;163;659;
CASTELLIRI ;3058;2517;134;269;
CASTELNUOVO PARANO ;828;482;6;25;
CASTROCIELO ;3261;1981;67;155;
CASTRO DEI VOLSCI ;4194;2352;23;122;
CECCANO ;19631;9644;121;659;
CEPRANO ;7273;5762;260;540;
CERVARO ;7031;3297;47;187;
COLFELICE ;1608;1323;81;157;
COLLEPARDO ;836;498;10;38;
COLLE SAN MAGNO ;711;549;52;80;
CORENO AUSONIO ;1623;1224;120;172;
ESPERIA ;3528;1839;38;128;
FALVATERRA ;499;416;31;63;
FERENTINO ;17512;9082;77;484;
FILETTINO ;521;298;2;10;
FIUGGI ;8259;4157;31;177;
FONTANA LIRI ;2549;1560;19;67;
FONTECHIARI ;1350;953;64;112;
FROSINONE ;38022;18878;152;976;
FUMONE ;1804;1052;16;103;
GALLINARO ;1223;866;52;91;
GIULIANO DI ROMA ;2152;1752;118;218;
GUARCINO ;1368;755;13;54;
ISOLA DEL LIRI ;10474;7899;284;642;
MONTE SAN GIOVANNI CAMPANO ;11198;6340;72;377;
MOROLO ;2688;2104;163;317;
PALIANO ;6723;5554;192;459;
PASTENA ;1392;691;4;40;
PATRICA ;2834;1518;15;84;
PESCOSOLIDO ;1697;1184;67;131;
PICINISCO ;1178;446;11;29;
PICO ;2649;1381;19;67;
PIEDIMONTE SAN GERMANO ;4968;2522;29;141;
PIGLIO ;3967;3328;163;314;
PIGNATARO INTERAMNA ;2540;1022;14;39;
POFI ;4063;1871;38;157;
PONTECORVO ;11529;5858;71;356;
POSTA FIBRENO ;1079;912;61;104;
RIPI ;5111;3572;257;476;
ROCCA D'ARCE ;895;733;54;90;
ROCCASECCA ;6508;3156;52;188;
SAN BIAGIO SARACINISCO ;368;167;1;7;
SAN DONATO VAL DI COMINO ;2287;1480;65;142;
SAN GIORGIO A LIRI ;2987;2189;152;254;
SAN GIOVANNI INCARICO ;2987;1839;28;145;
SANT'AMBROGIO SUL GARIGLIANO ;1108;812;62;104;
SANT'ANDREA DEL GARIGLIANO ;1495;1159;120;188;
SANT'APOLLINARE ;1904;1381;145;220;
SANT'ELIA FIUMERAPIDO ;5774;4362;329;597;
SANTOPADRE ;1302;1019;89;124;
SAN VITTORE DEL LAZIO ;2249;1916;124;194;
SERRONE ;2528;1512;20;71;
SETTEFRATI ;997;534;41;70;
SGURGOLA ;1952;1148;7;55;
SORA ;23706;11923;88;699;
STRANGOLAGALLI ;2323;1741;79;127;
SUPINO ;4475;2100;19;123;
TERELLE ;470;203;15;20;
TORRE CAJETANI ;1165;603;3;36;
TORRICE ;4154;2083;17;99;
TREVI NEL LAZIO ;1612;896;8;44;
TRIVIGLIANO ;1348;860;11;43;
VALLECORSA ;2359;1061;12;62;
VALLEMAIO ;949;717;64;93;
VALLEROTONDA ;1460;1211;105;168;
VEROLI ;17746;13729;885;1572;
VICALVI ;767;356;12;18;
VICO NEL LAZIO ;1833;1568;72;184;
VILLA LATINA ;1078;874;78;122;
VILLA SANTA LUCIA ;2233;1109;27;67;
VILLA SANTO STEFANO ;1476;1216;84;151;
VITICUSO ;350;137;5;9;
