

Ente;Liste/Gruppi;Voti;
CAPRIVA DEL FRIULI;PARTITO DEMOCRATICO;469;;
CAPRIVA DEL FRIULI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;181;;
CAPRIVA DEL FRIULI;FORZA ITALIA;118;;
CAPRIVA DEL FRIULI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;77;;
CAPRIVA DEL FRIULI;L'ALTRA EUROPA CON TSIPRAS;42;;
CAPRIVA DEL FRIULI;NUOVO CENTRO DESTRA - UDC;29;;
CAPRIVA DEL FRIULI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;28;;
CAPRIVA DEL FRIULI;VERDI EUROPEI-GREEN ITALIA;12;;
CAPRIVA DEL FRIULI;SCELTA EUROPEA;8;;
CAPRIVA DEL FRIULI;ITALIA DEI VALORI;3;;
CAPRIVA DEL FRIULI;IO CAMBIO - MAIE;3;;
CAPRIVA DEL FRIULI;SVP;3;;
CORMONS;PARTITO DEMOCRATICO;1643;;
CORMONS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;730;;
CORMONS;FORZA ITALIA;370;;
CORMONS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;270;;
CORMONS;NUOVO CENTRO DESTRA - UDC;179;;
CORMONS;L'ALTRA EUROPA CON TSIPRAS;133;;
CORMONS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;84;;
CORMONS;VERDI EUROPEI-GREEN ITALIA;59;;
CORMONS;SCELTA EUROPEA;16;;
CORMONS;SVP;15;;
CORMONS;ITALIA DEI VALORI;13;;
CORMONS;IO CAMBIO - MAIE;10;;
DOBERDO' DEL LAGO;PARTITO DEMOCRATICO;422;;
DOBERDO' DEL LAGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;134;;
DOBERDO' DEL LAGO;SVP;101;;
DOBERDO' DEL LAGO;L'ALTRA EUROPA CON TSIPRAS;88;;
DOBERDO' DEL LAGO;FORZA ITALIA;53;;
DOBERDO' DEL LAGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;27;;
DOBERDO' DEL LAGO;NUOVO CENTRO DESTRA - UDC;11;;
DOBERDO' DEL LAGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;9;;
DOBERDO' DEL LAGO;VERDI EUROPEI-GREEN ITALIA;9;;
DOBERDO' DEL LAGO;SCELTA EUROPEA;6;;
DOBERDO' DEL LAGO;IO CAMBIO - MAIE;1;;
DOBERDO' DEL LAGO;ITALIA DEI VALORI;1;;
DOLEGNA DEL COLLIO;PARTITO DEMOCRATICO;60;;
DOLEGNA DEL COLLIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;46;;
DOLEGNA DEL COLLIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;38;;
DOLEGNA DEL COLLIO;FORZA ITALIA;38;;
DOLEGNA DEL COLLIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
DOLEGNA DEL COLLIO;NUOVO CENTRO DESTRA - UDC;6;;
DOLEGNA DEL COLLIO;VERDI EUROPEI-GREEN ITALIA;3;;
DOLEGNA DEL COLLIO;SCELTA EUROPEA;1;;
DOLEGNA DEL COLLIO;IO CAMBIO - MAIE;1;;
DOLEGNA DEL COLLIO;L'ALTRA EUROPA CON TSIPRAS;1;;
DOLEGNA DEL COLLIO;SVP;0;;
DOLEGNA DEL COLLIO;ITALIA DEI VALORI;0;;
FARRA D'ISONZO;PARTITO DEMOCRATICO;507;;
FARRA D'ISONZO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;175;;
FARRA D'ISONZO;FORZA ITALIA;105;;
FARRA D'ISONZO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;60;;
FARRA D'ISONZO;L'ALTRA EUROPA CON TSIPRAS;42;;
FARRA D'ISONZO;NUOVO CENTRO DESTRA - UDC;36;;
FARRA D'ISONZO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
FARRA D'ISONZO;VERDI EUROPEI-GREEN ITALIA;18;;
FARRA D'ISONZO;ITALIA DEI VALORI;5;;
FARRA D'ISONZO;SVP;4;;
FARRA D'ISONZO;SCELTA EUROPEA;4;;
FARRA D'ISONZO;IO CAMBIO - MAIE;3;;
FOGLIANO REDIPUGLIA;PARTITO DEMOCRATICO;852;;
FOGLIANO REDIPUGLIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;362;;
FOGLIANO REDIPUGLIA;FORZA ITALIA;147;;
FOGLIANO REDIPUGLIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;146;;
FOGLIANO REDIPUGLIA;L'ALTRA EUROPA CON TSIPRAS;79;;
FOGLIANO REDIPUGLIA;NUOVO CENTRO DESTRA - UDC;62;;
FOGLIANO REDIPUGLIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;44;;
FOGLIANO REDIPUGLIA;VERDI EUROPEI-GREEN ITALIA;33;;
FOGLIANO REDIPUGLIA;SCELTA EUROPEA;9;;
FOGLIANO REDIPUGLIA;SVP;8;;
FOGLIANO REDIPUGLIA;ITALIA DEI VALORI;5;;
FOGLIANO REDIPUGLIA;IO CAMBIO - MAIE;3;;
GORIZIA;PARTITO DEMOCRATICO;6658;;
GORIZIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2758;;
GORIZIA;FORZA ITALIA;2231;;
GORIZIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1043;;
GORIZIA;NUOVO CENTRO DESTRA - UDC;712;;
GORIZIA;L'ALTRA EUROPA CON TSIPRAS;634;;
GORIZIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;566;;
GORIZIA;VERDI EUROPEI-GREEN ITALIA;297;;
GORIZIA;SVP;285;;
GORIZIA;SCELTA EUROPEA;83;;
GORIZIA;ITALIA DEI VALORI;55;;
GORIZIA;IO CAMBIO - MAIE;29;;
GRADISCA D'ISONZO;PARTITO DEMOCRATICO;1763;;
GRADISCA D'ISONZO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;665;;
GRADISCA D'ISONZO;FORZA ITALIA;430;;
GRADISCA D'ISONZO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;237;;
GRADISCA D'ISONZO;L'ALTRA EUROPA CON TSIPRAS;216;;
GRADISCA D'ISONZO;NUOVO CENTRO DESTRA - UDC;164;;
GRADISCA D'ISONZO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;125;;
GRADISCA D'ISONZO;VERDI EUROPEI-GREEN ITALIA;66;;
GRADISCA D'ISONZO;ITALIA DEI VALORI;29;;
GRADISCA D'ISONZO;SCELTA EUROPEA;28;;
GRADISCA D'ISONZO;SVP;11;;
GRADISCA D'ISONZO;IO CAMBIO - MAIE;6;;
GRADO;PARTITO DEMOCRATICO;1515;;
GRADO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;745;;
GRADO;FORZA ITALIA;680;;
GRADO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;255;;
GRADO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;221;;
GRADO;NUOVO CENTRO DESTRA - UDC;145;;
GRADO;L'ALTRA EUROPA CON TSIPRAS;112;;
GRADO;VERDI EUROPEI-GREEN ITALIA;46;;
GRADO;SCELTA EUROPEA;23;;
GRADO;ITALIA DEI VALORI;20;;
GRADO;SVP;12;;
GRADO;IO CAMBIO - MAIE;6;;
MARIANO DEL FRIULI;PARTITO DEMOCRATICO;432;;
MARIANO DEL FRIULI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;158;;
MARIANO DEL FRIULI;FORZA ITALIA;93;;
MARIANO DEL FRIULI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;88;;
MARIANO DEL FRIULI;NUOVO CENTRO DESTRA - UDC;34;;
MARIANO DEL FRIULI;L'ALTRA EUROPA CON TSIPRAS;32;;
MARIANO DEL FRIULI;VERDI EUROPEI-GREEN ITALIA;23;;
MARIANO DEL FRIULI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;19;;
MARIANO DEL FRIULI;IO CAMBIO - MAIE;7;;
MARIANO DEL FRIULI;SVP;5;;
MARIANO DEL FRIULI;ITALIA DEI VALORI;5;;
MARIANO DEL FRIULI;SCELTA EUROPEA;4;;
MEDEA;PARTITO DEMOCRATICO;329;;
MEDEA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;141;;
MEDEA;FORZA ITALIA;59;;
MEDEA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;46;;
MEDEA;L'ALTRA EUROPA CON TSIPRAS;18;;
MEDEA;NUOVO CENTRO DESTRA - UDC;16;;
MEDEA;VERDI EUROPEI-GREEN ITALIA;7;;
