

Ente;Liste/Gruppi;Voti;
AILANO;FORZA ITALIA;289;;
AILANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;206;;
AILANO;PARTITO DEMOCRATICO;184;;
AILANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;61;;
AILANO;L'ALTRA EUROPA CON TSIPRAS;36;;
AILANO;NUOVO CENTRO DESTRA - UDC;24;;
AILANO;ITALIA DEI VALORI;12;;
AILANO;SCELTA EUROPEA;9;;
AILANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
AILANO;VERDI EUROPEI-GREEN ITALIA;3;;
AILANO;IO CAMBIO - MAIE;1;;
ALIFE;FORZA ITALIA;1080;;
ALIFE;PARTITO DEMOCRATICO;745;;
ALIFE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;669;;
ALIFE;L'ALTRA EUROPA CON TSIPRAS;78;;
ALIFE;NUOVO CENTRO DESTRA - UDC;70;;
ALIFE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;63;;
ALIFE;ITALIA DEI VALORI;23;;
ALIFE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;22;;
ALIFE;VERDI EUROPEI-GREEN ITALIA;16;;
ALIFE;SCELTA EUROPEA;8;;
ALIFE;IO CAMBIO - MAIE;5;;
ALVIGNANO;FORZA ITALIA;480;;
ALVIGNANO;PARTITO DEMOCRATICO;435;;
ALVIGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;339;;
ALVIGNANO;L'ALTRA EUROPA CON TSIPRAS;162;;
ALVIGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;63;;
ALVIGNANO;SCELTA EUROPEA;36;;
ALVIGNANO;NUOVO CENTRO DESTRA - UDC;32;;
ALVIGNANO;ITALIA DEI VALORI;8;;
ALVIGNANO;VERDI EUROPEI-GREEN ITALIA;6;;
ALVIGNANO;IO CAMBIO - MAIE;4;;
ALVIGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
ARIENZO;FORZA ITALIA;1130;;
ARIENZO;PARTITO DEMOCRATICO;771;;
ARIENZO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;754;;
ARIENZO;NUOVO CENTRO DESTRA - UDC;169;;
ARIENZO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;143;;
ARIENZO;L'ALTRA EUROPA CON TSIPRAS;120;;
ARIENZO;ITALIA DEI VALORI;113;;
ARIENZO;SCELTA EUROPEA;48;;
ARIENZO;VERDI EUROPEI-GREEN ITALIA;21;;
ARIENZO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;20;;
ARIENZO;IO CAMBIO - MAIE;12;;
AVERSA;PARTITO DEMOCRATICO;6131;;
AVERSA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;4156;;
AVERSA;FORZA ITALIA;3726;;
AVERSA;L'ALTRA EUROPA CON TSIPRAS;1565;;
AVERSA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1260;;
AVERSA;NUOVO CENTRO DESTRA - UDC;773;;
AVERSA;ITALIA DEI VALORI;106;;
AVERSA;VERDI EUROPEI-GREEN ITALIA;85;;
AVERSA;SCELTA EUROPEA;63;;
AVERSA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;62;;
AVERSA;IO CAMBIO - MAIE;24;;
BAIA E LATINA;FORZA ITALIA;335;;
BAIA E LATINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;285;;
BAIA E LATINA;PARTITO DEMOCRATICO;263;;
BAIA E LATINA;L'ALTRA EUROPA CON TSIPRAS;37;;
BAIA E LATINA;NUOVO CENTRO DESTRA - UDC;12;;
BAIA E LATINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
BAIA E LATINA;ITALIA DEI VALORI;7;;
BAIA E LATINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
BAIA E LATINA;SCELTA EUROPEA;3;;
BAIA E LATINA;VERDI EUROPEI-GREEN ITALIA;2;;
BAIA E LATINA;IO CAMBIO - MAIE;1;;
BELLONA;PARTITO DEMOCRATICO;730;;
BELLONA;FORZA ITALIA;652;;
BELLONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;437;;
BELLONA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;98;;
BELLONA;NUOVO CENTRO DESTRA - UDC;49;;
BELLONA;L'ALTRA EUROPA CON TSIPRAS;35;;
BELLONA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;14;;
BELLONA;ITALIA DEI VALORI;10;;
BELLONA;VERDI EUROPEI-GREEN ITALIA;5;;
BELLONA;SCELTA EUROPEA;5;;
BELLONA;IO CAMBIO - MAIE;3;;
CAIANELLO;FORZA ITALIA;358;;
CAIANELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;327;;
CAIANELLO;PARTITO DEMOCRATICO;302;;
CAIANELLO;NUOVO CENTRO DESTRA - UDC;60;;
CAIANELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;48;;
CAIANELLO;L'ALTRA EUROPA CON TSIPRAS;25;;
CAIANELLO;SCELTA EUROPEA;18;;
CAIANELLO;ITALIA DEI VALORI;14;;
CAIANELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;7;;
CAIANELLO;VERDI EUROPEI-GREEN ITALIA;4;;
CAIANELLO;IO CAMBIO - MAIE;1;;
CAIAZZO;FORZA ITALIA;678;;
CAIAZZO;PARTITO DEMOCRATICO;637;;
CAIAZZO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;434;;
CAIAZZO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;98;;
CAIAZZO;L'ALTRA EUROPA CON TSIPRAS;93;;
CAIAZZO;NUOVO CENTRO DESTRA - UDC;55;;
CAIAZZO;SCELTA EUROPEA;17;;
CAIAZZO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;14;;
CAIAZZO;VERDI EUROPEI-GREEN ITALIA;13;;
CAIAZZO;ITALIA DEI VALORI;9;;
CAIAZZO;IO CAMBIO - MAIE;6;;
CALVI RISORTA;FORZA ITALIA;1087;;
CALVI RISORTA;PARTITO DEMOCRATICO;1046;;
CALVI RISORTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;615;;
CALVI RISORTA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;244;;
CALVI RISORTA;L'ALTRA EUROPA CON TSIPRAS;208;;
CALVI RISORTA;NUOVO CENTRO DESTRA - UDC;125;;
CALVI RISORTA;ITALIA DEI VALORI;48;;
CALVI RISORTA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;42;;
CALVI RISORTA;SCELTA EUROPEA;33;;
CALVI RISORTA;VERDI EUROPEI-GREEN ITALIA;31;;
CALVI RISORTA;IO CAMBIO - MAIE;11;;
CAMIGLIANO;PARTITO DEMOCRATICO;228;;
CAMIGLIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;163;;
CAMIGLIANO;FORZA ITALIA;145;;
CAMIGLIANO;NUOVO CENTRO DESTRA - UDC;47;;
CAMIGLIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;46;;
CAMIGLIANO;L'ALTRA EUROPA CON TSIPRAS;10;;
CAMIGLIANO;ITALIA DEI VALORI;6;;
CAMIGLIANO;SCELTA EUROPEA;5;;
CAMIGLIANO;VERDI EUROPEI-GREEN ITALIA;1;;
CAMIGLIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
CAMIGLIANO;IO CAMBIO - MAIE;0;;
CANCELLO ED ARNONE;FORZA ITALIA;639;;
CANCELLO ED ARNONE;PARTITO DEMOCRATICO;444;;
CANCELLO ED ARNONE;NUOVO CENTRO DESTRA - UDC;365;;
