

Ente;Liste/Gruppi;Voti;
CANTAGALLO;PARTITO DEMOCRATICO;974;;
CANTAGALLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;243;;
CANTAGALLO;FORZA ITALIA;177;;
CANTAGALLO;L'ALTRA EUROPA CON TSIPRAS;61;;
CANTAGALLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;53;;
CANTAGALLO;NUOVO CENTRO DESTRA - UDC;44;;
CANTAGALLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
CANTAGALLO;IO CAMBIO - MAIE;26;;
CANTAGALLO;SCELTA EUROPEA;14;;
CANTAGALLO;VERDI EUROPEI-GREEN ITALIA;13;;
CANTAGALLO;ITALIA DEI VALORI;10;;
CARMIGNANO;PARTITO DEMOCRATICO;3701;;
CARMIGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1049;;
CARMIGNANO;FORZA ITALIA;796;;
CARMIGNANO;L'ALTRA EUROPA CON TSIPRAS;236;;
CARMIGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;221;;
CARMIGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;207;;
CARMIGNANO;NUOVO CENTRO DESTRA - UDC;123;;
CARMIGNANO;VERDI EUROPEI-GREEN ITALIA;39;;
CARMIGNANO;ITALIA DEI VALORI;29;;
CARMIGNANO;SCELTA EUROPEA;27;;
CARMIGNANO;IO CAMBIO - MAIE;7;;
MONTEMURLO;PARTITO DEMOCRATICO;5447;;
MONTEMURLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1619;;
MONTEMURLO;FORZA ITALIA;1185;;
MONTEMURLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;391;;
MONTEMURLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;233;;
MONTEMURLO;L'ALTRA EUROPA CON TSIPRAS;233;;
MONTEMURLO;NUOVO CENTRO DESTRA - UDC;147;;
MONTEMURLO;ITALIA DEI VALORI;56;;
MONTEMURLO;SCELTA EUROPEA;55;;
MONTEMURLO;VERDI EUROPEI-GREEN ITALIA;55;;
MONTEMURLO;IO CAMBIO - MAIE;43;;
POGGIO A CAIANO;PARTITO DEMOCRATICO;2765;;
POGGIO A CAIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;639;;
POGGIO A CAIANO;FORZA ITALIA;570;;
POGGIO A CAIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;199;;
POGGIO A CAIANO;NUOVO CENTRO DESTRA - UDC;141;;
POGGIO A CAIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;135;;
POGGIO A CAIANO;L'ALTRA EUROPA CON TSIPRAS;129;;
POGGIO A CAIANO;VERDI EUROPEI-GREEN ITALIA;27;;
POGGIO A CAIANO;SCELTA EUROPEA;18;;
POGGIO A CAIANO;ITALIA DEI VALORI;17;;
POGGIO A CAIANO;IO CAMBIO - MAIE;6;;
PRATO;PARTITO DEMOCRATICO;51788;;
PRATO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;13520;;
PRATO;FORZA ITALIA;11811;;
PRATO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3417;;
PRATO;L'ALTRA EUROPA CON TSIPRAS;3239;;
PRATO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2609;;
PRATO;NUOVO CENTRO DESTRA - UDC;2507;;
PRATO;VERDI EUROPEI-GREEN ITALIA;617;;
PRATO;SCELTA EUROPEA;600;;
PRATO;ITALIA DEI VALORI;498;;
PRATO;IO CAMBIO - MAIE;343;;
VAIANO;PARTITO DEMOCRATICO;3384;;
VAIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;714;;
VAIANO;FORZA ITALIA;606;;
VAIANO;L'ALTRA EUROPA CON TSIPRAS;225;;
VAIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;170;;
VAIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;144;;
VAIANO;IO CAMBIO - MAIE;94;;
VAIANO;NUOVO CENTRO DESTRA - UDC;83;;
VAIANO;VERDI EUROPEI-GREEN ITALIA;46;;
VAIANO;SCELTA EUROPEA;31;;
VAIANO;ITALIA DEI VALORI;24;;
VERNIO;PARTITO DEMOCRATICO;2002;;
VERNIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;460;;
VERNIO;FORZA ITALIA;411;;
VERNIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;121;;
VERNIO;L'ALTRA EUROPA CON TSIPRAS;112;;
VERNIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;86;;
VERNIO;NUOVO CENTRO DESTRA - UDC;61;;
VERNIO;VERDI EUROPEI-GREEN ITALIA;23;;
VERNIO;SCELTA EUROPEA;19;;
VERNIO;ITALIA DEI VALORI;16;;
VERNIO;IO CAMBIO - MAIE;14;;
