

Ente;Liste/Gruppi;Voti;
ARITZO;PARTITO DEMOCRATICO;192;;
ARITZO;FORZA ITALIA;95;;
ARITZO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;86;;
ARITZO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;53;;
ARITZO;L'ALTRA EUROPA CON TSIPRAS;14;;
ARITZO;NUOVO CENTRO DESTRA - UDC;11;;
ARITZO;SCELTA EUROPEA;6;;
ARITZO;VERDI EUROPEI-GREEN ITALIA;1;;
ARITZO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ARITZO;ITALIA DEI VALORI;0;;
ARITZO;IO CAMBIO - MAIE;0;;
ATZARA;PARTITO DEMOCRATICO;204;;
ATZARA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;112;;
ATZARA;L'ALTRA EUROPA CON TSIPRAS;66;;
ATZARA;FORZA ITALIA;17;;
ATZARA;NUOVO CENTRO DESTRA - UDC;12;;
ATZARA;SCELTA EUROPEA;10;;
ATZARA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;6;;
ATZARA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
ATZARA;IO CAMBIO - MAIE;2;;
ATZARA;VERDI EUROPEI-GREEN ITALIA;1;;
ATZARA;ITALIA DEI VALORI;1;;
AUSTIS;PARTITO DEMOCRATICO;104;;
AUSTIS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;51;;
AUSTIS;SCELTA EUROPEA;17;;
AUSTIS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;14;;
AUSTIS;FORZA ITALIA;11;;
AUSTIS;L'ALTRA EUROPA CON TSIPRAS;7;;
AUSTIS;NUOVO CENTRO DESTRA - UDC;2;;
AUSTIS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
AUSTIS;VERDI EUROPEI-GREEN ITALIA;0;;
AUSTIS;ITALIA DEI VALORI;0;;
AUSTIS;IO CAMBIO - MAIE;0;;
BELVI';FRATELLI D'ITALIA - ALLEANZA NAZIONALE;88;;
BELVI';FORZA ITALIA;62;;
BELVI';PARTITO DEMOCRATICO;59;;
BELVI';MOVIMENTO 5 STELLE BEPPEGRILLO.IT;59;;
BELVI';NUOVO CENTRO DESTRA - UDC;10;;
BELVI';L'ALTRA EUROPA CON TSIPRAS;6;;
BELVI';SCELTA EUROPEA;2;;
BELVI';IO CAMBIO - MAIE;0;;
BELVI';VERDI EUROPEI-GREEN ITALIA;0;;
BELVI';ITALIA DEI VALORI;0;;
BELVI';LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
BIRORI;PARTITO DEMOCRATICO;79;;
BIRORI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;37;;
BIRORI;FORZA ITALIA;24;;
BIRORI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;6;;
BIRORI;NUOVO CENTRO DESTRA - UDC;4;;
BIRORI;SCELTA EUROPEA;4;;
BIRORI;L'ALTRA EUROPA CON TSIPRAS;3;;
BIRORI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
BIRORI;VERDI EUROPEI-GREEN ITALIA;0;;
BIRORI;ITALIA DEI VALORI;0;;
BIRORI;IO CAMBIO - MAIE;0;;
BITTI;PARTITO DEMOCRATICO;322;;
BITTI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;148;;
BITTI;NUOVO CENTRO DESTRA - UDC;112;;
BITTI;FORZA ITALIA;70;;
BITTI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;24;;
BITTI;L'ALTRA EUROPA CON TSIPRAS;19;;
BITTI;ITALIA DEI VALORI;5;;
