

Ente;Liste/Gruppi;Voti;
ACCADIA;PARTITO DEMOCRATICO;439;;
ACCADIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;153;;
ACCADIA;FORZA ITALIA;119;;
ACCADIA;L'ALTRA EUROPA CON TSIPRAS;63;;
ACCADIA;NUOVO CENTRO DESTRA - UDC;55;;
ACCADIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
ACCADIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
ACCADIA;IO CAMBIO - MAIE;5;;
ACCADIA;SCELTA EUROPEA;5;;
ACCADIA;ITALIA DEI VALORI;4;;
ACCADIA;VERDI EUROPEI-GREEN ITALIA;2;;
ALBERONA;FORZA ITALIA;99;;
ALBERONA;PARTITO DEMOCRATICO;95;;
ALBERONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;91;;
ALBERONA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
ALBERONA;NUOVO CENTRO DESTRA - UDC;15;;
ALBERONA;L'ALTRA EUROPA CON TSIPRAS;8;;
ALBERONA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
ALBERONA;ITALIA DEI VALORI;4;;
ALBERONA;IO CAMBIO - MAIE;1;;
ALBERONA;VERDI EUROPEI-GREEN ITALIA;0;;
ALBERONA;SCELTA EUROPEA;0;;
ANZANO DI PUGLIA;PARTITO DEMOCRATICO;226;;
ANZANO DI PUGLIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;89;;
ANZANO DI PUGLIA;FORZA ITALIA;76;;
ANZANO DI PUGLIA;NUOVO CENTRO DESTRA - UDC;17;;
ANZANO DI PUGLIA;ITALIA DEI VALORI;12;;
ANZANO DI PUGLIA;L'ALTRA EUROPA CON TSIPRAS;10;;
ANZANO DI PUGLIA;SCELTA EUROPEA;8;;
ANZANO DI PUGLIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
ANZANO DI PUGLIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ANZANO DI PUGLIA;IO CAMBIO - MAIE;1;;
ANZANO DI PUGLIA;VERDI EUROPEI-GREEN ITALIA;0;;
APRICENA;PARTITO DEMOCRATICO;2993;;
APRICENA;FORZA ITALIA;1705;;
APRICENA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1500;;
APRICENA;NUOVO CENTRO DESTRA - UDC;693;;
APRICENA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;323;;
APRICENA;ITALIA DEI VALORI;134;;
APRICENA;SCELTA EUROPEA;131;;
APRICENA;L'ALTRA EUROPA CON TSIPRAS;122;;
APRICENA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;77;;
APRICENA;VERDI EUROPEI-GREEN ITALIA;49;;
APRICENA;IO CAMBIO - MAIE;20;;
ASCOLI SATRIANO;PARTITO DEMOCRATICO;927;;
ASCOLI SATRIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;736;;
ASCOLI SATRIANO;FORZA ITALIA;490;;
ASCOLI SATRIANO;NUOVO CENTRO DESTRA - UDC;75;;
ASCOLI SATRIANO;L'ALTRA EUROPA CON TSIPRAS;25;;
ASCOLI SATRIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;22;;
ASCOLI SATRIANO;SCELTA EUROPEA;19;;
ASCOLI SATRIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;17;;
ASCOLI SATRIANO;ITALIA DEI VALORI;16;;
ASCOLI SATRIANO;VERDI EUROPEI-GREEN ITALIA;10;;
ASCOLI SATRIANO;IO CAMBIO - MAIE;3;;
BICCARI;PARTITO DEMOCRATICO;663;;
BICCARI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;447;;
BICCARI;FORZA ITALIA;250;;
BICCARI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;106;;
BICCARI;NUOVO CENTRO DESTRA - UDC;99;;
BICCARI;L'ALTRA EUROPA CON TSIPRAS;42;;
BICCARI;SCELTA EUROPEA;26;;
BICCARI;ITALIA DEI VALORI;24;;
BICCARI;VERDI EUROPEI-GREEN ITALIA;21;;
BICCARI;IO CAMBIO - MAIE;19;;
BICCARI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;18;;
BOVINO;PARTITO DEMOCRATICO;566;;
BOVINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;256;;
BOVINO;FORZA ITALIA;248;;
BOVINO;L'ALTRA EUROPA CON TSIPRAS;72;;
BOVINO;NUOVO CENTRO DESTRA - UDC;63;;
BOVINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
BOVINO;SCELTA EUROPEA;9;;
BOVINO;VERDI EUROPEI-GREEN ITALIA;7;;
BOVINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
BOVINO;IO CAMBIO - MAIE;2;;
BOVINO;ITALIA DEI VALORI;1;;
CAGNANO VARANO;PARTITO DEMOCRATICO;890;;
CAGNANO VARANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;408;;
CAGNANO VARANO;FORZA ITALIA;381;;
CAGNANO VARANO;NUOVO CENTRO DESTRA - UDC;71;;
CAGNANO VARANO;L'ALTRA EUROPA CON TSIPRAS;50;;
CAGNANO VARANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
CAGNANO VARANO;SCELTA EUROPEA;15;;
CAGNANO VARANO;ITALIA DEI VALORI;10;;
CAGNANO VARANO;VERDI EUROPEI-GREEN ITALIA;10;;
CAGNANO VARANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
CAGNANO VARANO;IO CAMBIO - MAIE;4;;
CANDELA;PARTITO DEMOCRATICO;381;;
CANDELA;FORZA ITALIA;335;;
CANDELA;NUOVO CENTRO DESTRA - UDC;285;;
CANDELA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;234;;
CANDELA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
CANDELA;L'ALTRA EUROPA CON TSIPRAS;11;;
CANDELA;ITALIA DEI VALORI;5;;
CANDELA;VERDI EUROPEI-GREEN ITALIA;2;;
CANDELA;SCELTA EUROPEA;2;;
CANDELA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
CANDELA;IO CAMBIO - MAIE;0;;
CARAPELLE;PARTITO DEMOCRATICO;715;;
CARAPELLE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;598;;
CARAPELLE;FORZA ITALIA;415;;
CARAPELLE;NUOVO CENTRO DESTRA - UDC;167;;
CARAPELLE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;45;;
CARAPELLE;L'ALTRA EUROPA CON TSIPRAS;21;;
CARAPELLE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;19;;
CARAPELLE;SCELTA EUROPEA;13;;
CARAPELLE;ITALIA DEI VALORI;7;;
CARAPELLE;VERDI EUROPEI-GREEN ITALIA;4;;
CARAPELLE;IO CAMBIO - MAIE;0;;
CARLANTINO;PARTITO DEMOCRATICO;305;;
CARLANTINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;87;;
CARLANTINO;FORZA ITALIA;52;;
CARLANTINO;NUOVO CENTRO DESTRA - UDC;11;;
CARLANTINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;6;;
CARLANTINO;L'ALTRA EUROPA CON TSIPRAS;4;;
CARLANTINO;ITALIA DEI VALORI;4;;
CARLANTINO;IO CAMBIO - MAIE;2;;
CARLANTINO;SCELTA EUROPEA;1;;
CARLANTINO;VERDI EUROPEI-GREEN ITALIA;1;;
CARLANTINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
CARPINO;PARTITO DEMOCRATICO;602;;
CARPINO;FORZA ITALIA;425;;
CARPINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;171;;
CARPINO;NUOVO CENTRO DESTRA - UDC;120;;
CARPINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;30;;
CARPINO;L'ALTRA EUROPA CON TSIPRAS;17;;
CARPINO;SCELTA EUROPEA;6;;
CARPINO;ITALIA DEI VALORI;6;;
CARPINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
CARPINO;IO CAMBIO - MAIE;2;;
CARPINO;VERDI EUROPEI-GREEN ITALIA;0;;
CASALNUOVO MONTEROTARO;PARTITO DEMOCRATICO;254;;
CASALNUOVO MONTEROTARO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;132;;
CASALNUOVO MONTEROTARO;FORZA ITALIA;75;;
CASALNUOVO MONTEROTARO;L'ALTRA EUROPA CON TSIPRAS;55;;
CASALNUOVO MONTEROTARO;NUOVO CENTRO DESTRA - UDC;26;;
CASALNUOVO MONTEROTARO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
CASALNUOVO MONTEROTARO;ITALIA DEI VALORI;8;;
CASALNUOVO MONTEROTARO;VERDI EUROPEI-GREEN ITALIA;3;;
CASALNUOVO MONTEROTARO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
CASALNUOVO MONTEROTARO;IO CAMBIO - MAIE;0;;
CASALNUOVO MONTEROTARO;SCELTA EUROPEA;0;;
CASALVECCHIO DI PUGLIA;PARTITO DEMOCRATICO;325;;
