

Ente;Liste/Gruppi;Voti;
ACCETTURA;FORZA ITALIA;358;;
ACCETTURA;PARTITO DEMOCRATICO;296;;
ACCETTURA;SCELTA EUROPEA;94;;
ACCETTURA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;54;;
ACCETTURA;VERDI EUROPEI-GREEN ITALIA;43;;
ACCETTURA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;36;;
ACCETTURA;L'ALTRA EUROPA CON TSIPRAS;25;;
ACCETTURA;NUOVO CENTRO DESTRA - UDC;24;;
ACCETTURA;ITALIA DEI VALORI;14;;
ACCETTURA;IO CAMBIO - MAIE;3;;
ACCETTURA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ALIANO;PARTITO DEMOCRATICO;94;;
ALIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;81;;
ALIANO;FORZA ITALIA;61;;
ALIANO;SCELTA EUROPEA;32;;
ALIANO;L'ALTRA EUROPA CON TSIPRAS;27;;
ALIANO;NUOVO CENTRO DESTRA - UDC;5;;
ALIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
ALIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
ALIANO;ITALIA DEI VALORI;0;;
ALIANO;IO CAMBIO - MAIE;0;;
ALIANO;VERDI EUROPEI-GREEN ITALIA;0;;
BERNALDA;SCELTA EUROPEA;1944;;
BERNALDA;PARTITO DEMOCRATICO;1272;;
BERNALDA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1133;;
BERNALDA;FORZA ITALIA;944;;
BERNALDA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;224;;
BERNALDA;NUOVO CENTRO DESTRA - UDC;196;;
BERNALDA;L'ALTRA EUROPA CON TSIPRAS;172;;
BERNALDA;ITALIA DEI VALORI;109;;
BERNALDA;VERDI EUROPEI-GREEN ITALIA;45;;
BERNALDA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;41;;
BERNALDA;IO CAMBIO - MAIE;19;;
CALCIANO;PARTITO DEMOCRATICO;227;;
CALCIANO;FORZA ITALIA;91;;
CALCIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;60;;
CALCIANO;SCELTA EUROPEA;55;;
CALCIANO;NUOVO CENTRO DESTRA - UDC;30;;
CALCIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
CALCIANO;L'ALTRA EUROPA CON TSIPRAS;7;;
CALCIANO;ITALIA DEI VALORI;4;;
CALCIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
CALCIANO;VERDI EUROPEI-GREEN ITALIA;1;;
CALCIANO;IO CAMBIO - MAIE;1;;
CIRIGLIANO;PARTITO DEMOCRATICO;66;;
CIRIGLIANO;FORZA ITALIA;38;;
CIRIGLIANO;SCELTA EUROPEA;21;;
CIRIGLIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;13;;
CIRIGLIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;12;;
CIRIGLIANO;NUOVO CENTRO DESTRA - UDC;10;;
CIRIGLIANO;L'ALTRA EUROPA CON TSIPRAS;9;;
CIRIGLIANO;VERDI EUROPEI-GREEN ITALIA;3;;
CIRIGLIANO;ITALIA DEI VALORI;2;;
CIRIGLIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
CIRIGLIANO;IO CAMBIO - MAIE;0;;
COLOBRARO;PARTITO DEMOCRATICO;261;;
COLOBRARO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;86;;
COLOBRARO;FORZA ITALIA;75;;
COLOBRARO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
COLOBRARO;NUOVO CENTRO DESTRA - UDC;13;;
COLOBRARO;L'ALTRA EUROPA CON TSIPRAS;9;;
COLOBRARO;SCELTA EUROPEA;6;;
COLOBRARO;VERDI EUROPEI-GREEN ITALIA;6;;
COLOBRARO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
COLOBRARO;ITALIA DEI VALORI;2;;
COLOBRARO;IO CAMBIO - MAIE;1;;
