

Ente;Liste/Gruppi;Voti;
BAGNO DI ROMAGNA;PARTITO DEMOCRATICO;1951;;
BAGNO DI ROMAGNA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;692;;
BAGNO DI ROMAGNA;FORZA ITALIA;547;;
BAGNO DI ROMAGNA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;268;;
BAGNO DI ROMAGNA;NUOVO CENTRO DESTRA - UDC;149;;
BAGNO DI ROMAGNA;L'ALTRA EUROPA CON TSIPRAS;142;;
BAGNO DI ROMAGNA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;119;;
BAGNO DI ROMAGNA;SCELTA EUROPEA;33;;
BAGNO DI ROMAGNA;ITALIA DEI VALORI;26;;
BAGNO DI ROMAGNA;VERDI EUROPEI-GREEN ITALIA;21;;
BAGNO DI ROMAGNA;IO CAMBIO - MAIE;10;;
BAGNO DI ROMAGNA;SVP;6;;
BERTINORO;PARTITO DEMOCRATICO;3423;;
BERTINORO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1198;;
BERTINORO;FORZA ITALIA;527;;
BERTINORO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;210;;
BERTINORO;L'ALTRA EUROPA CON TSIPRAS;153;;
BERTINORO;NUOVO CENTRO DESTRA - UDC;133;;
BERTINORO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;84;;
BERTINORO;VERDI EUROPEI-GREEN ITALIA;58;;
BERTINORO;SCELTA EUROPEA;41;;
BERTINORO;ITALIA DEI VALORI;12;;
BERTINORO;SVP;3;;
BERTINORO;IO CAMBIO - MAIE;2;;
BORGHI;PARTITO DEMOCRATICO;600;;
BORGHI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;420;;
BORGHI;FORZA ITALIA;239;;
BORGHI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;73;;
BORGHI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;66;;
BORGHI;L'ALTRA EUROPA CON TSIPRAS;29;;
BORGHI;NUOVO CENTRO DESTRA - UDC;17;;
BORGHI;SCELTA EUROPEA;14;;
BORGHI;ITALIA DEI VALORI;10;;
BORGHI;IO CAMBIO - MAIE;5;;
BORGHI;VERDI EUROPEI-GREEN ITALIA;3;;
BORGHI;SVP;3;;
CASTROCARO TERME E TERRA DEL SOLE;PARTITO DEMOCRATICO;1631;;
CASTROCARO TERME E TERRA DEL SOLE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;457;;
CASTROCARO TERME E TERRA DEL SOLE;FORZA ITALIA;416;;
CASTROCARO TERME E TERRA DEL SOLE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;265;;
CASTROCARO TERME E TERRA DEL SOLE;NUOVO CENTRO DESTRA - UDC;102;;
CASTROCARO TERME E TERRA DEL SOLE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;67;;
CASTROCARO TERME E TERRA DEL SOLE;L'ALTRA EUROPA CON TSIPRAS;62;;
CASTROCARO TERME E TERRA DEL SOLE;VERDI EUROPEI-GREEN ITALIA;29;;
CASTROCARO TERME E TERRA DEL SOLE;SCELTA EUROPEA;17;;
CASTROCARO TERME E TERRA DEL SOLE;ITALIA DEI VALORI;12;;
CASTROCARO TERME E TERRA DEL SOLE;IO CAMBIO - MAIE;4;;
CASTROCARO TERME E TERRA DEL SOLE;SVP;2;;
CESENA;PARTITO DEMOCRATICO;30728;;
CESENA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;10713;;
CESENA;FORZA ITALIA;4987;;
CESENA;NUOVO CENTRO DESTRA - UDC;2021;;
CESENA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1847;;
CESENA;L'ALTRA EUROPA CON TSIPRAS;1811;;
CESENA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1091;;
CESENA;VERDI EUROPEI-GREEN ITALIA;466;;
CESENA;SCELTA EUROPEA;415;;
CESENA;ITALIA DEI VALORI;165;;
CESENA;IO CAMBIO - MAIE;74;;
CESENA;SVP;33;;
CESENATICO;PARTITO DEMOCRATICO;6456;;
CESENATICO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2832;;
CESENATICO;FORZA ITALIA;1898;;
CESENATICO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;551;;
CESENATICO;NUOVO CENTRO DESTRA - UDC;348;;
CESENATICO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;319;;
CESENATICO;L'ALTRA EUROPA CON TSIPRAS;275;;
CESENATICO;SCELTA EUROPEA;99;;
CESENATICO;VERDI EUROPEI-GREEN ITALIA;76;;
CESENATICO;ITALIA DEI VALORI;38;;
CESENATICO;IO CAMBIO - MAIE;19;;
CESENATICO;SVP;6;;
CIVITELLA DI ROMAGNA;PARTITO DEMOCRATICO;1053;;
CIVITELLA DI ROMAGNA;FORZA ITALIA;327;;
CIVITELLA DI ROMAGNA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;306;;
CIVITELLA DI ROMAGNA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;117;;
CIVITELLA DI ROMAGNA;NUOVO CENTRO DESTRA - UDC;58;;
CIVITELLA DI ROMAGNA;L'ALTRA EUROPA CON TSIPRAS;55;;
CIVITELLA DI ROMAGNA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;46;;
CIVITELLA DI ROMAGNA;VERDI EUROPEI-GREEN ITALIA;14;;
CIVITELLA DI ROMAGNA;ITALIA DEI VALORI;5;;
CIVITELLA DI ROMAGNA;IO CAMBIO - MAIE;3;;
CIVITELLA DI ROMAGNA;SVP;3;;
CIVITELLA DI ROMAGNA;SCELTA EUROPEA;3;;
DOVADOLA;PARTITO DEMOCRATICO;374;;
DOVADOLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;160;;
DOVADOLA;FORZA ITALIA;95;;
DOVADOLA;L'ALTRA EUROPA CON TSIPRAS;36;;
DOVADOLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;23;;
DOVADOLA;NUOVO CENTRO DESTRA - UDC;20;;
DOVADOLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;17;;
DOVADOLA;VERDI EUROPEI-GREEN ITALIA;4;;
DOVADOLA;ITALIA DEI VALORI;3;;
DOVADOLA;IO CAMBIO - MAIE;1;;
DOVADOLA;SVP;1;;
DOVADOLA;SCELTA EUROPEA;0;;
FORLI';PARTITO DEMOCRATICO;34152;;
FORLI';MOVIMENTO 5 STELLE BEPPEGRILLO.IT;10103;;
FORLI';FORZA ITALIA;7376;;
FORLI';NUOVO CENTRO DESTRA - UDC;2963;;
FORLI';LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2380;;
FORLI';L'ALTRA EUROPA CON TSIPRAS;2237;;
FORLI';FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1857;;
FORLI';VERDI EUROPEI-GREEN ITALIA;642;;
FORLI';SCELTA EUROPEA;359;;
FORLI';ITALIA DEI VALORI;167;;
FORLI';IO CAMBIO - MAIE;76;;
FORLI';SVP;47;;
FORLIMPOPOLI;PARTITO DEMOCRATICO;3963;;
FORLIMPOPOLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1472;;
FORLIMPOPOLI;FORZA ITALIA;678;;
FORLIMPOPOLI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;251;;
FORLIMPOPOLI;L'ALTRA EUROPA CON TSIPRAS;237;;
