

Ente;Liste/Gruppi;Voti;
ACQUARICA DEL CAPO;FORZA ITALIA;937;;
ACQUARICA DEL CAPO;PARTITO DEMOCRATICO;775;;
ACQUARICA DEL CAPO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;726;;
ACQUARICA DEL CAPO;NUOVO CENTRO DESTRA - UDC;166;;
ACQUARICA DEL CAPO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;89;;
ACQUARICA DEL CAPO;L'ALTRA EUROPA CON TSIPRAS;64;;
ACQUARICA DEL CAPO;SCELTA EUROPEA;33;;
ACQUARICA DEL CAPO;ITALIA DEI VALORI;23;;
ACQUARICA DEL CAPO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;17;;
ACQUARICA DEL CAPO;VERDI EUROPEI-GREEN ITALIA;12;;
ACQUARICA DEL CAPO;IO CAMBIO - MAIE;10;;
ALESSANO;PARTITO DEMOCRATICO;1159;;
ALESSANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;495;;
ALESSANO;FORZA ITALIA;453;;
ALESSANO;NUOVO CENTRO DESTRA - UDC;126;;
ALESSANO;L'ALTRA EUROPA CON TSIPRAS;96;;
ALESSANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;48;;
ALESSANO;ITALIA DEI VALORI;12;;
ALESSANO;VERDI EUROPEI-GREEN ITALIA;12;;
ALESSANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;11;;
ALESSANO;IO CAMBIO - MAIE;7;;
ALESSANO;SCELTA EUROPEA;3;;
ALEZIO;PARTITO DEMOCRATICO;755;;
ALEZIO;FORZA ITALIA;493;;
ALEZIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;407;;
ALEZIO;NUOVO CENTRO DESTRA - UDC;89;;
ALEZIO;L'ALTRA EUROPA CON TSIPRAS;84;;
ALEZIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;60;;
ALEZIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;15;;
ALEZIO;ITALIA DEI VALORI;13;;
ALEZIO;VERDI EUROPEI-GREEN ITALIA;5;;
ALEZIO;SCELTA EUROPEA;4;;
ALEZIO;IO CAMBIO - MAIE;3;;
ALLISTE;PARTITO DEMOCRATICO;583;;
ALLISTE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;476;;
ALLISTE;FORZA ITALIA;448;;
ALLISTE;L'ALTRA EUROPA CON TSIPRAS;142;;
ALLISTE;NUOVO CENTRO DESTRA - UDC;115;;
ALLISTE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
ALLISTE;ITALIA DEI VALORI;11;;
ALLISTE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;9;;
ALLISTE;SCELTA EUROPEA;8;;
ALLISTE;VERDI EUROPEI-GREEN ITALIA;6;;
ALLISTE;IO CAMBIO - MAIE;3;;
ANDRANO;PARTITO DEMOCRATICO;1270;;
ANDRANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;626;;
ANDRANO;FORZA ITALIA;603;;
ANDRANO;NUOVO CENTRO DESTRA - UDC;153;;
ANDRANO;L'ALTRA EUROPA CON TSIPRAS;149;;
ANDRANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;73;;
ANDRANO;IO CAMBIO - MAIE;39;;
ANDRANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;30;;
ANDRANO;ITALIA DEI VALORI;28;;
ANDRANO;SCELTA EUROPEA;24;;
ANDRANO;VERDI EUROPEI-GREEN ITALIA;21;;
ARADEO;PARTITO DEMOCRATICO;1272;;
ARADEO;FORZA ITALIA;800;;
ARADEO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;643;;
ARADEO;NUOVO CENTRO DESTRA - UDC;250;;
ARADEO;L'ALTRA EUROPA CON TSIPRAS;184;;
ARADEO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;144;;
ARADEO;SCELTA EUROPEA;14;;
ARADEO;ITALIA DEI VALORI;14;;
ARADEO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;13;;
ARADEO;VERDI EUROPEI-GREEN ITALIA;12;;
ARADEO;IO CAMBIO - MAIE;5;;
