

Ente;Liste/Gruppi;Voti;
ACQUAFONDATA;PARTITO DEMOCRATICO;72;;
ACQUAFONDATA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;27;;
ACQUAFONDATA;FORZA ITALIA;18;;
ACQUAFONDATA;NUOVO CENTRO DESTRA - UDC;7;;
ACQUAFONDATA;L'ALTRA EUROPA CON TSIPRAS;6;;
ACQUAFONDATA;ITALIA DEI VALORI;2;;
ACQUAFONDATA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;2;;
ACQUAFONDATA;SCELTA EUROPEA;2;;
ACQUAFONDATA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ACQUAFONDATA;VERDI EUROPEI-GREEN ITALIA;0;;
ACQUAFONDATA;IO CAMBIO - MAIE;0;;
ACUTO;PARTITO DEMOCRATICO;443;;
ACUTO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;337;;
ACUTO;FORZA ITALIA;203;;
ACUTO;L'ALTRA EUROPA CON TSIPRAS;126;;
ACUTO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;55;;
ACUTO;NUOVO CENTRO DESTRA - UDC;38;;
ACUTO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;24;;
ACUTO;VERDI EUROPEI-GREEN ITALIA;9;;
ACUTO;SCELTA EUROPEA;7;;
ACUTO;IO CAMBIO - MAIE;4;;
ACUTO;ITALIA DEI VALORI;2;;
ALATRI;PARTITO DEMOCRATICO;4177;;
ALATRI;FORZA ITALIA;3103;;
ALATRI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2575;;
ALATRI;NUOVO CENTRO DESTRA - UDC;497;;
ALATRI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;395;;
ALATRI;L'ALTRA EUROPA CON TSIPRAS;220;;
ALATRI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;201;;
ALATRI;VERDI EUROPEI-GREEN ITALIA;49;;
ALATRI;ITALIA DEI VALORI;37;;
ALATRI;SCELTA EUROPEA;28;;
ALATRI;IO CAMBIO - MAIE;19;;
ALVITO;PARTITO DEMOCRATICO;332;;
ALVITO;FORZA ITALIA;285;;
ALVITO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;259;;
ALVITO;NUOVO CENTRO DESTRA - UDC;110;;
ALVITO;L'ALTRA EUROPA CON TSIPRAS;77;;
ALVITO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;37;;
ALVITO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;11;;
ALVITO;SCELTA EUROPEA;6;;
ALVITO;VERDI EUROPEI-GREEN ITALIA;4;;
ALVITO;ITALIA DEI VALORI;3;;
ALVITO;IO CAMBIO - MAIE;3;;
AMASENO;PARTITO DEMOCRATICO;597;;
AMASENO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;369;;
AMASENO;FORZA ITALIA;336;;
AMASENO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;139;;
AMASENO;NUOVO CENTRO DESTRA - UDC;64;;
AMASENO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;24;;
AMASENO;L'ALTRA EUROPA CON TSIPRAS;19;;
AMASENO;ITALIA DEI VALORI;9;;
AMASENO;VERDI EUROPEI-GREEN ITALIA;6;;
AMASENO;IO CAMBIO - MAIE;4;;
AMASENO;SCELTA EUROPEA;3;;
ANAGNI;PARTITO DEMOCRATICO;4710;;
ANAGNI;FORZA ITALIA;2877;;
ANAGNI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2722;;
ANAGNI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;635;;
ANAGNI;NUOVO CENTRO DESTRA - UDC;602;;
ANAGNI;L'ALTRA EUROPA CON TSIPRAS;518;;
ANAGNI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;315;;
ANAGNI;ITALIA DEI VALORI;220;;
ANAGNI;VERDI EUROPEI-GREEN ITALIA;109;;
ANAGNI;SCELTA EUROPEA;90;;
ANAGNI;IO CAMBIO - MAIE;28;;
AQUINO;PARTITO DEMOCRATICO;941;;
AQUINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;611;;
AQUINO;FORZA ITALIA;334;;
AQUINO;NUOVO CENTRO DESTRA - UDC;107;;
AQUINO;L'ALTRA EUROPA CON TSIPRAS;76;;
AQUINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;51;;
AQUINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;25;;
AQUINO;SCELTA EUROPEA;8;;
AQUINO;VERDI EUROPEI-GREEN ITALIA;7;;
AQUINO;ITALIA DEI VALORI;6;;
AQUINO;IO CAMBIO - MAIE;4;;
ARCE;PARTITO DEMOCRATICO;1199;;
ARCE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;890;;
ARCE;FORZA ITALIA;868;;
ARCE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;249;;
ARCE;NUOVO CENTRO DESTRA - UDC;199;;
ARCE;L'ALTRA EUROPA CON TSIPRAS;159;;
ARCE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;63;;
ARCE;VERDI EUROPEI-GREEN ITALIA;21;;
ARCE;SCELTA EUROPEA;16;;
ARCE;ITALIA DEI VALORI;15;;
ARCE;IO CAMBIO - MAIE;10;;
ARNARA;PARTITO DEMOCRATICO;529;;
ARNARA;FORZA ITALIA;345;;
ARNARA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;328;;
ARNARA;NUOVO CENTRO DESTRA - UDC;125;;
ARNARA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;65;;
ARNARA;L'ALTRA EUROPA CON TSIPRAS;31;;
ARNARA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;25;;
ARNARA;ITALIA DEI VALORI;13;;
ARNARA;VERDI EUROPEI-GREEN ITALIA;9;;
ARNARA;SCELTA EUROPEA;4;;
ARNARA;IO CAMBIO - MAIE;3;;
ARPINO;PARTITO DEMOCRATICO;1197;;
ARPINO;FORZA ITALIA;926;;
ARPINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;613;;
ARPINO;NUOVO CENTRO DESTRA - UDC;214;;
