

Ente;Liste/Gruppi;Voti;
ACQUANEGRA CREMONESE;PARTITO DEMOCRATICO;276;;
ACQUANEGRA CREMONESE;FORZA ITALIA;112;;
ACQUANEGRA CREMONESE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;105;;
ACQUANEGRA CREMONESE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;86;;
ACQUANEGRA CREMONESE;NUOVO CENTRO DESTRA - UDC;31;;
ACQUANEGRA CREMONESE;L'ALTRA EUROPA CON TSIPRAS;15;;
ACQUANEGRA CREMONESE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;12;;
ACQUANEGRA CREMONESE;ITALIA DEI VALORI;9;;
ACQUANEGRA CREMONESE;VERDI EUROPEI-GREEN ITALIA;6;;
ACQUANEGRA CREMONESE;SCELTA EUROPEA;3;;
ACQUANEGRA CREMONESE;IO CAMBIO - MAIE;1;;
AGNADELLO;PARTITO DEMOCRATICO;611;;
AGNADELLO;FORZA ITALIA;474;;
AGNADELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;399;;
AGNADELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;366;;
AGNADELLO;NUOVO CENTRO DESTRA - UDC;63;;
AGNADELLO;L'ALTRA EUROPA CON TSIPRAS;41;;
AGNADELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
AGNADELLO;VERDI EUROPEI-GREEN ITALIA;18;;
AGNADELLO;ITALIA DEI VALORI;13;;
AGNADELLO;SCELTA EUROPEA;9;;
AGNADELLO;IO CAMBIO - MAIE;5;;
ANNICCO;PARTITO DEMOCRATICO;407;;
ANNICCO;FORZA ITALIA;228;;
ANNICCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;211;;
ANNICCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;171;;
ANNICCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;32;;
ANNICCO;NUOVO CENTRO DESTRA - UDC;31;;
ANNICCO;L'ALTRA EUROPA CON TSIPRAS;15;;
ANNICCO;ITALIA DEI VALORI;12;;
ANNICCO;VERDI EUROPEI-GREEN ITALIA;11;;
ANNICCO;SCELTA EUROPEA;8;;
ANNICCO;IO CAMBIO - MAIE;3;;
AZZANELLO;PARTITO DEMOCRATICO;128;;
AZZANELLO;FORZA ITALIA;68;;
AZZANELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;50;;
AZZANELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;41;;
AZZANELLO;NUOVO CENTRO DESTRA - UDC;11;;
AZZANELLO;L'ALTRA EUROPA CON TSIPRAS;7;;
AZZANELLO;ITALIA DEI VALORI;2;;
AZZANELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1;;
AZZANELLO;SCELTA EUROPEA;1;;
AZZANELLO;VERDI EUROPEI-GREEN ITALIA;0;;
AZZANELLO;IO CAMBIO - MAIE;0;;
BAGNOLO CREMASCO;PARTITO DEMOCRATICO;940;;
BAGNOLO CREMASCO;FORZA ITALIA;561;;
BAGNOLO CREMASCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;532;;
BAGNOLO CREMASCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;501;;
BAGNOLO CREMASCO;NUOVO CENTRO DESTRA - UDC;130;;
BAGNOLO CREMASCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;59;;
