

Ente;Liste/Gruppi;Voti;
ANZOLA DELL'EMILIA;PARTITO DEMOCRATICO;4269;;
ANZOLA DELL'EMILIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1178;;
ANZOLA DELL'EMILIA;FORZA ITALIA;527;;
ANZOLA DELL'EMILIA;L'ALTRA EUROPA CON TSIPRAS;248;;
ANZOLA DELL'EMILIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;224;;
ANZOLA DELL'EMILIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;117;;
ANZOLA DELL'EMILIA;NUOVO CENTRO DESTRA - UDC;115;;
ANZOLA DELL'EMILIA;VERDI EUROPEI-GREEN ITALIA;73;;
ANZOLA DELL'EMILIA;ITALIA DEI VALORI;22;;
ANZOLA DELL'EMILIA;SCELTA EUROPEA;20;;
ANZOLA DELL'EMILIA;IO CAMBIO - MAIE;14;;
ANZOLA DELL'EMILIA;SVP;6;;
ARGELATO;PARTITO DEMOCRATICO;3384;;
ARGELATO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1183;;
ARGELATO;FORZA ITALIA;480;;
ARGELATO;L'ALTRA EUROPA CON TSIPRAS;256;;
ARGELATO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;187;;
ARGELATO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;127;;
ARGELATO;NUOVO CENTRO DESTRA - UDC;102;;
ARGELATO;VERDI EUROPEI-GREEN ITALIA;63;;
ARGELATO;ITALIA DEI VALORI;25;;
ARGELATO;SCELTA EUROPEA;20;;
ARGELATO;IO CAMBIO - MAIE;9;;
ARGELATO;SVP;7;;
BARICELLA;PARTITO DEMOCRATICO;2038;;
BARICELLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;726;;
BARICELLA;FORZA ITALIA;484;;
BARICELLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;159;;
BARICELLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;94;;
BARICELLA;L'ALTRA EUROPA CON TSIPRAS;70;;
BARICELLA;NUOVO CENTRO DESTRA - UDC;66;;
BARICELLA;VERDI EUROPEI-GREEN ITALIA;36;;
BARICELLA;SCELTA EUROPEA;16;;
BARICELLA;ITALIA DEI VALORI;15;;
BARICELLA;IO CAMBIO - MAIE;6;;
BARICELLA;SVP;2;;
BENTIVOGLIO;PARTITO DEMOCRATICO;1763;;
BENTIVOGLIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;588;;
BENTIVOGLIO;FORZA ITALIA;304;;
BENTIVOGLIO;L'ALTRA EUROPA CON TSIPRAS;139;;
BENTIVOGLIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;120;;
BENTIVOGLIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;77;;
BENTIVOGLIO;NUOVO CENTRO DESTRA - UDC;56;;
BENTIVOGLIO;VERDI EUROPEI-GREEN ITALIA;22;;
BENTIVOGLIO;ITALIA DEI VALORI;13;;
BENTIVOGLIO;SCELTA EUROPEA;9;;
BENTIVOGLIO;SVP;6;;
BENTIVOGLIO;IO CAMBIO - MAIE;4;;
BOLOGNA;PARTITO DEMOCRATICO;102459;;
BOLOGNA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;28841;;
BOLOGNA;FORZA ITALIA;19610;;
BOLOGNA;L'ALTRA EUROPA CON TSIPRAS;16709;;
BOLOGNA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6128;;
BOLOGNA;NUOVO CENTRO DESTRA - UDC;5606;;
BOLOGNA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4718;;
BOLOGNA;VERDI EUROPEI-GREEN ITALIA;2044;;
BOLOGNA;SCELTA EUROPEA;986;;
BOLOGNA;ITALIA DEI VALORI;517;;
BOLOGNA;SVP;146;;
BOLOGNA;IO CAMBIO - MAIE;133;;
BORGO TOSSIGNANO;PARTITO DEMOCRATICO;850;;
BORGO TOSSIGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;542;;
BORGO TOSSIGNANO;FORZA ITALIA;150;;
BORGO TOSSIGNANO;L'ALTRA EUROPA CON TSIPRAS;61;;
BORGO TOSSIGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;60;;
BORGO TOSSIGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;54;;
BORGO TOSSIGNANO;NUOVO CENTRO DESTRA - UDC;39;;
BORGO TOSSIGNANO;VERDI EUROPEI-GREEN ITALIA;15;;
BORGO TOSSIGNANO;SCELTA EUROPEA;4;;
BORGO TOSSIGNANO;ITALIA DEI VALORI;4;;
BORGO TOSSIGNANO;IO CAMBIO - MAIE;1;;
BORGO TOSSIGNANO;SVP;1;;
BUDRIO;PARTITO DEMOCRATICO;5221;;
BUDRIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1949;;
BUDRIO;FORZA ITALIA;1034;;
BUDRIO;L'ALTRA EUROPA CON TSIPRAS;437;;
BUDRIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;362;;
BUDRIO;NUOVO CENTRO DESTRA - UDC;225;;
BUDRIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;189;;
BUDRIO;VERDI EUROPEI-GREEN ITALIA;100;;
BUDRIO;ITALIA DEI VALORI;40;;
BUDRIO;SCELTA EUROPEA;25;;
BUDRIO;IO CAMBIO - MAIE;12;;
BUDRIO;SVP;5;;
CALDERARA DI RENO;PARTITO DEMOCRATICO;4187;;
CALDERARA DI RENO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1554;;
CALDERARA DI RENO;FORZA ITALIA;636;;
CALDERARA DI RENO;L'ALTRA EUROPA CON TSIPRAS;388;;
CALDERARA DI RENO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;299;;
CALDERARA DI RENO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;211;;
CALDERARA DI RENO;NUOVO CENTRO DESTRA - UDC;147;;
CALDERARA DI RENO;VERDI EUROPEI-GREEN ITALIA;86;;
CALDERARA DI RENO;ITALIA DEI VALORI;36;;
CALDERARA DI RENO;SCELTA EUROPEA;31;;
CALDERARA DI RENO;IO CAMBIO - MAIE;6;;
CALDERARA DI RENO;SVP;6;;
CAMUGNANO;PARTITO DEMOCRATICO;547;;
CAMUGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;168;;
CAMUGNANO;FORZA ITALIA;145;;
CAMUGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;88;;
CAMUGNANO;L'ALTRA EUROPA CON TSIPRAS;33;;
CAMUGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;29;;
CAMUGNANO;NUOVO CENTRO DESTRA - UDC;17;;
CAMUGNANO;SCELTA EUROPEA;3;;
CAMUGNANO;VERDI EUROPEI-GREEN ITALIA;3;;
CAMUGNANO;ITALIA DEI VALORI;2;;
CAMUGNANO;SVP;2;;
CAMUGNANO;IO CAMBIO - MAIE;1;;
CASALECCHIO DI RENO;PARTITO DEMOCRATICO;11466;;
CASALECCHIO DI RENO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3441;;
CASALECCHIO DI RENO;FORZA ITALIA;1888;;
CASALECCHIO DI RENO;L'ALTRA EUROPA CON TSIPRAS;1225;;
CASALECCHIO DI RENO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;842;;
CASALECCHIO DI RENO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;431;;
CASALECCHIO DI RENO;NUOVO CENTRO DESTRA - UDC;404;;
CASALECCHIO DI RENO;VERDI EUROPEI-GREEN ITALIA;243;;
CASALECCHIO DI RENO;SCELTA EUROPEA;89;;
CASALECCHIO DI RENO;ITALIA DEI VALORI;72;;
CASALECCHIO DI RENO;SVP;22;;
CASALECCHIO DI RENO;IO CAMBIO - MAIE;21;;
CASALFIUMANESE;PARTITO DEMOCRATICO;1124;;
CASALFIUMANESE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;416;;
CASALFIUMANESE;FORZA ITALIA;161;;
CASALFIUMANESE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;54;;
CASALFIUMANESE;L'ALTRA EUROPA CON TSIPRAS;50;;
CASALFIUMANESE;NUOVO CENTRO DESTRA - UDC;44;;
CASALFIUMANESE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;31;;
CASALFIUMANESE;VERDI EUROPEI-GREEN ITALIA;9;;
CASALFIUMANESE;ITALIA DEI VALORI;5;;
CASALFIUMANESE;SCELTA EUROPEA;3;;
CASALFIUMANESE;IO CAMBIO - MAIE;2;;
CASALFIUMANESE;SVP;2;;
CASTEL D'AIANO;PARTITO DEMOCRATICO;596;;
CASTEL D'AIANO;FORZA ITALIA;204;;
CASTEL D'AIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;178;;
CASTEL D'AIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;71;;
CASTEL D'AIANO;NUOVO CENTRO DESTRA - UDC;64;;
CASTEL D'AIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;45;;
CASTEL D'AIANO;L'ALTRA EUROPA CON TSIPRAS;31;;
CASTEL D'AIANO;VERDI EUROPEI-GREEN ITALIA;9;;
CASTEL D'AIANO;SCELTA EUROPEA;4;;
CASTEL D'AIANO;ITALIA DEI VALORI;3;;
CASTEL D'AIANO;IO CAMBIO - MAIE;0;;
CASTEL D'AIANO;SVP;0;;
CASTEL DEL RIO;PARTITO DEMOCRATICO;352;;
CASTEL DEL RIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;77;;
CASTEL DEL RIO;FORZA ITALIA;53;;
CASTEL DEL RIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;29;;
