

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
ADRIA ;17125;10150;91;448;
ARIANO NEL POLESINE ;3823;2817;100;198;
ARQUA' POLESINE ;2388;1733;51;94;
BADIA POLESINE ;8623;4726;45;194;
BAGNOLO DI PO ;1128;808;31;49;
BERGANTINO ;2229;1592;53;115;
BOSARO ;1118;849;29;72;
CALTO ;721;483;31;55;
CANARO ;2487;1495;13;65;
CANDA ;762;586;30;63;
CASTELGUGLIELMO ;1388;1088;29;71;
CASTELMASSA ;3401;2506;59;109;
CASTELNOVO BARIANO ;2507;1731;63;119;
CENESELLI ;1535;1042;52;108;
CEREGNANO ;3109;1787;21;77;
CORBOLA ;2080;1651;49;108;
COSTA DI ROVIGO ;2284;1742;51;102;
CRESPINO ;1648;1215;59;105;
FICAROLO ;2217;1175;12;40;
FIESSO UMBERTIANO ;3563;2721;90;172;
FRASSINELLE POLESINE ;1341;990;40;61;
FRATTA POLESINE ;2317;1329;19;60;
GAIBA ;907;743;38;64;
GAVELLO ;1285;973;23;54;
GIACCIANO CON BARUCHELLA ;1843;955;16;47;
GUARDA VENETA ;997;773;37;61;
LENDINARA ;9684;6783;210;462;
LOREO ;3089;2318;86;177;
LUSIA ;2899;1547;23;67;
MELARA ;1605;1049;35;74;
OCCHIOBELLO ;9281;6616;133;305;
PAPOZZE ;1451;1067;38;59;
PETTORAZZA GRIMANI ;1388;985;39;77;
PINCARA ;1070;818;31;65;
POLESELLA ;3412;2046;67;111;
PONTECCHIO POLESINE ;1764;1331;40;82;
PORTO TOLLE ;8725;4797;32;135;
PORTO VIRO ;12511;9519;243;495;
ROSOLINA ;5350;2992;43;143;
ROVIGO ;41895;24554;201;771;
SALARA ;1044;791;29;52;
SAN BELLINO ;972;764;39;64;
SAN MARTINO DI VENEZZE ;3535;2067;21;75;
STIENTA ;2746;2146;48;99;
TAGLIO DI PO ;7149;4085;37;162;
TRECENTA ;2441;1351;19;60;
VILLADOSE ;4482;2431;16;84;
VILLAMARZANA ;1040;611;6;17;
VILLANOVA DEL GHEBBO ;1661;1308;43;76;
VILLANOVA MARCHESANA ;806;562;36;51;
