

Ente;Liste/Gruppi;Voti;
ALA;PARTITO DEMOCRATICO;1576;;
ALA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;623;;
ALA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;479;;
ALA;FORZA ITALIA;338;;
ALA;SVP;326;;
ALA;L'ALTRA EUROPA CON TSIPRAS;107;;
ALA;NUOVO CENTRO DESTRA - UDC;101;;
ALA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;68;;
ALA;VERDI EUROPEI-GREEN ITALIA;59;;
ALA;ITALIA DEI VALORI;12;;
ALA;SCELTA EUROPEA;10;;
ALA;IO CAMBIO - MAIE;6;;
ALBIANO;PARTITO DEMOCRATICO;178;;
ALBIANO;FORZA ITALIA;106;;
ALBIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;75;;
ALBIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;70;;
ALBIANO;SVP;58;;
ALBIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
ALBIANO;L'ALTRA EUROPA CON TSIPRAS;10;;
ALBIANO;NUOVO CENTRO DESTRA - UDC;8;;
ALBIANO;ITALIA DEI VALORI;3;;
ALBIANO;SCELTA EUROPEA;2;;
ALBIANO;VERDI EUROPEI-GREEN ITALIA;2;;
ALBIANO;IO CAMBIO - MAIE;1;;
ALDENO;PARTITO DEMOCRATICO;616;;
ALDENO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;238;;
ALDENO;SVP;153;;
ALDENO;FORZA ITALIA;146;;
ALDENO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;137;;
ALDENO;L'ALTRA EUROPA CON TSIPRAS;44;;
ALDENO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;34;;
ALDENO;VERDI EUROPEI-GREEN ITALIA;20;;
ALDENO;NUOVO CENTRO DESTRA - UDC;16;;
ALDENO;SCELTA EUROPEA;7;;
ALDENO;ITALIA DEI VALORI;4;;
ALDENO;IO CAMBIO - MAIE;0;;
AMBLAR;PARTITO DEMOCRATICO;49;;
AMBLAR;SVP;16;;
AMBLAR;FORZA ITALIA;5;;
AMBLAR;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
AMBLAR;NUOVO CENTRO DESTRA - UDC;4;;
AMBLAR;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;4;;
AMBLAR;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
AMBLAR;VERDI EUROPEI-GREEN ITALIA;2;;
AMBLAR;SCELTA EUROPEA;0;;
AMBLAR;ITALIA DEI VALORI;0;;
AMBLAR;IO CAMBIO - MAIE;0;;
AMBLAR;L'ALTRA EUROPA CON TSIPRAS;0;;
ANDALO;PARTITO DEMOCRATICO;135;;
ANDALO;FORZA ITALIA;58;;
ANDALO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;45;;
ANDALO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;39;;
ANDALO;SVP;37;;
ANDALO;NUOVO CENTRO DESTRA - UDC;15;;
ANDALO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
ANDALO;VERDI EUROPEI-GREEN ITALIA;6;;
ANDALO;L'ALTRA EUROPA CON TSIPRAS;6;;
ANDALO;IO CAMBIO - MAIE;4;;
ANDALO;SCELTA EUROPEA;2;;
ANDALO;ITALIA DEI VALORI;0;;
ARCO;PARTITO DEMOCRATICO;3148;;
ARCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1485;;
ARCO;FORZA ITALIA;639;;
ARCO;SVP;599;;
