

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
AILANO ;1294;1002;99;173;
ALIFE ;8094;3035;46;256;
ALVIGNANO ;4488;1697;24;128;
ARIENZO ;4496;3853;367;552;
AVERSA ;41163;18804;161;853;
BAIA E LATINA ;2192;1029;27;70;
BELLONA ;4865;2160;25;122;
CAIANELLO ;1610;1326;119;162;
CAIAZZO ;5084;2206;39;152;
CALVI RISORTA ;4772;4050;360;560;
CAMIGLIANO ;1641;687;15;35;
CANCELLO ED ARNONE ;4207;1983;24;100;
CAPODRISE ;7476;3243;39;162;
CAPRIATI A VOLTURNO ;1480;1174;131;173;
CAPUA ;15142;8032;86;477;
CARINARO ;5285;4459;457;643;
CARINOLA ;6779;3680;52;251;
CASAGIOVE ;11338;5663;50;300;
CASAL DI PRINCIPE ;15723;12107;768;1267;
CASALUCE ;7550;6721;653;893;
CASAPESENNA ;5091;4272;376;494;
CASAPULLA ;6790;5532;322;570;
CASERTA ;62435;32247;203;1216;
CASTEL CAMPAGNANO ;1498;682;10;33;
CASTEL DI SASSO ;1106;805;92;128;
CASTELLO DEL MATESE ;1420;703;13;40;
CASTEL MORRONE ;3322;1504;25;78;
CASTEL VOLTURNO ;16694;10179;390;928;
CELLOLE ;6375;3100;26;140;
CERVINO ;4453;3483;393;559;
CESA ;6595;2880;21;118;
CIORLANO ;403;288;34;48;
CONCA DELLA CAMPANIA ;1295;921;104;144;
CURTI ;5730;4662;323;521;
DRAGONI ;2064;989;16;70;
FALCIANO DEL MASSICO ;3203;2005;34;119;
FONTEGRECA ;789;600;59;88;
FORMICOLA ;1504;1168;177;232;
FRANCOLISE ;3887;3517;374;552;
FRIGNANO ;7034;2917;28;104;
GALLO MATESE ;1272;243;11;16;
GALLUCCIO ;2256;932;19;69;
GIANO VETUSTO ;592;295;12;25;
GIOIA SANNITICA ;3535;2533;322;466;
GRAZZANISE ;5485;2743;38;129;
GRICIGNANO DI AVERSA ;8199;3705;31;137;
LETINO ;850;302;8;16;
LIBERI ;1270;464;17;30;
LUSCIANO ;11663;5325;56;274;
MACERATA CAMPANIA ;8387;4215;57;242;
MADDALONI ;32057;12026;112;499;
MARCIANISE ;30850;13460;182;688;
MARZANO APPIO ;2243;1655;205;268;
MIGNANO MONTE LUNGO ;3102;1520;28;90;
MONDRAGONE ;21437;8167;73;361;
ORTA DI ATELLA ;19173;8629;55;375;
PARETE ;8298;3863;26;117;
PASTORANO ;2337;1096;19;64;
PIANA DI MONTE VERNA ;2219;1747;168;267;
PIEDIMONTE MATESE ;10237;4685;62;362;
PIETRAMELARA ;4307;1979;84;117;
PIETRAVAIRANO ;2584;2118;209;318;
PIGNATARO MAGGIORE ;5119;2792;44;184;
PONTELATONE ;1572;628;8;36;
PORTICO DI CASERTA ;5956;5085;375;542;
PRATA SANNITA ;1566;1151;167;230;
PRATELLA ;1421;1162;161;269;
PRESENZANO ;1619;858;17;39;
RAVISCANINA ;1286;540;10;20;
RECALE ;6065;2933;30;136;
RIARDO ;2185;1018;10;45;
ROCCA D'EVANDRO ;3255;2422;219;315;
ROCCAMONFINA ;3571;1863;43;164;
ROCCAROMANA ;933;667;75;116;
ROCCHETTA E CROCE ;464;341;63;79;
RUVIANO ;1607;742;10;40;
SAN CIPRIANO D'AVERSA ;10182;3548;98;112;
SAN FELICE A CANCELLO ;14549;6235;59;275;
SAN GREGORIO MATESE ;906;440;16;38;
SAN MARCELLINO ;10003;3707;31;149;
SAN MARCO EVANGELISTA ;4950;2441;26;106;
SAN NICOLA LA STRADA ;17100;8614;65;358;
SAN PIETRO INFINE ;1071;448;10;25;
SAN POTITO SANNITICO ;1851;758;14;52;
SAN PRISCO ;9433;4631;40;202;
SANTA MARIA A VICO ;11783;5555;45;283;
SANTA MARIA CAPUA VETERE ;26484;13089;101;693;
SANTA MARIA LA FOSSA ;2212;1893;230;313;
SAN TAMMARO ;4258;2139;19;108;
SANT'ANGELO D'ALIFE ;2073;680;21;53;
SANT'ARPINO ;10893;4704;31;171;
SESSA AURUNCA ;19174;9807;102;497;
SPARANISE ;6041;5129;486;794;
SUCCIVO ;6441;2892;24;97;
TEANO ;11444;5821;117;357;
TEVEROLA ;10426;4471;36;186;
TORA E PICCILLI ;929;710;78;101;
TRENTOLA DUCENTA ;14142;5819;62;255;
VAIRANO PATENORA ;5673;2752;69;182;
VALLE AGRICOLA ;1316;698;76;99;
VALLE DI MADDALONI ;2372;1243;12;42;
VILLA DI BRIANO ;5127;2334;12;80;
VILLA LITERNO ;8591;3719;10;112;
VITULAZIO ;5809;4770;392;566;
