

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
AGRATE BRIANZA ;11624;8514;135;351;
AICURZIO ;1603;1253;18;61;
ALBIATE ;4767;3479;62;182;
ARCORE ;13952;8938;42;259;
BARLASSINA ;5354;3758;61;178;
BELLUSCO ;5689;4127;50;162;
BERNAREGGIO ;8289;5722;58;220;
BESANA IN BRIANZA ;12332;8941;115;358;
BIASSONO ;9541;6327;43;189;
BOVISIO-MASCIAGO ;13093;8893;84;362;
BRIOSCO ;4953;3683;76;184;
BRUGHERIO ;26298;16916;82;428;
BURAGO DI MOLGORA ;3428;2576;44;107;
BUSNAGO ;5106;3463;41;149;
CAMPARADA ;1606;1237;17;63;
CAPONAGO ;4026;2860;45;132;
CARATE BRIANZA ;13934;8692;41;261;
CARNATE ;5610;3743;29;91;
CAVENAGO DI BRIANZA ;5397;3823;64;162;
CERIANO LAGHETTO ;5207;3962;59;193;
CESANO MADERNO ;29042;17381;92;605;
COGLIATE ;6771;4086;24;146;
CONCOREZZO ;12018;8899;126;358;
CORNATE D'ADDA ;8143;5661;77;262;
CORREZZANA ;2170;1595;34;81;
DESIO ;31784;19705;108;702;
GIUSSANO ;19867;13848;201;663;
LAZZATE ;6286;3816;25;168;
LENTATE SUL SEVESO ;12707;7969;57;313;
LESMO ;6516;4129;9;120;
LIMBIATE ;26691;15435;77;527;
LISSONE ;34200;20724;111;569;
MACHERIO ;5799;3647;27;114;
MEDA ;18480;11717;54;361;
MEZZAGO ;3204;2461;52;118;
MISINTO ;4392;3141;55;168;
MONZA ;92803;58254;262;1302;
MUGGIO' ;18412;13152;166;569;
NOVA MILANESE ;17708;11228;47;299;
ORNAGO ;3822;2565;29;100;
RENATE ;3161;2366;37;117;
RONCELLO ;3223;2278;32;134;
RONCO BRIANTINO ;2699;2056;31;93;
SEREGNO ;35150;21328;131;765;
SEVESO ;18073;10988;57;353;
SOVICO ;6464;4873;70;236;
SULBIATE ;3252;2145;13;79;
TRIUGGIO ;6914;5125;69;235;
USMATE VELATE ;7754;5633;65;226;
VAREDO ;10455;6840;39;210;
VEDANO AL LAMBRO ;5936;3989;16;85;
VEDUGGIO CON COLZANO ;3541;2635;61;139;
VERANO BRIANZA ;7404;4827;31;193;
VILLASANTA ;11036;7855;105;266;
VIMERCATE ;20101;13961;85;340;
