

Ente;Liste/Gruppi;Voti;
ACQUACANINA;PARTITO DEMOCRATICO;37;;
ACQUACANINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;21;;
ACQUACANINA;FORZA ITALIA;6;;
ACQUACANINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
ACQUACANINA;VERDI EUROPEI-GREEN ITALIA;3;;
ACQUACANINA;NUOVO CENTRO DESTRA - UDC;2;;
ACQUACANINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
ACQUACANINA;IO CAMBIO - MAIE;1;;
ACQUACANINA;SCELTA EUROPEA;0;;
ACQUACANINA;ITALIA DEI VALORI;0;;
ACQUACANINA;L'ALTRA EUROPA CON TSIPRAS;0;;
APIRO;PARTITO DEMOCRATICO;739;;
APIRO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;235;;
APIRO;FORZA ITALIA;124;;
APIRO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;80;;
APIRO;NUOVO CENTRO DESTRA - UDC;71;;
APIRO;L'ALTRA EUROPA CON TSIPRAS;41;;
APIRO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;24;;
APIRO;VERDI EUROPEI-GREEN ITALIA;9;;
APIRO;ITALIA DEI VALORI;9;;
APIRO;IO CAMBIO - MAIE;6;;
APIRO;SCELTA EUROPEA;5;;
APPIGNANO;PARTITO DEMOCRATICO;1282;;
APPIGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;487;;
APPIGNANO;FORZA ITALIA;320;;
APPIGNANO;NUOVO CENTRO DESTRA - UDC;104;;
APPIGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;81;;
APPIGNANO;L'ALTRA EUROPA CON TSIPRAS;76;;
APPIGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;66;;
APPIGNANO;ITALIA DEI VALORI;23;;
APPIGNANO;VERDI EUROPEI-GREEN ITALIA;17;;
APPIGNANO;SCELTA EUROPEA;9;;
APPIGNANO;IO CAMBIO - MAIE;6;;
BELFORTE DEL CHIENTI;PARTITO DEMOCRATICO;469;;
BELFORTE DEL CHIENTI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;280;;
BELFORTE DEL CHIENTI;FORZA ITALIA;139;;
BELFORTE DEL CHIENTI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;71;;
BELFORTE DEL CHIENTI;NUOVO CENTRO DESTRA - UDC;65;;
BELFORTE DEL CHIENTI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;38;;
BELFORTE DEL CHIENTI;L'ALTRA EUROPA CON TSIPRAS;38;;
BELFORTE DEL CHIENTI;ITALIA DEI VALORI;9;;
BELFORTE DEL CHIENTI;VERDI EUROPEI-GREEN ITALIA;8;;
BELFORTE DEL CHIENTI;IO CAMBIO - MAIE;5;;
BELFORTE DEL CHIENTI;SCELTA EUROPEA;4;;
BOLOGNOLA;FORZA ITALIA;17;;
BOLOGNOLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;14;;
BOLOGNOLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
BOLOGNOLA;PARTITO DEMOCRATICO;7;;
BOLOGNOLA;NUOVO CENTRO DESTRA - UDC;6;;
