

Ente;Liste/Gruppi;Voti;
ACQUASANTA TERME;PARTITO DEMOCRATICO;593;;
ACQUASANTA TERME;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;345;;
ACQUASANTA TERME;FORZA ITALIA;258;;
ACQUASANTA TERME;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;63;;
ACQUASANTA TERME;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;38;;
ACQUASANTA TERME;L'ALTRA EUROPA CON TSIPRAS;37;;
ACQUASANTA TERME;NUOVO CENTRO DESTRA - UDC;28;;
ACQUASANTA TERME;ITALIA DEI VALORI;12;;
ACQUASANTA TERME;IO CAMBIO - MAIE;3;;
ACQUASANTA TERME;SCELTA EUROPEA;3;;
ACQUASANTA TERME;VERDI EUROPEI-GREEN ITALIA;3;;
ACQUAVIVA PICENA;PARTITO DEMOCRATICO;576;;
ACQUAVIVA PICENA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;538;;
ACQUAVIVA PICENA;FORZA ITALIA;190;;
ACQUAVIVA PICENA;NUOVO CENTRO DESTRA - UDC;79;;
ACQUAVIVA PICENA;L'ALTRA EUROPA CON TSIPRAS;78;;
ACQUAVIVA PICENA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;48;;
ACQUAVIVA PICENA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;40;;
ACQUAVIVA PICENA;SCELTA EUROPEA;7;;
ACQUAVIVA PICENA;VERDI EUROPEI-GREEN ITALIA;7;;
ACQUAVIVA PICENA;ITALIA DEI VALORI;6;;
ACQUAVIVA PICENA;IO CAMBIO - MAIE;3;;
APPIGNANO DEL TRONTO;L'ALTRA EUROPA CON TSIPRAS;618;;
APPIGNANO DEL TRONTO;FORZA ITALIA;127;;
APPIGNANO DEL TRONTO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;121;;
APPIGNANO DEL TRONTO;PARTITO DEMOCRATICO;78;;
APPIGNANO DEL TRONTO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;39;;
APPIGNANO DEL TRONTO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;19;;
APPIGNANO DEL TRONTO;NUOVO CENTRO DESTRA - UDC;16;;
APPIGNANO DEL TRONTO;ITALIA DEI VALORI;3;;
APPIGNANO DEL TRONTO;SCELTA EUROPEA;2;;
APPIGNANO DEL TRONTO;VERDI EUROPEI-GREEN ITALIA;1;;
APPIGNANO DEL TRONTO;IO CAMBIO - MAIE;0;;
ARQUATA DEL TRONTO;PARTITO DEMOCRATICO;223;;
ARQUATA DEL TRONTO;FORZA ITALIA;151;;
ARQUATA DEL TRONTO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;92;;
ARQUATA DEL TRONTO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;28;;
ARQUATA DEL TRONTO;NUOVO CENTRO DESTRA - UDC;20;;
ARQUATA DEL TRONTO;L'ALTRA EUROPA CON TSIPRAS;8;;
