

Ente;Liste/Gruppi;Voti;
AGORDO;PARTITO DEMOCRATICO;825;;
AGORDO;SVP;451;;
AGORDO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;310;;
AGORDO;FORZA ITALIA;275;;
AGORDO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;273;;
AGORDO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;54;;
AGORDO;L'ALTRA EUROPA CON TSIPRAS;52;;
AGORDO;NUOVO CENTRO DESTRA - UDC;45;;
AGORDO;SCELTA EUROPEA;34;;
AGORDO;VERDI EUROPEI-GREEN ITALIA;24;;
AGORDO;ITALIA DEI VALORI;14;;
AGORDO;IO CAMBIO - MAIE;3;;
ALANO DI PIAVE;PARTITO DEMOCRATICO;418;;
ALANO DI PIAVE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;216;;
ALANO DI PIAVE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;188;;
ALANO DI PIAVE;FORZA ITALIA;161;;
ALANO DI PIAVE;SVP;50;;
ALANO DI PIAVE;L'ALTRA EUROPA CON TSIPRAS;29;;
ALANO DI PIAVE;NUOVO CENTRO DESTRA - UDC;28;;
ALANO DI PIAVE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;23;;
ALANO DI PIAVE;SCELTA EUROPEA;22;;
ALANO DI PIAVE;VERDI EUROPEI-GREEN ITALIA;8;;
ALANO DI PIAVE;ITALIA DEI VALORI;7;;
ALANO DI PIAVE;IO CAMBIO - MAIE;1;;
ALLEGHE;PARTITO DEMOCRATICO;243;;
ALLEGHE;FORZA ITALIA;128;;
ALLEGHE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;113;;
ALLEGHE;SVP;111;;
ALLEGHE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;96;;
ALLEGHE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;21;;
ALLEGHE;NUOVO CENTRO DESTRA - UDC;13;;
ALLEGHE;L'ALTRA EUROPA CON TSIPRAS;8;;
ALLEGHE;SCELTA EUROPEA;4;;
ALLEGHE;ITALIA DEI VALORI;4;;
ALLEGHE;IO CAMBIO - MAIE;3;;
ALLEGHE;VERDI EUROPEI-GREEN ITALIA;3;;
ARSIE';PARTITO DEMOCRATICO;531;;
