

Ente;Liste/Gruppi;Voti;
ADRARA SAN MARTINO;PARTITO DEMOCRATICO;315;;
ADRARA SAN MARTINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;304;;
ADRARA SAN MARTINO;FORZA ITALIA;238;;
ADRARA SAN MARTINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;134;;
ADRARA SAN MARTINO;NUOVO CENTRO DESTRA - UDC;49;;
ADRARA SAN MARTINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;28;;
ADRARA SAN MARTINO;L'ALTRA EUROPA CON TSIPRAS;12;;
ADRARA SAN MARTINO;ITALIA DEI VALORI;7;;
ADRARA SAN MARTINO;VERDI EUROPEI-GREEN ITALIA;6;;
ADRARA SAN MARTINO;SCELTA EUROPEA;4;;
ADRARA SAN MARTINO;IO CAMBIO - MAIE;0;;
ADRARA SAN ROCCO;PARTITO DEMOCRATICO;105;;
ADRARA SAN ROCCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;92;;
ADRARA SAN ROCCO;FORZA ITALIA;85;;
ADRARA SAN ROCCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;47;;
ADRARA SAN ROCCO;NUOVO CENTRO DESTRA - UDC;12;;
ADRARA SAN ROCCO;L'ALTRA EUROPA CON TSIPRAS;10;;
ADRARA SAN ROCCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;9;;
ADRARA SAN ROCCO;VERDI EUROPEI-GREEN ITALIA;5;;
ADRARA SAN ROCCO;SCELTA EUROPEA;3;;
ADRARA SAN ROCCO;ITALIA DEI VALORI;0;;
ADRARA SAN ROCCO;IO CAMBIO - MAIE;0;;
ALBANO SANT'ALESSANDRO;PARTITO DEMOCRATICO;1538;;
ALBANO SANT'ALESSANDRO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;671;;
ALBANO SANT'ALESSANDRO;FORZA ITALIA;578;;
ALBANO SANT'ALESSANDRO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;556;;
ALBANO SANT'ALESSANDRO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;98;;
ALBANO SANT'ALESSANDRO;NUOVO CENTRO DESTRA - UDC;82;;
ALBANO SANT'ALESSANDRO;L'ALTRA EUROPA CON TSIPRAS;67;;
ALBANO SANT'ALESSANDRO;ITALIA DEI VALORI;50;;
ALBANO SANT'ALESSANDRO;VERDI EUROPEI-GREEN ITALIA;22;;
ALBANO SANT'ALESSANDRO;SCELTA EUROPEA;7;;
ALBANO SANT'ALESSANDRO;IO CAMBIO - MAIE;6;;
ALBINO;PARTITO DEMOCRATICO;4152;;
ALBINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2244;;
ALBINO;FORZA ITALIA;1430;;
ALBINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1397;;
ALBINO;L'ALTRA EUROPA CON TSIPRAS;392;;
ALBINO;NUOVO CENTRO DESTRA - UDC;284;;
ALBINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;185;;
ALBINO;VERDI EUROPEI-GREEN ITALIA;84;;
ALBINO;ITALIA DEI VALORI;60;;
ALBINO;SCELTA EUROPEA;45;;
ALBINO;IO CAMBIO - MAIE;13;;
