

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
ACQUAVIVA COLLECROCE ;925;486;54;90;
BARANELLO ;2723;927;17;57;
BOJANO ;7879;2741;34;143;
BONEFRO ;1844;505;11;35;
BUSSO ;1322;435;6;24;
CAMPOBASSO ;42911;31835;1705;3398;
CAMPOCHIARO ;662;233;4;17;
CAMPODIPIETRA ;2344;1685;149;229;
CAMPOLIETO ;1047;292;11;23;
CAMPOMARINO ;6112;4633;252;444;
CASACALENDA ;2901;1462;158;299;
CASALCIPRANO ;834;171;11;22;
CASTELBOTTACCIO ;723;134;2;6;
CASTELLINO DEL BIFERNO ;856;213;5;9;
CASTELMAURO ;1741;957;139;178;
CASTROPIGNANO ;1219;650;63;114;
CERCEMAGGIORE ;4030;2718;363;505;
CERCEPICCOLA ;817;234;5;12;
CIVITACAMPOMARANO ;493;120;1;6;
COLLE D'ANCHISE ;848;580;75;108;
COLLETORTO ;1937;930;16;72;
DURONIA ;1003;168;5;12;
FERRAZZANO ;2894;2180;123;211;
FOSSALTO ;1620;1014;115;183;
GAMBATESA ;1744;1071;152;205;
GILDONE ;1492;588;72;113;
GUARDIALFIERA ;1022;378;10;40;
GUARDIAREGIA ;991;336;11;21;
GUGLIONESI ;5035;1979;23;101;
JELSI ;2837;595;11;31;
LARINO ;6308;2296;34;161;
LIMOSANO ;1123;302;11;23;
LUCITO ;827;497;73;100;
LUPARA ;598;187;7;19;
MACCHIA VALFORTORE ;822;241;8;18;
MAFALDA ;1568;863;92;121;
MATRICE ;1316;374;10;33;
MIRABELLO SANNITICO ;2226;1518;132;203;
MOLISE ;168;59;0;1;
MONACILIONI ;815;367;56;73;
MONTAGANO ;1197;812;51;89;
MONTECILFONE ;1610;994;101;160;
MONTEFALCONE NEL SANNIO ;1648;715;16;38;
MONTELONGO ;541;202;12;25;
MONTEMITRO ;454;186;5;7;
MONTENERO DI BISACCIA ;5952;2739;45;170;
MONTORIO NEI FRENTANI ;858;195;2;13;
MORRONE DEL SANNIO ;930;164;5;19;
ORATINO ;1574;700;5;34;
PALATA ;1950;1279;100;172;
PETACCIATO ;3318;1335;17;61;
PETRELLA TIFERNINA ;1405;891;135;173;
PIETRACATELLA ;1572;473;11;31;
PIETRACUPA ;295;97;3;9;
PORTOCANNONE ;2190;994;21;74;
PROVVIDENTI ;217;55;3;7;
RICCIA ;5345;3470;498;728;
RIPABOTTONI ;820;196;4;7;
RIPALIMOSANI ;3292;2022;153;240;
ROCCAVIVARA ;958;341;6;20;
ROTELLO ;1285;847;74;121;
SALCITO ;640;273;11;36;
SAN BIASE ;239;81;3;8;
SAN FELICE DEL MOLISE ;794;294;14;31;
SAN GIACOMO DEGLI SCHIAVONI ;1182;607;8;23;
SAN GIOVANNI IN GALDO ;733;399;60;90;
SAN GIULIANO DEL SANNIO ;1095;337;15;32;
SAN GIULIANO DI PUGLIA ;1015;648;43;94;
SAN MARTINO IN PENSILIS ;4270;3256;257;420;
SAN MASSIMO ;866;362;3;17;
SAN POLO MATESE ;615;221;3;10;
SANTA CROCE DI MAGLIANO ;4065;3010;170;370;
SANT'ANGELO LIMOSANO ;520;273;34;56;
SANT'ELIA A PIANISI ;2327;1275;162;243;
SEPINO ;1862;345;8;27;
SPINETE ;1473;887;197;232;
TAVENNA ;939;575;56;92;
TERMOLI ;27554;20378;917;1875;
TORELLA DEL SANNIO ;1060;286;5;26;
TORO ;1414;456;13;34;
TRIVENTO ;4370;3126;314;495;
TUFARA ;1164;729;109;163;
URURI ;2634;974;14;50;
VINCHIATURO ;3238;1199;17;63;
