

Ente;Liste/Gruppi;Voti;
AGRATE CONTURBIA;PARTITO DEMOCRATICO;312;;
AGRATE CONTURBIA;FORZA ITALIA;174;;
AGRATE CONTURBIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;165;;
AGRATE CONTURBIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;105;;
AGRATE CONTURBIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;32;;
AGRATE CONTURBIA;L'ALTRA EUROPA CON TSIPRAS;31;;
AGRATE CONTURBIA;NUOVO CENTRO DESTRA - UDC;23;;
AGRATE CONTURBIA;VERDI EUROPEI-GREEN ITALIA;16;;
AGRATE CONTURBIA;SCELTA EUROPEA;8;;
AGRATE CONTURBIA;ITALIA DEI VALORI;6;;
AGRATE CONTURBIA;IO CAMBIO - MAIE;2;;
AMENO;PARTITO DEMOCRATICO;197;;
AMENO;FORZA ITALIA;68;;
AMENO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;62;;
AMENO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;43;;
AMENO;L'ALTRA EUROPA CON TSIPRAS;21;;
AMENO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;16;;
AMENO;NUOVO CENTRO DESTRA - UDC;11;;
AMENO;VERDI EUROPEI-GREEN ITALIA;5;;
AMENO;SCELTA EUROPEA;4;;
AMENO;ITALIA DEI VALORI;3;;
AMENO;IO CAMBIO - MAIE;0;;
ARMENO;PARTITO DEMOCRATICO;489;;
ARMENO;FORZA ITALIA;221;;
ARMENO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;207;;
ARMENO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;166;;
ARMENO;NUOVO CENTRO DESTRA - UDC;41;;
ARMENO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
ARMENO;L'ALTRA EUROPA CON TSIPRAS;26;;
ARMENO;VERDI EUROPEI-GREEN ITALIA;11;;
ARMENO;SCELTA EUROPEA;11;;
ARMENO;ITALIA DEI VALORI;5;;
ARMENO;IO CAMBIO - MAIE;0;;
ARONA;PARTITO DEMOCRATICO;3148;;
ARONA;FORZA ITALIA;1290;;
ARONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1061;;
ARONA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;585;;
ARONA;NUOVO CENTRO DESTRA - UDC;260;;
ARONA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;231;;
ARONA;L'ALTRA EUROPA CON TSIPRAS;194;;
ARONA;VERDI EUROPEI-GREEN ITALIA;69;;
ARONA;ITALIA DEI VALORI;43;;
ARONA;SCELTA EUROPEA;43;;
ARONA;IO CAMBIO - MAIE;7;;
BARENGO;PARTITO DEMOCRATICO;204;;
BARENGO;FORZA ITALIA;106;;
BARENGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;82;;
BARENGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;61;;
BARENGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;32;;
BARENGO;NUOVO CENTRO DESTRA - UDC;14;;
BARENGO;L'ALTRA EUROPA CON TSIPRAS;13;;
