

Ente;Liste/Gruppi;Voti;
ACI BONACCORSI;NUOVO CENTRO DESTRA - UDC;382;;
ACI BONACCORSI;PARTITO DEMOCRATICO;329;;
ACI BONACCORSI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;309;;
ACI BONACCORSI;FORZA ITALIA;266;;
ACI BONACCORSI;L'ALTRA EUROPA CON TSIPRAS;34;;
ACI BONACCORSI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
ACI BONACCORSI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;10;;
ACI BONACCORSI;VERDI EUROPEI-GREEN ITALIA;8;;
ACI BONACCORSI;IO CAMBIO - MAIE;3;;
ACI BONACCORSI;SCELTA EUROPEA;3;;
ACI BONACCORSI;ITALIA DEI VALORI;0;;
ACI CASTELLO;PARTITO DEMOCRATICO;3083;;
ACI CASTELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2814;;
ACI CASTELLO;FORZA ITALIA;2609;;
ACI CASTELLO;NUOVO CENTRO DESTRA - UDC;862;;
ACI CASTELLO;L'ALTRA EUROPA CON TSIPRAS;407;;
ACI CASTELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;390;;
ACI CASTELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;134;;
ACI CASTELLO;VERDI EUROPEI-GREEN ITALIA;107;;
ACI CASTELLO;SCELTA EUROPEA;69;;
ACI CASTELLO;ITALIA DEI VALORI;40;;
ACI CASTELLO;IO CAMBIO - MAIE;22;;
ACI CATENA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3120;;
ACI CATENA;PARTITO DEMOCRATICO;2678;;
ACI CATENA;FORZA ITALIA;1937;;
ACI CATENA;NUOVO CENTRO DESTRA - UDC;867;;
ACI CATENA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;266;;
ACI CATENA;L'ALTRA EUROPA CON TSIPRAS;229;;
ACI CATENA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;86;;
ACI CATENA;VERDI EUROPEI-GREEN ITALIA;54;;
ACI CATENA;SCELTA EUROPEA;33;;
ACI CATENA;ITALIA DEI VALORI;25;;
ACI CATENA;IO CAMBIO - MAIE;10;;
ACIREALE;FORZA ITALIA;10526;;
ACIREALE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;7110;;
ACIREALE;PARTITO DEMOCRATICO;7064;;
ACIREALE;NUOVO CENTRO DESTRA - UDC;2216;;
ACIREALE;L'ALTRA EUROPA CON TSIPRAS;1084;;
ACIREALE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1067;;
ACIREALE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;415;;
ACIREALE;VERDI EUROPEI-GREEN ITALIA;250;;
ACIREALE;SCELTA EUROPEA;176;;
ACIREALE;ITALIA DEI VALORI;171;;
ACIREALE;IO CAMBIO - MAIE;83;;
ACI SANT'ANTONIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1731;;
ACI SANT'ANTONIO;FORZA ITALIA;1592;;
ACI SANT'ANTONIO;PARTITO DEMOCRATICO;1555;;
ACI SANT'ANTONIO;NUOVO CENTRO DESTRA - UDC;639;;
ACI SANT'ANTONIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;223;;
ACI SANT'ANTONIO;L'ALTRA EUROPA CON TSIPRAS;135;;
ACI SANT'ANTONIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;49;;
ACI SANT'ANTONIO;VERDI EUROPEI-GREEN ITALIA;39;;
ACI SANT'ANTONIO;SCELTA EUROPEA;16;;
ACI SANT'ANTONIO;ITALIA DEI VALORI;13;;
ACI SANT'ANTONIO;IO CAMBIO - MAIE;5;;
ADRANO;PARTITO DEMOCRATICO;2622;;
ADRANO;FORZA ITALIA;2323;;
ADRANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2161;;
ADRANO;NUOVO CENTRO DESTRA - UDC;957;;
ADRANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;514;;
ADRANO;L'ALTRA EUROPA CON TSIPRAS;131;;
ADRANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;56;;
ADRANO;SCELTA EUROPEA;29;;
ADRANO;IO CAMBIO - MAIE;22;;
ADRANO;ITALIA DEI VALORI;22;;
ADRANO;VERDI EUROPEI-GREEN ITALIA;17;;
BELPASSO;PARTITO DEMOCRATICO;2743;;
BELPASSO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2523;;
BELPASSO;FORZA ITALIA;2396;;
BELPASSO;NUOVO CENTRO DESTRA - UDC;372;;
BELPASSO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;274;;
BELPASSO;L'ALTRA EUROPA CON TSIPRAS;201;;
BELPASSO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;73;;
BELPASSO;SCELTA EUROPEA;39;;
BELPASSO;VERDI EUROPEI-GREEN ITALIA;31;;
BELPASSO;ITALIA DEI VALORI;26;;
BELPASSO;IO CAMBIO - MAIE;9;;
BIANCAVILLA;PARTITO DEMOCRATICO;2118;;
BIANCAVILLA;FORZA ITALIA;1869;;
BIANCAVILLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1333;;
BIANCAVILLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;965;;
BIANCAVILLA;NUOVO CENTRO DESTRA - UDC;601;;
BIANCAVILLA;L'ALTRA EUROPA CON TSIPRAS;103;;
BIANCAVILLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;29;;
BIANCAVILLA;SCELTA EUROPEA;24;;
BIANCAVILLA;VERDI EUROPEI-GREEN ITALIA;8;;
BIANCAVILLA;ITALIA DEI VALORI;8;;
BIANCAVILLA;IO CAMBIO - MAIE;3;;
BRONTE;PARTITO DEMOCRATICO;1825;;
BRONTE;NUOVO CENTRO DESTRA - UDC;1787;;
BRONTE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1481;;
