

Ente;Liste/Gruppi;Voti;
ALTINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;487;;
ALTINO;PARTITO DEMOCRATICO;468;;
ALTINO;FORZA ITALIA;320;;
ALTINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;71;;
ALTINO;L'ALTRA EUROPA CON TSIPRAS;60;;
ALTINO;NUOVO CENTRO DESTRA - UDC;60;;
ALTINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;22;;
ALTINO;ITALIA DEI VALORI;15;;
ALTINO;SCELTA EUROPEA;10;;
ALTINO;VERDI EUROPEI-GREEN ITALIA;6;;
ALTINO;IO CAMBIO - MAIE;4;;
ARCHI;PARTITO DEMOCRATICO;392;;
ARCHI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;386;;
ARCHI;FORZA ITALIA;205;;
ARCHI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;59;;
ARCHI;NUOVO CENTRO DESTRA - UDC;47;;
ARCHI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;22;;
ARCHI;ITALIA DEI VALORI;21;;
ARCHI;L'ALTRA EUROPA CON TSIPRAS;20;;
ARCHI;IO CAMBIO - MAIE;17;;
ARCHI;SCELTA EUROPEA;9;;
ARCHI;VERDI EUROPEI-GREEN ITALIA;4;;
ARI;PARTITO DEMOCRATICO;201;;
ARI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;152;;
ARI;FORZA ITALIA;146;;
ARI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;22;;
ARI;ITALIA DEI VALORI;21;;
ARI;NUOVO CENTRO DESTRA - UDC;18;;
ARI;L'ALTRA EUROPA CON TSIPRAS;14;;
ARI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;9;;
ARI;SCELTA EUROPEA;7;;
ARI;VERDI EUROPEI-GREEN ITALIA;5;;
ARI;IO CAMBIO - MAIE;0;;
ARIELLI;PARTITO DEMOCRATICO;222;;
ARIELLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;185;;
ARIELLI;FORZA ITALIA;94;;
ARIELLI;NUOVO CENTRO DESTRA - UDC;48;;
ARIELLI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;27;;
ARIELLI;L'ALTRA EUROPA CON TSIPRAS;11;;
ARIELLI;ITALIA DEI VALORI;10;;
ARIELLI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;9;;
ARIELLI;SCELTA EUROPEA;5;;
ARIELLI;IO CAMBIO - MAIE;2;;
ARIELLI;VERDI EUROPEI-GREEN ITALIA;1;;
ATESSA;PARTITO DEMOCRATICO;1751;;
ATESSA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1621;;
ATESSA;FORZA ITALIA;955;;
ATESSA;NUOVO CENTRO DESTRA - UDC;373;;
ATESSA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;164;;
ATESSA;L'ALTRA EUROPA CON TSIPRAS;114;;
ATESSA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;86;;
ATESSA;ITALIA DEI VALORI;66;;
ATESSA;SCELTA EUROPEA;35;;
ATESSA;VERDI EUROPEI-GREEN ITALIA;19;;
ATESSA;IO CAMBIO - MAIE;18;;
BOMBA;PARTITO DEMOCRATICO;199;;
BOMBA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;139;;
BOMBA;FORZA ITALIA;74;;
BOMBA;NUOVO CENTRO DESTRA - UDC;45;;
BOMBA;L'ALTRA EUROPA CON TSIPRAS;21;;
BOMBA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
BOMBA;SCELTA EUROPEA;7;;
BOMBA;ITALIA DEI VALORI;7;;
BOMBA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
BOMBA;IO CAMBIO - MAIE;2;;
BOMBA;VERDI EUROPEI-GREEN ITALIA;1;;
BORRELLO;PARTITO DEMOCRATICO;58;;
BORRELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;53;;
BORRELLO;NUOVO CENTRO DESTRA - UDC;42;;
BORRELLO;FORZA ITALIA;38;;
BORRELLO;L'ALTRA EUROPA CON TSIPRAS;9;;
BORRELLO;ITALIA DEI VALORI;9;;
BORRELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;2;;
BORRELLO;IO CAMBIO - MAIE;1;;
BORRELLO;SCELTA EUROPEA;1;;
BORRELLO;VERDI EUROPEI-GREEN ITALIA;1;;
BORRELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
BUCCHIANICO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1098;;
BUCCHIANICO;PARTITO DEMOCRATICO;730;;
BUCCHIANICO;FORZA ITALIA;657;;
BUCCHIANICO;NUOVO CENTRO DESTRA - UDC;129;;
BUCCHIANICO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;107;;
BUCCHIANICO;L'ALTRA EUROPA CON TSIPRAS;45;;
BUCCHIANICO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;42;;
BUCCHIANICO;ITALIA DEI VALORI;40;;
BUCCHIANICO;SCELTA EUROPEA;19;;
BUCCHIANICO;VERDI EUROPEI-GREEN ITALIA;8;;
BUCCHIANICO;IO CAMBIO - MAIE;5;;
CANOSA SANNITA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;263;;
CANOSA SANNITA;PARTITO DEMOCRATICO;210;;
CANOSA SANNITA;FORZA ITALIA;156;;
CANOSA SANNITA;NUOVO CENTRO DESTRA - UDC;39;;
CANOSA SANNITA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;36;;
CANOSA SANNITA;L'ALTRA EUROPA CON TSIPRAS;27;;
CANOSA SANNITA;ITALIA DEI VALORI;24;;
CANOSA SANNITA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;7;;
CANOSA SANNITA;SCELTA EUROPEA;4;;
CANOSA SANNITA;VERDI EUROPEI-GREEN ITALIA;2;;
CANOSA SANNITA;IO CAMBIO - MAIE;0;;
CARPINETO SINELLO;PARTITO DEMOCRATICO;119;;
CARPINETO SINELLO;FORZA ITALIA;91;;
CARPINETO SINELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;74;;
CARPINETO SINELLO;L'ALTRA EUROPA CON TSIPRAS;11;;
CARPINETO SINELLO;NUOVO CENTRO DESTRA - UDC;11;;
CARPINETO SINELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
CARPINETO SINELLO;SCELTA EUROPEA;4;;
CARPINETO SINELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
CARPINETO SINELLO;ITALIA DEI VALORI;3;;
CARPINETO SINELLO;VERDI EUROPEI-GREEN ITALIA;1;;
CARPINETO SINELLO;IO CAMBIO - MAIE;0;;
CARUNCHIO;SCELTA EUROPEA;107;;
CARUNCHIO;FORZA ITALIA;53;;
CARUNCHIO;PARTITO DEMOCRATICO;52;;
CARUNCHIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;36;;
CARUNCHIO;NUOVO CENTRO DESTRA - UDC;27;;
CARUNCHIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
CARUNCHIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
CARUNCHIO;VERDI EUROPEI-GREEN ITALIA;2;;
CARUNCHIO;ITALIA DEI VALORI;2;;
CARUNCHIO;L'ALTRA EUROPA CON TSIPRAS;2;;
CARUNCHIO;IO CAMBIO - MAIE;1;;
CASACANDITELLA;FORZA ITALIA;208;;
CASACANDITELLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;168;;
CASACANDITELLA;PARTITO DEMOCRATICO;162;;
CASACANDITELLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;35;;
CASACANDITELLA;NUOVO CENTRO DESTRA - UDC;18;;
CASACANDITELLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;15;;
CASACANDITELLA;L'ALTRA EUROPA CON TSIPRAS;15;;
CASACANDITELLA;ITALIA DEI VALORI;9;;
CASACANDITELLA;VERDI EUROPEI-GREEN ITALIA;5;;
CASACANDITELLA;SCELTA EUROPEA;3;;
CASACANDITELLA;IO CAMBIO - MAIE;2;;
CASALANGUIDA;PARTITO DEMOCRATICO;157;;
CASALANGUIDA;FORZA ITALIA;93;;
CASALANGUIDA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;89;;
CASALANGUIDA;NUOVO CENTRO DESTRA - UDC;87;;
CASALANGUIDA;L'ALTRA EUROPA CON TSIPRAS;12;;
CASALANGUIDA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
CASALANGUIDA;SCELTA EUROPEA;8;;
CASALANGUIDA;ITALIA DEI VALORI;7;;
CASALANGUIDA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
CASALANGUIDA;VERDI EUROPEI-GREEN ITALIA;2;;
CASALANGUIDA;IO CAMBIO - MAIE;1;;
CASALBORDINO;PARTITO DEMOCRATICO;1067;;
CASALBORDINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;760;;
CASALBORDINO;FORZA ITALIA;569;;
CASALBORDINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;169;;
CASALBORDINO;NUOVO CENTRO DESTRA - UDC;163;;
CASALBORDINO;L'ALTRA EUROPA CON TSIPRAS;69;;
CASALBORDINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;51;;
CASALBORDINO;ITALIA DEI VALORI;47;;
CASALBORDINO;VERDI EUROPEI-GREEN ITALIA;14;;
CASALBORDINO;SCELTA EUROPEA;13;;
CASALBORDINO;IO CAMBIO - MAIE;7;;
CASALINCONTRADA;PARTITO DEMOCRATICO;725;;
CASALINCONTRADA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;647;;
CASALINCONTRADA;FORZA ITALIA;337;;
CASALINCONTRADA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;60;;
CASALINCONTRADA;NUOVO CENTRO DESTRA - UDC;56;;
CASALINCONTRADA;L'ALTRA EUROPA CON TSIPRAS;48;;
CASALINCONTRADA;SCELTA EUROPEA;25;;
CASALINCONTRADA;ITALIA DEI VALORI;23;;
CASALINCONTRADA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;18;;
CASALINCONTRADA;VERDI EUROPEI-GREEN ITALIA;14;;
CASALINCONTRADA;IO CAMBIO - MAIE;7;;
CASOLI;PARTITO DEMOCRATICO;920;;
CASOLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;708;;
CASOLI;FORZA ITALIA;408;;
CASOLI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;251;;
CASOLI;NUOVO CENTRO DESTRA - UDC;99;;
CASOLI;L'ALTRA EUROPA CON TSIPRAS;75;;
CASOLI;ITALIA DEI VALORI;40;;
CASOLI;IO CAMBIO - MAIE;27;;
CASOLI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;20;;
CASOLI;VERDI EUROPEI-GREEN ITALIA;18;;
CASOLI;SCELTA EUROPEA;10;;
CASTEL FRENTANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;742;;
CASTEL FRENTANO;PARTITO DEMOCRATICO;598;;
CASTEL FRENTANO;FORZA ITALIA;574;;
CASTEL FRENTANO;NUOVO CENTRO DESTRA - UDC;277;;
CASTEL FRENTANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;88;;
CASTEL FRENTANO;L'ALTRA EUROPA CON TSIPRAS;56;;
CASTEL FRENTANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;32;;
CASTEL FRENTANO;VERDI EUROPEI-GREEN ITALIA;21;;
CASTEL FRENTANO;ITALIA DEI VALORI;20;;
CASTEL FRENTANO;SCELTA EUROPEA;16;;
CASTEL FRENTANO;IO CAMBIO - MAIE;10;;
CASTELGUIDONE;PARTITO DEMOCRATICO;67;;
CASTELGUIDONE;FORZA ITALIA;35;;
CASTELGUIDONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;28;;
CASTELGUIDONE;L'ALTRA EUROPA CON TSIPRAS;27;;
CASTELGUIDONE;NUOVO CENTRO DESTRA - UDC;9;;
CASTELGUIDONE;SCELTA EUROPEA;8;;
CASTELGUIDONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3;;
CASTELGUIDONE;ITALIA DEI VALORI;2;;
CASTELGUIDONE;VERDI EUROPEI-GREEN ITALIA;1;;
CASTELGUIDONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
CASTELGUIDONE;IO CAMBIO - MAIE;0;;
CASTIGLIONE MESSER MARINO;PARTITO DEMOCRATICO;406;;
CASTIGLIONE MESSER MARINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;321;;
CASTIGLIONE MESSER MARINO;FORZA ITALIA;127;;
CASTIGLIONE MESSER MARINO;NUOVO CENTRO DESTRA - UDC;49;;
CASTIGLIONE MESSER MARINO;ITALIA DEI VALORI;31;;
CASTIGLIONE MESSER MARINO;SCELTA EUROPEA;19;;
CASTIGLIONE MESSER MARINO;L'ALTRA EUROPA CON TSIPRAS;18;;
