

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
ACCIANO ;390;196;7;20;
AIELLI ;1400;796;25;110;
ALFEDENA ;926;463;8;31;
ANVERSA DEGLI ABRUZZI ;335;192;6;14;
ATELETA ;1248;622;45;83;
AVEZZANO ;33671;21614;701;2035;
BALSORANO ;3271;2014;126;217;
BARETE ;563;358;11;30;
BARISCIANO ;1716;913;13;51;
BARREA ;673;359;15;40;
BISEGNA ;335;133;10;21;
BUGNARA ;1129;656;39;64;
CAGNANO AMITERNO ;1131;695;31;57;
CALASCIO ;147;65;1;1;
CAMPO DI GIOVE ;838;556;22;40;
CAMPOTOSTO ;582;277;10;21;
CANISTRO ;823;695;33;59;
CANSANO ;502;141;6;16;
CAPESTRANO ;1021;455;20;37;
CAPISTRELLO ;4174;2903;195;326;
CAPITIGNANO ;533;350;19;42;
CAPORCIANO ;268;135;12;17;
CAPPADOCIA ;501;302;11;19;
CARAPELLE CALVISIO ;155;47;0;1;
CARSOLI ;4388;2617;86;208;
CASTEL DEL MONTE ;406;208;13;25;
CASTEL DI IERI ;312;205;15;51;
CASTEL DI SANGRO ;5847;3012;68;195;
CASTELLAFIUME ;921;669;66;90;
CASTELVECCHIO CALVISIO ;178;75;8;17;
CASTELVECCHIO SUBEQUO ;979;618;30;68;
CELANO ;9002;5918;232;938;
CERCHIO ;1600;956;42;102;
CIVITA D'ANTINO ;1310;590;27;68;
CIVITELLA ALFEDENA ;276;184;15;28;
CIVITELLA ROVETO ;2796;1857;59;119;
COCULLO ;368;142;7;14;
COLLARMELE ;909;534;17;47;
COLLELONGO ;1262;792;26;51;
COLLEPIETRO ;288;101;2;3;
CORFINIO ;1192;564;18;55;
FAGNANO ALTO ;466;197;5;12;
FONTECCHIO ;403;220;5;10;
FOSSA ;652;343;11;25;
GAGLIANO ATERNO ;310;162;10;14;
GIOIA DEI MARSI ;1602;1214;60;115;
GORIANO SICOLI ;673;398;30;57;
INTRODACQUA ;1975;1104;36;114;
L'AQUILA ;59177;34034;811;2275;
LECCE NEI MARSI ;1365;924;30;81;
LUCO DEI MARSI ;4588;2823;87;201;
LUCOLI ;844;451;20;41;
MAGLIANO DE' MARSI ;3607;2076;95;261;
MASSA D'ALBE ;1465;807;23;58;
MOLINA ATERNO ;362;266;13;42;
MONTEREALE ;2220;1396;77;184;
MORINO ;1510;959;47;125;
NAVELLI ;643;305;18;30;
OCRE ;1020;584;14;52;
OFENA ;512;227;4;15;
OPI ;394;228;11;29;
ORICOLA ;985;621;17;41;
ORTONA DEI MARSI ;637;306;30;44;
ORTUCCHIO ;1582;1099;43;128;
OVINDOLI ;1453;679;28;72;
PACENTRO ;1735;921;125;146;
PERETO ;611;396;17;43;
PESCASSEROLI ;1843;1105;29;109;
PESCINA ;3604;2475;130;293;
PESCOCOSTANZO ;1155;589;21;36;
PETTORANO SUL GIZIO ;1738;674;24;88;
PIZZOLI ;2918;1998;74;211;
POGGIO PICENZE ;772;523;13;43;
PRATA D'ANSIDONIA ;488;282;11;24;
PRATOLA PELIGNA ;7480;4212;145;350;
PREZZA ;1192;611;68;96;
RAIANO ;2741;1592;57;143;
RIVISONDOLI ;731;332;6;23;
ROCCACASALE ;791;350;15;17;
ROCCA DI BOTTE ;701;407;9;32;
ROCCA DI CAMBIO ;408;236;9;20;
ROCCA DI MEZZO ;1641;891;48;88;
ROCCA PIA ;351;107;7;9;
ROCCARASO ;1397;848;26;63;
SAN BENEDETTO DEI MARSI ;3268;2251;95;213;
SAN BENEDETTO IN PERILLIS ;222;61;6;11;
SAN DEMETRIO NE' VESTINI ;1597;896;24;56;
SAN PIO DELLE CAMERE ;571;360;25;42;
SANTE MARIE ;1102;732;58;85;
SANT'EUSANIO FORCONESE ;377;242;13;23;
SANTO STEFANO DI SESSANIO ;122;79;7;13;
SAN VINCENZO VALLE ROVETO ;2177;1374;59;198;
SCANNO ;1887;945;55;116;
SCONTRONE ;581;350;4;20;
SCOPPITO ;2766;1784;49;148;
SCURCOLA MARSICANA ;2703;1450;32;120;
SECINARO ;351;214;8;25;
SULMONA ;22184;12339;379;919;
TAGLIACOZZO ;5779;3503;128;323;
TIONE DEGLI ABRUZZI ;349;196;7;19;
TORNIMPARTE ;2525;1505;39;114;
TRASACCO ;4846;3463;215;492;
VILLALAGO ;725;321;12;24;
VILLA SANTA LUCIA DEGLI ABRUZZI ;202;64;0;3;
VILLA SANT'ANGELO ;460;223;8;19;
VILLAVALLELONGA ;976;663;54;103;
VILLETTA BARREA ;588;300;12;50;
VITTORITO ;905;589;27;63;
