

Ente;Liste/Gruppi;Voti;
ARZANA;FORZA ITALIA;286;;
ARZANA;PARTITO DEMOCRATICO;246;;
ARZANA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;121;;
ARZANA;NUOVO CENTRO DESTRA - UDC;23;;
ARZANA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
ARZANA;SCELTA EUROPEA;15;;
ARZANA;L'ALTRA EUROPA CON TSIPRAS;12;;
ARZANA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
ARZANA;VERDI EUROPEI-GREEN ITALIA;3;;
ARZANA;ITALIA DEI VALORI;1;;
ARZANA;IO CAMBIO - MAIE;1;;
BARI SARDO;PARTITO DEMOCRATICO;392;;
BARI SARDO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;357;;
BARI SARDO;FORZA ITALIA;195;;
BARI SARDO;SCELTA EUROPEA;107;;
BARI SARDO;NUOVO CENTRO DESTRA - UDC;53;;
BARI SARDO;L'ALTRA EUROPA CON TSIPRAS;26;;
BARI SARDO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;22;;
BARI SARDO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;21;;
BARI SARDO;ITALIA DEI VALORI;6;;
BARI SARDO;VERDI EUROPEI-GREEN ITALIA;5;;
BARI SARDO;IO CAMBIO - MAIE;0;;
BAUNEI;PARTITO DEMOCRATICO;275;;
BAUNEI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;270;;
BAUNEI;FORZA ITALIA;92;;
BAUNEI;SCELTA EUROPEA;56;;
BAUNEI;NUOVO CENTRO DESTRA - UDC;41;;
BAUNEI;L'ALTRA EUROPA CON TSIPRAS;40;;
BAUNEI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;21;;
BAUNEI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;16;;
BAUNEI;ITALIA DEI VALORI;5;;
BAUNEI;VERDI EUROPEI-GREEN ITALIA;1;;
BAUNEI;IO CAMBIO - MAIE;1;;
CARDEDU;PARTITO DEMOCRATICO;238;;
CARDEDU;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;184;;
CARDEDU;FORZA ITALIA;66;;
CARDEDU;L'ALTRA EUROPA CON TSIPRAS;20;;
CARDEDU;NUOVO CENTRO DESTRA - UDC;15;;
CARDEDU;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;15;;
CARDEDU;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
CARDEDU;SCELTA EUROPEA;4;;
CARDEDU;VERDI EUROPEI-GREEN ITALIA;2;;
CARDEDU;IO CAMBIO - MAIE;2;;
CARDEDU;ITALIA DEI VALORI;2;;
ELINI;PARTITO DEMOCRATICO;64;;
ELINI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;29;;
ELINI;FORZA ITALIA;28;;
ELINI;SCELTA EUROPEA;6;;
ELINI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
ELINI;NUOVO CENTRO DESTRA - UDC;4;;
ELINI;ITALIA DEI VALORI;3;;
ELINI;IO CAMBIO - MAIE;0;;
ELINI;VERDI EUROPEI-GREEN ITALIA;0;;
