

Ente;Liste/Gruppi;Voti;
ALBAVILLA;PARTITO DEMOCRATICO;1312;;
ALBAVILLA;FORZA ITALIA;754;;
ALBAVILLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;609;;
ALBAVILLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;498;;
ALBAVILLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;120;;
ALBAVILLA;NUOVO CENTRO DESTRA - UDC;111;;
ALBAVILLA;L'ALTRA EUROPA CON TSIPRAS;92;;
ALBAVILLA;VERDI EUROPEI-GREEN ITALIA;46;;
ALBAVILLA;ITALIA DEI VALORI;29;;
ALBAVILLA;SCELTA EUROPEA;16;;
ALBAVILLA;IO CAMBIO - MAIE;8;;
ALBESE CON CASSANO;PARTITO DEMOCRATICO;880;;
ALBESE CON CASSANO;FORZA ITALIA;495;;
ALBESE CON CASSANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;392;;
ALBESE CON CASSANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;276;;
ALBESE CON CASSANO;NUOVO CENTRO DESTRA - UDC;106;;
ALBESE CON CASSANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;89;;
ALBESE CON CASSANO;L'ALTRA EUROPA CON TSIPRAS;45;;
ALBESE CON CASSANO;VERDI EUROPEI-GREEN ITALIA;32;;
ALBESE CON CASSANO;ITALIA DEI VALORI;18;;
ALBESE CON CASSANO;SCELTA EUROPEA;18;;
ALBESE CON CASSANO;IO CAMBIO - MAIE;4;;
ALBIOLO;PARTITO DEMOCRATICO;496;;
ALBIOLO;FORZA ITALIA;284;;
ALBIOLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;273;;
ALBIOLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;254;;
ALBIOLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;43;;
ALBIOLO;NUOVO CENTRO DESTRA - UDC;41;;
ALBIOLO;L'ALTRA EUROPA CON TSIPRAS;38;;
ALBIOLO;VERDI EUROPEI-GREEN ITALIA;18;;
ALBIOLO;ITALIA DEI VALORI;16;;
ALBIOLO;SCELTA EUROPEA;12;;
ALBIOLO;IO CAMBIO - MAIE;7;;
ALSERIO;PARTITO DEMOCRATICO;213;;
ALSERIO;FORZA ITALIA;172;;
ALSERIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;161;;
ALSERIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;125;;
ALSERIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
ALSERIO;VERDI EUROPEI-GREEN ITALIA;16;;
ALSERIO;NUOVO CENTRO DESTRA - UDC;15;;
ALSERIO;L'ALTRA EUROPA CON TSIPRAS;14;;
ALSERIO;ITALIA DEI VALORI;3;;
ALSERIO;SCELTA EUROPEA;3;;
ALSERIO;IO CAMBIO - MAIE;0;;
ALZATE BRIANZA;PARTITO DEMOCRATICO;1030;;
ALZATE BRIANZA;FORZA ITALIA;559;;
ALZATE BRIANZA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;524;;
ALZATE BRIANZA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;434;;
ALZATE BRIANZA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;102;;
ALZATE BRIANZA;L'ALTRA EUROPA CON TSIPRAS;73;;
ALZATE BRIANZA;NUOVO CENTRO DESTRA - UDC;73;;
ALZATE BRIANZA;VERDI EUROPEI-GREEN ITALIA;37;;
ALZATE BRIANZA;ITALIA DEI VALORI;29;;
ALZATE BRIANZA;SCELTA EUROPEA;22;;
ALZATE BRIANZA;IO CAMBIO - MAIE;8;;
ANZANO DEL PARCO;PARTITO DEMOCRATICO;377;;
ANZANO DEL PARCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;207;;
ANZANO DEL PARCO;FORZA ITALIA;192;;
ANZANO DEL PARCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;158;;
ANZANO DEL PARCO;NUOVO CENTRO DESTRA - UDC;37;;
ANZANO DEL PARCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;29;;
ANZANO DEL PARCO;L'ALTRA EUROPA CON TSIPRAS;28;;
ANZANO DEL PARCO;VERDI EUROPEI-GREEN ITALIA;15;;
ANZANO DEL PARCO;ITALIA DEI VALORI;14;;
ANZANO DEL PARCO;SCELTA EUROPEA;14;;
ANZANO DEL PARCO;IO CAMBIO - MAIE;2;;
APPIANO GENTILE;PARTITO DEMOCRATICO;1374;;
APPIANO GENTILE;FORZA ITALIA;609;;
APPIANO GENTILE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;599;;
APPIANO GENTILE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;557;;
APPIANO GENTILE;NUOVO CENTRO DESTRA - UDC;114;;
APPIANO GENTILE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;103;;
APPIANO GENTILE;L'ALTRA EUROPA CON TSIPRAS;89;;
APPIANO GENTILE;VERDI EUROPEI-GREEN ITALIA;42;;
APPIANO GENTILE;SCELTA EUROPEA;30;;
APPIANO GENTILE;ITALIA DEI VALORI;26;;
APPIANO GENTILE;IO CAMBIO - MAIE;5;;
ARGEGNO;PARTITO DEMOCRATICO;120;;
ARGEGNO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;74;;
ARGEGNO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;68;;
ARGEGNO;FORZA ITALIA;63;;
ARGEGNO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;60;;
ARGEGNO;L'ALTRA EUROPA CON TSIPRAS;14;;
ARGEGNO;VERDI EUROPEI-GREEN ITALIA;10;;
ARGEGNO;NUOVO CENTRO DESTRA - UDC;6;;
ARGEGNO;SCELTA EUROPEA;4;;
ARGEGNO;ITALIA DEI VALORI;2;;
ARGEGNO;IO CAMBIO - MAIE;1;;
AROSIO;PARTITO DEMOCRATICO;925;;
AROSIO;FORZA ITALIA;527;;
AROSIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;515;;
AROSIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;505;;
