

Ente;Liste/Gruppi;Voti;
BASTIGLIA;PARTITO DEMOCRATICO;1090;;
BASTIGLIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;558;;
BASTIGLIA;FORZA ITALIA;247;;
BASTIGLIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;111;;
BASTIGLIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;67;;
BASTIGLIA;L'ALTRA EUROPA CON TSIPRAS;63;;
BASTIGLIA;VERDI EUROPEI-GREEN ITALIA;40;;
BASTIGLIA;NUOVO CENTRO DESTRA - UDC;34;;
BASTIGLIA;SCELTA EUROPEA;14;;
BASTIGLIA;ITALIA DEI VALORI;8;;
BASTIGLIA;SVP;4;;
BASTIGLIA;IO CAMBIO - MAIE;3;;
BOMPORTO;PARTITO DEMOCRATICO;2526;;
BOMPORTO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1331;;
BOMPORTO;FORZA ITALIA;565;;
BOMPORTO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;284;;
BOMPORTO;NUOVO CENTRO DESTRA - UDC;119;;
BOMPORTO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;119;;
BOMPORTO;L'ALTRA EUROPA CON TSIPRAS;109;;
BOMPORTO;VERDI EUROPEI-GREEN ITALIA;52;;
BOMPORTO;ITALIA DEI VALORI;19;;
BOMPORTO;SCELTA EUROPEA;13;;
BOMPORTO;IO CAMBIO - MAIE;6;;
BOMPORTO;SVP;3;;
CAMPOGALLIANO;PARTITO DEMOCRATICO;2677;;
CAMPOGALLIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;957;;
CAMPOGALLIANO;FORZA ITALIA;406;;
CAMPOGALLIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;197;;
CAMPOGALLIANO;L'ALTRA EUROPA CON TSIPRAS;151;;
CAMPOGALLIANO;NUOVO CENTRO DESTRA - UDC;115;;
CAMPOGALLIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;97;;
CAMPOGALLIANO;VERDI EUROPEI-GREEN ITALIA;47;;
CAMPOGALLIANO;SCELTA EUROPEA;24;;
CAMPOGALLIANO;ITALIA DEI VALORI;12;;
CAMPOGALLIANO;IO CAMBIO - MAIE;3;;
CAMPOGALLIANO;SVP;3;;
CAMPOSANTO;PARTITO DEMOCRATICO;795;;
CAMPOSANTO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;270;;
CAMPOSANTO;FORZA ITALIA;233;;
CAMPOSANTO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;122;;
CAMPOSANTO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;48;;
CAMPOSANTO;NUOVO CENTRO DESTRA - UDC;24;;
CAMPOSANTO;L'ALTRA EUROPA CON TSIPRAS;22;;
CAMPOSANTO;VERDI EUROPEI-GREEN ITALIA;8;;
CAMPOSANTO;SCELTA EUROPEA;7;;
CAMPOSANTO;ITALIA DEI VALORI;3;;
CAMPOSANTO;SVP;1;;
CAMPOSANTO;IO CAMBIO - MAIE;0;;
CARPI;PARTITO DEMOCRATICO;21735;;
CARPI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;6628;;
CARPI;FORZA ITALIA;3472;;
CARPI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1450;;
CARPI;L'ALTRA EUROPA CON TSIPRAS;1270;;
CARPI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;990;;
CARPI;NUOVO CENTRO DESTRA - UDC;747;;
CARPI;VERDI EUROPEI-GREEN ITALIA;456;;
CARPI;SCELTA EUROPEA;244;;
CARPI;ITALIA DEI VALORI;120;;
