

Ente;Liste/Gruppi;Voti;
AIROLE;PARTITO DEMOCRATICO;77;;
AIROLE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;48;;
AIROLE;FORZA ITALIA;27;;
AIROLE;NUOVO CENTRO DESTRA - UDC;11;;
AIROLE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;10;;
AIROLE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
AIROLE;VERDI EUROPEI-GREEN ITALIA;7;;
AIROLE;L'ALTRA EUROPA CON TSIPRAS;7;;
AIROLE;ITALIA DEI VALORI;1;;
AIROLE;SCELTA EUROPEA;1;;
AIROLE;IO CAMBIO - MAIE;0;;
APRICALE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;52;;
APRICALE;PARTITO DEMOCRATICO;46;;
APRICALE;FORZA ITALIA;20;;
APRICALE;NUOVO CENTRO DESTRA - UDC;9;;
APRICALE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;9;;
APRICALE;L'ALTRA EUROPA CON TSIPRAS;7;;
APRICALE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
APRICALE;VERDI EUROPEI-GREEN ITALIA;3;;
APRICALE;IO CAMBIO - MAIE;0;;
APRICALE;ITALIA DEI VALORI;0;;
APRICALE;SCELTA EUROPEA;0;;
AQUILA D'ARROSCIA;PARTITO DEMOCRATICO;31;;
AQUILA D'ARROSCIA;FORZA ITALIA;12;;
AQUILA D'ARROSCIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;11;;
AQUILA D'ARROSCIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
AQUILA D'ARROSCIA;NUOVO CENTRO DESTRA - UDC;2;;
AQUILA D'ARROSCIA;VERDI EUROPEI-GREEN ITALIA;1;;
AQUILA D'ARROSCIA;IO CAMBIO - MAIE;0;;
AQUILA D'ARROSCIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;0;;
AQUILA D'ARROSCIA;L'ALTRA EUROPA CON TSIPRAS;0;;
AQUILA D'ARROSCIA;ITALIA DEI VALORI;0;;
AQUILA D'ARROSCIA;SCELTA EUROPEA;0;;
ARMO;PARTITO DEMOCRATICO;24;;
ARMO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;11;;
ARMO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;6;;
ARMO;FORZA ITALIA;5;;
ARMO;NUOVO CENTRO DESTRA - UDC;2;;
ARMO;L'ALTRA EUROPA CON TSIPRAS;2;;
ARMO;ITALIA DEI VALORI;1;;
ARMO;IO CAMBIO - MAIE;0;;
ARMO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;0;;
ARMO;VERDI EUROPEI-GREEN ITALIA;0;;
ARMO;SCELTA EUROPEA;0;;
AURIGO;FORZA ITALIA;53;;
AURIGO;PARTITO DEMOCRATICO;46;;
AURIGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;44;;
AURIGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;16;;
AURIGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;6;;
AURIGO;L'ALTRA EUROPA CON TSIPRAS;5;;
AURIGO;NUOVO CENTRO DESTRA - UDC;3;;
AURIGO;VERDI EUROPEI-GREEN ITALIA;2;;
AURIGO;ITALIA DEI VALORI;1;;
AURIGO;IO CAMBIO - MAIE;1;;
AURIGO;SCELTA EUROPEA;0;;
BADALUCCO;PARTITO DEMOCRATICO;262;;
BADALUCCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;211;;
BADALUCCO;FORZA ITALIA;90;;
BADALUCCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;50;;
BADALUCCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
BADALUCCO;L'ALTRA EUROPA CON TSIPRAS;13;;
BADALUCCO;NUOVO CENTRO DESTRA - UDC;11;;
BADALUCCO;ITALIA DEI VALORI;7;;
BADALUCCO;SCELTA EUROPEA;6;;
BADALUCCO;VERDI EUROPEI-GREEN ITALIA;5;;
BADALUCCO;IO CAMBIO - MAIE;1;;
BAJARDO;PARTITO DEMOCRATICO;60;;
BAJARDO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;50;;
BAJARDO;FORZA ITALIA;35;;
BAJARDO;L'ALTRA EUROPA CON TSIPRAS;17;;
BAJARDO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;12;;
BAJARDO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
BAJARDO;VERDI EUROPEI-GREEN ITALIA;5;;
BAJARDO;NUOVO CENTRO DESTRA - UDC;4;;
BAJARDO;IO CAMBIO - MAIE;1;;
BAJARDO;ITALIA DEI VALORI;1;;
BAJARDO;SCELTA EUROPEA;0;;
BORDIGHERA;PARTITO DEMOCRATICO;1602;;
BORDIGHERA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1064;;
BORDIGHERA;FORZA ITALIA;909;;
BORDIGHERA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;271;;
BORDIGHERA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;226;;
BORDIGHERA;NUOVO CENTRO DESTRA - UDC;169;;
BORDIGHERA;L'ALTRA EUROPA CON TSIPRAS;138;;
BORDIGHERA;VERDI EUROPEI-GREEN ITALIA;32;;
BORDIGHERA;ITALIA DEI VALORI;29;;
BORDIGHERA;SCELTA EUROPEA;28;;
BORDIGHERA;IO CAMBIO - MAIE;10;;
BORGHETTO D'ARROSCIA;PARTITO DEMOCRATICO;78;;
BORGHETTO D'ARROSCIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;26;;
BORGHETTO D'ARROSCIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;25;;
BORGHETTO D'ARROSCIA;FORZA ITALIA;23;;
BORGHETTO D'ARROSCIA;NUOVO CENTRO DESTRA - UDC;10;;
BORGHETTO D'ARROSCIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
BORGHETTO D'ARROSCIA;L'ALTRA EUROPA CON TSIPRAS;3;;
BORGHETTO D'ARROSCIA;SCELTA EUROPEA;3;;
BORGHETTO D'ARROSCIA;VERDI EUROPEI-GREEN ITALIA;1;;
BORGHETTO D'ARROSCIA;ITALIA DEI VALORI;0;;
BORGHETTO D'ARROSCIA;IO CAMBIO - MAIE;0;;
BORGOMARO;PARTITO DEMOCRATICO;100;;
BORGOMARO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;94;;
BORGOMARO;FORZA ITALIA;53;;
BORGOMARO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;34;;
BORGOMARO;NUOVO CENTRO DESTRA - UDC;21;;
BORGOMARO;L'ALTRA EUROPA CON TSIPRAS;18;;
BORGOMARO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
BORGOMARO;VERDI EUROPEI-GREEN ITALIA;4;;
BORGOMARO;ITALIA DEI VALORI;3;;
BORGOMARO;SCELTA EUROPEA;3;;
BORGOMARO;IO CAMBIO - MAIE;0;;
CAMPOROSSO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;863;;
CAMPOROSSO;PARTITO DEMOCRATICO;851;;
CAMPOROSSO;FORZA ITALIA;724;;
CAMPOROSSO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;237;;
CAMPOROSSO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;145;;
CAMPOROSSO;NUOVO CENTRO DESTRA - UDC;76;;
CAMPOROSSO;L'ALTRA EUROPA CON TSIPRAS;57;;
CAMPOROSSO;ITALIA DEI VALORI;32;;
CAMPOROSSO;VERDI EUROPEI-GREEN ITALIA;21;;
CAMPOROSSO;SCELTA EUROPEA;16;;
CAMPOROSSO;IO CAMBIO - MAIE;10;;
CARAVONICA;PARTITO DEMOCRATICO;55;;
CARAVONICA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;23;;
