

Ente;Liste/Gruppi;Voti;
BAGNO A RIPOLI;PARTITO DEMOCRATICO;9777;;
BAGNO A RIPOLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1619;;
BAGNO A RIPOLI;FORZA ITALIA;1250;;
BAGNO A RIPOLI;L'ALTRA EUROPA CON TSIPRAS;908;;
BAGNO A RIPOLI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;360;;
BAGNO A RIPOLI;NUOVO CENTRO DESTRA - UDC;354;;
BAGNO A RIPOLI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;197;;
BAGNO A RIPOLI;VERDI EUROPEI-GREEN ITALIA;122;;
BAGNO A RIPOLI;ITALIA DEI VALORI;54;;
BAGNO A RIPOLI;SCELTA EUROPEA;49;;
BAGNO A RIPOLI;IO CAMBIO - MAIE;16;;
BARBERINO DI MUGELLO;PARTITO DEMOCRATICO;3717;;
BARBERINO DI MUGELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;801;;
BARBERINO DI MUGELLO;FORZA ITALIA;505;;
BARBERINO DI MUGELLO;L'ALTRA EUROPA CON TSIPRAS;291;;
BARBERINO DI MUGELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;155;;
BARBERINO DI MUGELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;114;;
BARBERINO DI MUGELLO;NUOVO CENTRO DESTRA - UDC;109;;
BARBERINO DI MUGELLO;VERDI EUROPEI-GREEN ITALIA;49;;
BARBERINO DI MUGELLO;ITALIA DEI VALORI;30;;
BARBERINO DI MUGELLO;SCELTA EUROPEA;19;;
BARBERINO DI MUGELLO;IO CAMBIO - MAIE;12;;
BARBERINO VAL D'ELSA;PARTITO DEMOCRATICO;1509;;
BARBERINO VAL D'ELSA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;349;;
BARBERINO VAL D'ELSA;FORZA ITALIA;263;;
BARBERINO VAL D'ELSA;L'ALTRA EUROPA CON TSIPRAS;132;;
BARBERINO VAL D'ELSA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;95;;
BARBERINO VAL D'ELSA;NUOVO CENTRO DESTRA - UDC;67;;
BARBERINO VAL D'ELSA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;52;;
BARBERINO VAL D'ELSA;VERDI EUROPEI-GREEN ITALIA;28;;
BARBERINO VAL D'ELSA;ITALIA DEI VALORI;9;;
BARBERINO VAL D'ELSA;SCELTA EUROPEA;6;;
BARBERINO VAL D'ELSA;IO CAMBIO - MAIE;6;;
BORGO SAN LORENZO;PARTITO DEMOCRATICO;6329;;
BORGO SAN LORENZO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1240;;
BORGO SAN LORENZO;FORZA ITALIA;908;;
BORGO SAN LORENZO;L'ALTRA EUROPA CON TSIPRAS;704;;
BORGO SAN LORENZO;NUOVO CENTRO DESTRA - UDC;271;;
BORGO SAN LORENZO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;222;;
BORGO SAN LORENZO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;204;;
BORGO SAN LORENZO;VERDI EUROPEI-GREEN ITALIA;86;;
BORGO SAN LORENZO;ITALIA DEI VALORI;39;;
BORGO SAN LORENZO;SCELTA EUROPEA;34;;
BORGO SAN LORENZO;IO CAMBIO - MAIE;15;;
CALENZANO;PARTITO DEMOCRATICO;6723;;
CALENZANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1292;;
CALENZANO;FORZA ITALIA;679;;
CALENZANO;L'ALTRA EUROPA CON TSIPRAS;444;;
CALENZANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;192;;
CALENZANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;185;;
CALENZANO;NUOVO CENTRO DESTRA - UDC;168;;
CALENZANO;VERDI EUROPEI-GREEN ITALIA;79;;
CALENZANO;ITALIA DEI VALORI;73;;
CALENZANO;SCELTA EUROPEA;30;;
CALENZANO;IO CAMBIO - MAIE;10;;
CAMPI BISENZIO;PARTITO DEMOCRATICO;11669;;
CAMPI BISENZIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3050;;
CAMPI BISENZIO;FORZA ITALIA;1831;;
CAMPI BISENZIO;L'ALTRA EUROPA CON TSIPRAS;731;;
CAMPI BISENZIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;506;;
CAMPI BISENZIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;482;;
CAMPI BISENZIO;NUOVO CENTRO DESTRA - UDC;445;;
CAMPI BISENZIO;VERDI EUROPEI-GREEN ITALIA;123;;
CAMPI BISENZIO;ITALIA DEI VALORI;103;;
CAMPI BISENZIO;SCELTA EUROPEA;50;;
CAMPI BISENZIO;IO CAMBIO - MAIE;18;;
CAPRAIA E LIMITE;PARTITO DEMOCRATICO;2671;;
