

Ente;Liste/Gruppi;Voti;
BIENTINA;PARTITO DEMOCRATICO;2013;;
BIENTINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;761;;
BIENTINA;FORZA ITALIA;473;;
BIENTINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;125;;
BIENTINA;L'ALTRA EUROPA CON TSIPRAS;115;;
BIENTINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;108;;
BIENTINA;NUOVO CENTRO DESTRA - UDC;69;;
BIENTINA;VERDI EUROPEI-GREEN ITALIA;17;;
BIENTINA;ITALIA DEI VALORI;14;;
BIENTINA;IO CAMBIO - MAIE;7;;
BIENTINA;SCELTA EUROPEA;6;;
BUTI;PARTITO DEMOCRATICO;1602;;
BUTI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;611;;
BUTI;FORZA ITALIA;273;;
BUTI;L'ALTRA EUROPA CON TSIPRAS;132;;
BUTI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;101;;
BUTI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;57;;
BUTI;NUOVO CENTRO DESTRA - UDC;53;;
BUTI;VERDI EUROPEI-GREEN ITALIA;22;;
BUTI;SCELTA EUROPEA;8;;
BUTI;ITALIA DEI VALORI;8;;
BUTI;IO CAMBIO - MAIE;7;;
CALCI;PARTITO DEMOCRATICO;1925;;
CALCI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;646;;
CALCI;FORZA ITALIA;356;;
CALCI;L'ALTRA EUROPA CON TSIPRAS;340;;
CALCI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;126;;
CALCI;NUOVO CENTRO DESTRA - UDC;119;;
CALCI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;109;;
CALCI;VERDI EUROPEI-GREEN ITALIA;55;;
CALCI;IO CAMBIO - MAIE;24;;
CALCI;ITALIA DEI VALORI;22;;
CALCI;SCELTA EUROPEA;15;;
CALCINAIA;PARTITO DEMOCRATICO;3670;;
CALCINAIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1295;;
CALCINAIA;FORZA ITALIA;681;;
CALCINAIA;L'ALTRA EUROPA CON TSIPRAS;214;;
CALCINAIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;182;;
CALCINAIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;155;;
CALCINAIA;NUOVO CENTRO DESTRA - UDC;121;;
CALCINAIA;VERDI EUROPEI-GREEN ITALIA;55;;
CALCINAIA;ITALIA DEI VALORI;44;;
CALCINAIA;SCELTA EUROPEA;23;;
CALCINAIA;IO CAMBIO - MAIE;5;;
CAPANNOLI;PARTITO DEMOCRATICO;1963;;
CAPANNOLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;660;;
CAPANNOLI;FORZA ITALIA;385;;
CAPANNOLI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;123;;
CAPANNOLI;L'ALTRA EUROPA CON TSIPRAS;98;;
CAPANNOLI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;85;;
CAPANNOLI;NUOVO CENTRO DESTRA - UDC;72;;
CAPANNOLI;VERDI EUROPEI-GREEN ITALIA;28;;
CAPANNOLI;ITALIA DEI VALORI;15;;
CAPANNOLI;SCELTA EUROPEA;8;;
CAPANNOLI;IO CAMBIO - MAIE;5;;
CASALE MARITTIMO;PARTITO DEMOCRATICO;313;;
CASALE MARITTIMO;FORZA ITALIA;114;;
CASALE MARITTIMO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;92;;
CASALE MARITTIMO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;46;;
CASALE MARITTIMO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;30;;
CASALE MARITTIMO;L'ALTRA EUROPA CON TSIPRAS;23;;
CASALE MARITTIMO;NUOVO CENTRO DESTRA - UDC;21;;
CASALE MARITTIMO;VERDI EUROPEI-GREEN ITALIA;10;;
CASALE MARITTIMO;ITALIA DEI VALORI;6;;
CASALE MARITTIMO;SCELTA EUROPEA;2;;
CASALE MARITTIMO;IO CAMBIO - MAIE;0;;
CASCIANA TERME LARI;PARTITO DEMOCRATICO;3868;;
CASCIANA TERME LARI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1255;;
CASCIANA TERME LARI;FORZA ITALIA;810;;
CASCIANA TERME LARI;L'ALTRA EUROPA CON TSIPRAS;288;;
CASCIANA TERME LARI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;251;;
CASCIANA TERME LARI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;179;;
CASCIANA TERME LARI;NUOVO CENTRO DESTRA - UDC;148;;
CASCIANA TERME LARI;VERDI EUROPEI-GREEN ITALIA;57;;
CASCIANA TERME LARI;ITALIA DEI VALORI;49;;
CASCIANA TERME LARI;SCELTA EUROPEA;30;;
CASCIANA TERME LARI;IO CAMBIO - MAIE;16;;
CASCINA;PARTITO DEMOCRATICO;12426;;
CASCINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;4119;;
CASCINA;FORZA ITALIA;1908;;
CASCINA;L'ALTRA EUROPA CON TSIPRAS;1019;;
CASCINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;601;;
CASCINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;516;;
CASCINA;NUOVO CENTRO DESTRA - UDC;438;;
CASCINA;VERDI EUROPEI-GREEN ITALIA;168;;
CASCINA;ITALIA DEI VALORI;106;;
CASCINA;SCELTA EUROPEA;62;;
CASCINA;IO CAMBIO - MAIE;38;;
CASTELFRANCO DI SOTTO;PARTITO DEMOCRATICO;3223;;
CASTELFRANCO DI SOTTO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1261;;
CASTELFRANCO DI SOTTO;FORZA ITALIA;1172;;
CASTELFRANCO DI SOTTO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;242;;
CASTELFRANCO DI SOTTO;NUOVO CENTRO DESTRA - UDC;238;;
CASTELFRANCO DI SOTTO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;220;;
CASTELFRANCO DI SOTTO;L'ALTRA EUROPA CON TSIPRAS;146;;
CASTELFRANCO DI SOTTO;VERDI EUROPEI-GREEN ITALIA;43;;
CASTELFRANCO DI SOTTO;ITALIA DEI VALORI;42;;
CASTELFRANCO DI SOTTO;SCELTA EUROPEA;27;;
CASTELFRANCO DI SOTTO;IO CAMBIO - MAIE;11;;
CASTELLINA MARITTIMA;PARTITO DEMOCRATICO;559;;
CASTELLINA MARITTIMA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;229;;
CASTELLINA MARITTIMA;FORZA ITALIA;126;;
CASTELLINA MARITTIMA;L'ALTRA EUROPA CON TSIPRAS;62;;
CASTELLINA MARITTIMA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;30;;
CASTELLINA MARITTIMA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;19;;
CASTELLINA MARITTIMA;NUOVO CENTRO DESTRA - UDC;18;;
CASTELLINA MARITTIMA;VERDI EUROPEI-GREEN ITALIA;10;;
CASTELLINA MARITTIMA;ITALIA DEI VALORI;5;;
CASTELLINA MARITTIMA;IO CAMBIO - MAIE;2;;
CASTELLINA MARITTIMA;SCELTA EUROPEA;1;;
CASTELNUOVO DI VAL DI CECINA;PARTITO DEMOCRATICO;650;;
CASTELNUOVO DI VAL DI CECINA;FORZA ITALIA;200;;
CASTELNUOVO DI VAL DI CECINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;189;;
CASTELNUOVO DI VAL DI CECINA;L'ALTRA EUROPA CON TSIPRAS;97;;
CASTELNUOVO DI VAL DI CECINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;57;;
CASTELNUOVO DI VAL DI CECINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;54;;
CASTELNUOVO DI VAL DI CECINA;NUOVO CENTRO DESTRA - UDC;26;;
CASTELNUOVO DI VAL DI CECINA;VERDI EUROPEI-GREEN ITALIA;18;;
CASTELNUOVO DI VAL DI CECINA;ITALIA DEI VALORI;5;;
CASTELNUOVO DI VAL DI CECINA;SCELTA EUROPEA;4;;
