

Ente;Liste/Gruppi;Voti;
ACQUASPARTA;PARTITO DEMOCRATICO;1259;;
ACQUASPARTA;FORZA ITALIA;488;;
ACQUASPARTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;393;;
ACQUASPARTA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;166;;
ACQUASPARTA;NUOVO CENTRO DESTRA - UDC;83;;
ACQUASPARTA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;68;;
ACQUASPARTA;L'ALTRA EUROPA CON TSIPRAS;51;;
ACQUASPARTA;ITALIA DEI VALORI;19;;
ACQUASPARTA;SCELTA EUROPEA;18;;
ACQUASPARTA;VERDI EUROPEI-GREEN ITALIA;17;;
ACQUASPARTA;IO CAMBIO - MAIE;7;;
ALLERONA;PARTITO DEMOCRATICO;602;;
ALLERONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;189;;
ALLERONA;L'ALTRA EUROPA CON TSIPRAS;75;;
ALLERONA;FORZA ITALIA;69;;
ALLERONA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;32;;
ALLERONA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;19;;
ALLERONA;NUOVO CENTRO DESTRA - UDC;10;;
ALLERONA;ITALIA DEI VALORI;5;;
ALLERONA;VERDI EUROPEI-GREEN ITALIA;4;;
ALLERONA;SCELTA EUROPEA;1;;
ALLERONA;IO CAMBIO - MAIE;0;;
ALVIANO;PARTITO DEMOCRATICO;356;;
ALVIANO;FORZA ITALIA;241;;
ALVIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;169;;
ALVIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;78;;
ALVIANO;NUOVO CENTRO DESTRA - UDC;48;;
ALVIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;35;;
ALVIANO;L'ALTRA EUROPA CON TSIPRAS;21;;
ALVIANO;ITALIA DEI VALORI;5;;
ALVIANO;VERDI EUROPEI-GREEN ITALIA;4;;
ALVIANO;IO CAMBIO - MAIE;3;;
ALVIANO;SCELTA EUROPEA;2;;
AMELIA;PARTITO DEMOCRATICO;2643;;
AMELIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1300;;
AMELIA;FORZA ITALIA;747;;
AMELIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;388;;
AMELIA;L'ALTRA EUROPA CON TSIPRAS;220;;
AMELIA;NUOVO CENTRO DESTRA - UDC;155;;
AMELIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;145;;
AMELIA;VERDI EUROPEI-GREEN ITALIA;42;;
AMELIA;SCELTA EUROPEA;25;;
AMELIA;ITALIA DEI VALORI;23;;
AMELIA;IO CAMBIO - MAIE;11;;
ARRONE;PARTITO DEMOCRATICO;893;;
ARRONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;283;;
ARRONE;FORZA ITALIA;223;;
ARRONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;64;;
ARRONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;51;;
