

Ente;Liste/Gruppi;Voti;
ACQUAFORMOSA;PARTITO DEMOCRATICO;329;;
ACQUAFORMOSA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;135;;
ACQUAFORMOSA;FORZA ITALIA;131;;
ACQUAFORMOSA;NUOVO CENTRO DESTRA - UDC;85;;
ACQUAFORMOSA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;27;;
ACQUAFORMOSA;L'ALTRA EUROPA CON TSIPRAS;12;;
ACQUAFORMOSA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
ACQUAFORMOSA;ITALIA DEI VALORI;4;;
ACQUAFORMOSA;VERDI EUROPEI-GREEN ITALIA;1;;
ACQUAFORMOSA;SCELTA EUROPEA;1;;
ACQUAFORMOSA;IO CAMBIO - MAIE;0;;
ACQUAPPESA;PARTITO DEMOCRATICO;456;;
ACQUAPPESA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;255;;
ACQUAPPESA;FORZA ITALIA;196;;
ACQUAPPESA;L'ALTRA EUROPA CON TSIPRAS;53;;
ACQUAPPESA;NUOVO CENTRO DESTRA - UDC;38;;
ACQUAPPESA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;27;;
ACQUAPPESA;SCELTA EUROPEA;12;;
ACQUAPPESA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;10;;
ACQUAPPESA;VERDI EUROPEI-GREEN ITALIA;8;;
ACQUAPPESA;ITALIA DEI VALORI;5;;
ACQUAPPESA;IO CAMBIO - MAIE;2;;
ACRI;PARTITO DEMOCRATICO;2830;;
ACRI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2035;;
ACRI;NUOVO CENTRO DESTRA - UDC;1626;;
ACRI;FORZA ITALIA;670;;
ACRI;L'ALTRA EUROPA CON TSIPRAS;272;;
ACRI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;90;;
ACRI;SCELTA EUROPEA;51;;
ACRI;ITALIA DEI VALORI;26;;
ACRI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;23;;
ACRI;VERDI EUROPEI-GREEN ITALIA;15;;
ACRI;IO CAMBIO - MAIE;12;;
AIELLO CALABRO;PARTITO DEMOCRATICO;434;;
AIELLO CALABRO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;195;;
AIELLO CALABRO;FORZA ITALIA;177;;
AIELLO CALABRO;NUOVO CENTRO DESTRA - UDC;52;;
AIELLO CALABRO;L'ALTRA EUROPA CON TSIPRAS;27;;
AIELLO CALABRO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;15;;
AIELLO CALABRO;SCELTA EUROPEA;13;;
AIELLO CALABRO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
AIELLO CALABRO;ITALIA DEI VALORI;6;;
AIELLO CALABRO;IO CAMBIO - MAIE;3;;
AIELLO CALABRO;VERDI EUROPEI-GREEN ITALIA;1;;
AIETA;PARTITO DEMOCRATICO;108;;
AIETA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;35;;
AIETA;FORZA ITALIA;32;;
AIETA;SCELTA EUROPEA;7;;
AIETA;NUOVO CENTRO DESTRA - UDC;6;;
AIETA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
AIETA;L'ALTRA EUROPA CON TSIPRAS;4;;
AIETA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
AIETA;ITALIA DEI VALORI;1;;
AIETA;IO CAMBIO - MAIE;1;;
AIETA;VERDI EUROPEI-GREEN ITALIA;1;;
ALBIDONA;PARTITO DEMOCRATICO;205;;
ALBIDONA;NUOVO CENTRO DESTRA - UDC;102;;
ALBIDONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;51;;
