

Ente;Liste/Gruppi;Voti;
BUGGERRU;PARTITO DEMOCRATICO;147;;
BUGGERRU;FORZA ITALIA;82;;
BUGGERRU;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;67;;
BUGGERRU;NUOVO CENTRO DESTRA - UDC;37;;
BUGGERRU;L'ALTRA EUROPA CON TSIPRAS;23;;
BUGGERRU;SCELTA EUROPEA;6;;
BUGGERRU;ITALIA DEI VALORI;6;;
BUGGERRU;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
BUGGERRU;IO CAMBIO - MAIE;2;;
BUGGERRU;VERDI EUROPEI-GREEN ITALIA;2;;
BUGGERRU;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
CALASETTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;609;;
CALASETTA;FORZA ITALIA;416;;
CALASETTA;PARTITO DEMOCRATICO;376;;
CALASETTA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;69;;
CALASETTA;NUOVO CENTRO DESTRA - UDC;65;;
CALASETTA;L'ALTRA EUROPA CON TSIPRAS;51;;
CALASETTA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;49;;
CALASETTA;SCELTA EUROPEA;15;;
CALASETTA;VERDI EUROPEI-GREEN ITALIA;8;;
CALASETTA;ITALIA DEI VALORI;8;;
CALASETTA;IO CAMBIO - MAIE;3;;
CARBONIA;PARTITO DEMOCRATICO;3811;;
CARBONIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3369;;
CARBONIA;FORZA ITALIA;887;;
CARBONIA;L'ALTRA EUROPA CON TSIPRAS;548;;
CARBONIA;NUOVO CENTRO DESTRA - UDC;222;;
CARBONIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;186;;
CARBONIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;106;;
CARBONIA;SCELTA EUROPEA;40;;
CARBONIA;VERDI EUROPEI-GREEN ITALIA;21;;
CARBONIA;ITALIA DEI VALORI;19;;
CARBONIA;IO CAMBIO - MAIE;6;;
CARLOFORTE;PARTITO DEMOCRATICO;712;;
CARLOFORTE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;482;;
CARLOFORTE;FORZA ITALIA;254;;
CARLOFORTE;L'ALTRA EUROPA CON TSIPRAS;98;;
CARLOFORTE;NUOVO CENTRO DESTRA - UDC;43;;
CARLOFORTE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;41;;
CARLOFORTE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;27;;
CARLOFORTE;SCELTA EUROPEA;8;;
CARLOFORTE;ITALIA DEI VALORI;6;;
CARLOFORTE;VERDI EUROPEI-GREEN ITALIA;4;;
CARLOFORTE;IO CAMBIO - MAIE;2;;
DOMUSNOVAS;PARTITO DEMOCRATICO;746;;
DOMUSNOVAS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;744;;
DOMUSNOVAS;FORZA ITALIA;339;;
DOMUSNOVAS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;71;;
DOMUSNOVAS;NUOVO CENTRO DESTRA - UDC;39;;
DOMUSNOVAS;L'ALTRA EUROPA CON TSIPRAS;36;;
DOMUSNOVAS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;24;;
DOMUSNOVAS;SCELTA EUROPEA;16;;
DOMUSNOVAS;ITALIA DEI VALORI;13;;
DOMUSNOVAS;VERDI EUROPEI-GREEN ITALIA;2;;
DOMUSNOVAS;IO CAMBIO - MAIE;1;;
FLUMINIMAGGIORE;PARTITO DEMOCRATICO;448;;
FLUMINIMAGGIORE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;237;;
FLUMINIMAGGIORE;FORZA ITALIA;112;;
FLUMINIMAGGIORE;L'ALTRA EUROPA CON TSIPRAS;34;;
FLUMINIMAGGIORE;ITALIA DEI VALORI;24;;
FLUMINIMAGGIORE;NUOVO CENTRO DESTRA - UDC;21;;
FLUMINIMAGGIORE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
FLUMINIMAGGIORE;SCELTA EUROPEA;10;;
FLUMINIMAGGIORE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
FLUMINIMAGGIORE;VERDI EUROPEI-GREEN ITALIA;2;;
FLUMINIMAGGIORE;IO CAMBIO - MAIE;0;;
GIBA;PARTITO DEMOCRATICO;173;;
GIBA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;171;;
GIBA;FORZA ITALIA;122;;
GIBA;NUOVO CENTRO DESTRA - UDC;58;;
GIBA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;19;;
GIBA;L'ALTRA EUROPA CON TSIPRAS;12;;
GIBA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
GIBA;ITALIA DEI VALORI;4;;
GIBA;SCELTA EUROPEA;2;;
GIBA;IO CAMBIO - MAIE;0;;
GIBA;VERDI EUROPEI-GREEN ITALIA;0;;
GONNESA;PARTITO DEMOCRATICO;850;;
GONNESA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;541;;
GONNESA;FORZA ITALIA;196;;
GONNESA;L'ALTRA EUROPA CON TSIPRAS;65;;
GONNESA;NUOVO CENTRO DESTRA - UDC;61;;
GONNESA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;19;;
GONNESA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;15;;
GONNESA;VERDI EUROPEI-GREEN ITALIA;5;;
GONNESA;SCELTA EUROPEA;4;;
GONNESA;ITALIA DEI VALORI;3;;
GONNESA;IO CAMBIO - MAIE;2;;
IGLESIAS;PARTITO DEMOCRATICO;2794;;
IGLESIAS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2704;;
IGLESIAS;FORZA ITALIA;1061;;
IGLESIAS;NUOVO CENTRO DESTRA - UDC;665;;
IGLESIAS;L'ALTRA EUROPA CON TSIPRAS;429;;
IGLESIAS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;209;;
IGLESIAS;SCELTA EUROPEA;119;;
IGLESIAS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;98;;
IGLESIAS;ITALIA DEI VALORI;32;;
IGLESIAS;VERDI EUROPEI-GREEN ITALIA;24;;
IGLESIAS;IO CAMBIO - MAIE;8;;
MASAINAS;PARTITO DEMOCRATICO;138;;
MASAINAS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;94;;
MASAINAS;FORZA ITALIA;70;;
MASAINAS;NUOVO CENTRO DESTRA - UDC;7;;
MASAINAS;ITALIA DEI VALORI;5;;
MASAINAS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
MASAINAS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3;;
MASAINAS;VERDI EUROPEI-GREEN ITALIA;2;;
MASAINAS;L'ALTRA EUROPA CON TSIPRAS;2;;
MASAINAS;IO CAMBIO - MAIE;1;;
MASAINAS;SCELTA EUROPEA;0;;
MUSEI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;200;;
MUSEI;PARTITO DEMOCRATICO;126;;
MUSEI;FORZA ITALIA;66;;
MUSEI;NUOVO CENTRO DESTRA - UDC;40;;
MUSEI;L'ALTRA EUROPA CON TSIPRAS;36;;
MUSEI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;14;;
MUSEI;SCELTA EUROPEA;5;;
MUSEI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
MUSEI;VERDI EUROPEI-GREEN ITALIA;1;;
MUSEI;ITALIA DEI VALORI;1;;
MUSEI;IO CAMBIO - MAIE;0;;
NARCAO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;386;;
NARCAO;PARTITO DEMOCRATICO;292;;
NARCAO;FORZA ITALIA;101;;
NARCAO;L'ALTRA EUROPA CON TSIPRAS;34;;
NARCAO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;16;;
NARCAO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;14;;
NARCAO;NUOVO CENTRO DESTRA - UDC;12;;
NARCAO;SCELTA EUROPEA;3;;
NARCAO;IO CAMBIO - MAIE;2;;
NARCAO;VERDI EUROPEI-GREEN ITALIA;1;;
NARCAO;ITALIA DEI VALORI;1;;
NUXIS;PARTITO DEMOCRATICO;121;;
NUXIS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;99;;
NUXIS;FORZA ITALIA;61;;
NUXIS;L'ALTRA EUROPA CON TSIPRAS;13;;
NUXIS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
NUXIS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
NUXIS;NUOVO CENTRO DESTRA - UDC;3;;
NUXIS;ITALIA DEI VALORI;2;;
NUXIS;SCELTA EUROPEA;1;;
NUXIS;IO CAMBIO - MAIE;0;;
NUXIS;VERDI EUROPEI-GREEN ITALIA;0;;
PERDAXIUS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;153;;
PERDAXIUS;PARTITO DEMOCRATICO;108;;
PERDAXIUS;FORZA ITALIA;45;;
PERDAXIUS;NUOVO CENTRO DESTRA - UDC;30;;
PERDAXIUS;L'ALTRA EUROPA CON TSIPRAS;21;;
PERDAXIUS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
PERDAXIUS;ITALIA DEI VALORI;4;;
PERDAXIUS;SCELTA EUROPEA;4;;
PERDAXIUS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
PERDAXIUS;IO CAMBIO - MAIE;1;;
PERDAXIUS;VERDI EUROPEI-GREEN ITALIA;0;;
PISCINAS;PARTITO DEMOCRATICO;63;;
PISCINAS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;44;;
PISCINAS;FORZA ITALIA;40;;
PISCINAS;L'ALTRA EUROPA CON TSIPRAS;7;;
PISCINAS;NUOVO CENTRO DESTRA - UDC;6;;
PISCINAS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
PISCINAS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
PISCINAS;IO CAMBIO - MAIE;1;;
PISCINAS;ITALIA DEI VALORI;1;;
PISCINAS;VERDI EUROPEI-GREEN ITALIA;0;;
PISCINAS;SCELTA EUROPEA;0;;
PORTOSCUSO;PARTITO DEMOCRATICO;649;;
PORTOSCUSO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;630;;
PORTOSCUSO;FORZA ITALIA;187;;
PORTOSCUSO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;53;;
PORTOSCUSO;L'ALTRA EUROPA CON TSIPRAS;41;;
PORTOSCUSO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;30;;
PORTOSCUSO;NUOVO CENTRO DESTRA - UDC;29;;
PORTOSCUSO;SCELTA EUROPEA;9;;
PORTOSCUSO;VERDI EUROPEI-GREEN ITALIA;6;;
PORTOSCUSO;ITALIA DEI VALORI;4;;
PORTOSCUSO;IO CAMBIO - MAIE;0;;
SAN GIOVANNI SUERGIU;PARTITO DEMOCRATICO;629;;
SAN GIOVANNI SUERGIU;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;542;;
SAN GIOVANNI SUERGIU;FORZA ITALIA;202;;
SAN GIOVANNI SUERGIU;L'ALTRA EUROPA CON TSIPRAS;63;;
SAN GIOVANNI SUERGIU;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;41;;
SAN GIOVANNI SUERGIU;NUOVO CENTRO DESTRA - UDC;34;;
SAN GIOVANNI SUERGIU;SCELTA EUROPEA;31;;
SAN GIOVANNI SUERGIU;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;25;;
SAN GIOVANNI SUERGIU;ITALIA DEI VALORI;7;;
SAN GIOVANNI SUERGIU;VERDI EUROPEI-GREEN ITALIA;2;;
SAN GIOVANNI SUERGIU;IO CAMBIO - MAIE;2;;
SANTADI;PARTITO DEMOCRATICO;276;;
SANTADI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;266;;
SANTADI;FORZA ITALIA;133;;
SANTADI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;27;;
SANTADI;L'ALTRA EUROPA CON TSIPRAS;24;;
