

Ente;Liste/Gruppi;Voti;
ANDRIA;PARTITO DEMOCRATICO;10557;;
ANDRIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;9795;;
ANDRIA;FORZA ITALIA;9781;;
ANDRIA;NUOVO CENTRO DESTRA - UDC;1051;;
ANDRIA;L'ALTRA EUROPA CON TSIPRAS;863;;
ANDRIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;423;;
ANDRIA;ITALIA DEI VALORI;183;;
ANDRIA;SCELTA EUROPEA;174;;
ANDRIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;140;;
ANDRIA;VERDI EUROPEI-GREEN ITALIA;114;;
ANDRIA;IO CAMBIO - MAIE;31;;
BARLETTA;PARTITO DEMOCRATICO;11330;;
BARLETTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;9318;;
BARLETTA;FORZA ITALIA;5705;;
BARLETTA;L'ALTRA EUROPA CON TSIPRAS;1509;;
BARLETTA;NUOVO CENTRO DESTRA - UDC;675;;
BARLETTA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;619;;
BARLETTA;SCELTA EUROPEA;184;;
BARLETTA;VERDI EUROPEI-GREEN ITALIA;143;;
BARLETTA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;124;;
BARLETTA;ITALIA DEI VALORI;99;;
BARLETTA;IO CAMBIO - MAIE;22;;
BISCEGLIE;NUOVO CENTRO DESTRA - UDC;4324;;
BISCEGLIE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;4220;;
BISCEGLIE;PARTITO DEMOCRATICO;4198;;
BISCEGLIE;FORZA ITALIA;3791;;
BISCEGLIE;L'ALTRA EUROPA CON TSIPRAS;615;;
BISCEGLIE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;254;;
BISCEGLIE;SCELTA EUROPEA;112;;
BISCEGLIE;VERDI EUROPEI-GREEN ITALIA;93;;
BISCEGLIE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;67;;
BISCEGLIE;ITALIA DEI VALORI;53;;
BISCEGLIE;IO CAMBIO - MAIE;52;;
CANOSA DI PUGLIA;PARTITO DEMOCRATICO;2866;;
CANOSA DI PUGLIA;FORZA ITALIA;2586;;
CANOSA DI PUGLIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2453;;
CANOSA DI PUGLIA;NUOVO CENTRO DESTRA - UDC;950;;
CANOSA DI PUGLIA;L'ALTRA EUROPA CON TSIPRAS;193;;
CANOSA DI PUGLIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;156;;
CANOSA DI PUGLIA;ITALIA DEI VALORI;101;;
CANOSA DI PUGLIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;48;;
CANOSA DI PUGLIA;SCELTA EUROPEA;38;;
