

Ente;Liste/Gruppi;Voti;
ARBUS;PARTITO DEMOCRATICO;921;;
ARBUS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;432;;
ARBUS;FORZA ITALIA;357;;
ARBUS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;129;;
ARBUS;L'ALTRA EUROPA CON TSIPRAS;111;;
ARBUS;NUOVO CENTRO DESTRA - UDC;18;;
ARBUS;VERDI EUROPEI-GREEN ITALIA;13;;
ARBUS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;13;;
ARBUS;ITALIA DEI VALORI;12;;
ARBUS;SCELTA EUROPEA;9;;
ARBUS;IO CAMBIO - MAIE;4;;
BARUMINI;PARTITO DEMOCRATICO;183;;
BARUMINI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;82;;
BARUMINI;FORZA ITALIA;70;;
BARUMINI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
BARUMINI;L'ALTRA EUROPA CON TSIPRAS;9;;
BARUMINI;NUOVO CENTRO DESTRA - UDC;4;;
BARUMINI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
BARUMINI;ITALIA DEI VALORI;3;;
BARUMINI;SCELTA EUROPEA;3;;
BARUMINI;IO CAMBIO - MAIE;0;;
BARUMINI;VERDI EUROPEI-GREEN ITALIA;0;;
COLLINAS;PARTITO DEMOCRATICO;142;;
COLLINAS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;58;;
COLLINAS;FORZA ITALIA;29;;
COLLINAS;L'ALTRA EUROPA CON TSIPRAS;9;;
COLLINAS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;6;;
COLLINAS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
COLLINAS;NUOVO CENTRO DESTRA - UDC;1;;
COLLINAS;SCELTA EUROPEA;1;;
COLLINAS;IO CAMBIO - MAIE;0;;
COLLINAS;VERDI EUROPEI-GREEN ITALIA;0;;
COLLINAS;ITALIA DEI VALORI;0;;
FURTEI;PARTITO DEMOCRATICO;238;;
FURTEI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;153;;
FURTEI;FORZA ITALIA;101;;
FURTEI;NUOVO CENTRO DESTRA - UDC;45;;
FURTEI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;43;;
FURTEI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;14;;
FURTEI;L'ALTRA EUROPA CON TSIPRAS;10;;
FURTEI;ITALIA DEI VALORI;4;;
FURTEI;SCELTA EUROPEA;2;;
FURTEI;VERDI EUROPEI-GREEN ITALIA;1;;
FURTEI;IO CAMBIO - MAIE;0;;
GENURI;PARTITO DEMOCRATICO;53;;
GENURI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;20;;
GENURI;FORZA ITALIA;10;;
GENURI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
GENURI;NUOVO CENTRO DESTRA - UDC;5;;
GENURI;SCELTA EUROPEA;1;;
GENURI;VERDI EUROPEI-GREEN ITALIA;1;;
GENURI;L'ALTRA EUROPA CON TSIPRAS;1;;
GENURI;ITALIA DEI VALORI;1;;
GENURI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
GENURI;IO CAMBIO - MAIE;0;;
GESTURI;FORZA ITALIA;165;;
GESTURI;PARTITO DEMOCRATICO;113;;
GESTURI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;101;;
GESTURI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
GESTURI;L'ALTRA EUROPA CON TSIPRAS;16;;
GESTURI;NUOVO CENTRO DESTRA - UDC;11;;
GESTURI;SCELTA EUROPEA;2;;
GESTURI;ITALIA DEI VALORI;1;;
GESTURI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
GESTURI;VERDI EUROPEI-GREEN ITALIA;0;;
GESTURI;IO CAMBIO - MAIE;0;;
GONNOSFANADIGA;PARTITO DEMOCRATICO;683;;
GONNOSFANADIGA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;657;;
GONNOSFANADIGA;FORZA ITALIA;491;;
GONNOSFANADIGA;L'ALTRA EUROPA CON TSIPRAS;61;;
GONNOSFANADIGA;NUOVO CENTRO DESTRA - UDC;50;;
GONNOSFANADIGA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;45;;
GONNOSFANADIGA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;25;;
GONNOSFANADIGA;ITALIA DEI VALORI;10;;
GONNOSFANADIGA;VERDI EUROPEI-GREEN ITALIA;9;;
GONNOSFANADIGA;SCELTA EUROPEA;8;;
GONNOSFANADIGA;IO CAMBIO - MAIE;2;;
GUSPINI;PARTITO DEMOCRATICO;2221;;
GUSPINI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1197;;
GUSPINI;FORZA ITALIA;460;;
GUSPINI;L'ALTRA EUROPA CON TSIPRAS;430;;
GUSPINI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;106;;
GUSPINI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;52;;
GUSPINI;NUOVO CENTRO DESTRA - UDC;46;;
GUSPINI;ITALIA DEI VALORI;24;;
GUSPINI;SCELTA EUROPEA;16;;
GUSPINI;VERDI EUROPEI-GREEN ITALIA;11;;
GUSPINI;IO CAMBIO - MAIE;6;;
LAS PLASSAS;PARTITO DEMOCRATICO;43;;
LAS PLASSAS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;26;;
LAS PLASSAS;FORZA ITALIA;11;;
LAS PLASSAS;L'ALTRA EUROPA CON TSIPRAS;8;;
LAS PLASSAS;NUOVO CENTRO DESTRA - UDC;3;;
LAS PLASSAS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;2;;
LAS PLASSAS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
LAS PLASSAS;VERDI EUROPEI-GREEN ITALIA;1;;
LAS PLASSAS;IO CAMBIO - MAIE;0;;
LAS PLASSAS;ITALIA DEI VALORI;0;;
LAS PLASSAS;SCELTA EUROPEA;0;;
LUNAMATRONA;PARTITO DEMOCRATICO;282;;
LUNAMATRONA;FORZA ITALIA;129;;
LUNAMATRONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;127;;
LUNAMATRONA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
LUNAMATRONA;L'ALTRA EUROPA CON TSIPRAS;16;;
LUNAMATRONA;NUOVO CENTRO DESTRA - UDC;12;;
LUNAMATRONA;SCELTA EUROPEA;5;;
LUNAMATRONA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
LUNAMATRONA;VERDI EUROPEI-GREEN ITALIA;0;;
