

Ente;Liste/Gruppi;Voti;
AMEGLIA;PARTITO DEMOCRATICO;999;;
AMEGLIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;597;;
AMEGLIA;FORZA ITALIA;548;;
AMEGLIA;L'ALTRA EUROPA CON TSIPRAS;139;;
AMEGLIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;135;;
AMEGLIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;99;;
AMEGLIA;NUOVO CENTRO DESTRA - UDC;69;;
AMEGLIA;IO CAMBIO - MAIE;21;;
AMEGLIA;SCELTA EUROPEA;21;;
AMEGLIA;VERDI EUROPEI-GREEN ITALIA;20;;
AMEGLIA;ITALIA DEI VALORI;10;;
ARCOLA;PARTITO DEMOCRATICO;2555;;
ARCOLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1370;;
ARCOLA;FORZA ITALIA;689;;
ARCOLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;245;;
ARCOLA;L'ALTRA EUROPA CON TSIPRAS;234;;
ARCOLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;118;;
ARCOLA;NUOVO CENTRO DESTRA - UDC;117;;
ARCOLA;ITALIA DEI VALORI;42;;
ARCOLA;SCELTA EUROPEA;35;;
ARCOLA;VERDI EUROPEI-GREEN ITALIA;30;;
ARCOLA;IO CAMBIO - MAIE;24;;
BEVERINO;PARTITO DEMOCRATICO;625;;
BEVERINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;327;;
BEVERINO;FORZA ITALIA;286;;
BEVERINO;NUOVO CENTRO DESTRA - UDC;88;;
BEVERINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;85;;
BEVERINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;45;;
BEVERINO;L'ALTRA EUROPA CON TSIPRAS;39;;
BEVERINO;ITALIA DEI VALORI;18;;
BEVERINO;VERDI EUROPEI-GREEN ITALIA;8;;
BEVERINO;IO CAMBIO - MAIE;4;;
BEVERINO;SCELTA EUROPEA;2;;
BOLANO;PARTITO DEMOCRATICO;2022;;
BOLANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1018;;
BOLANO;FORZA ITALIA;585;;
BOLANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;228;;
BOLANO;L'ALTRA EUROPA CON TSIPRAS;153;;
BOLANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;134;;
BOLANO;NUOVO CENTRO DESTRA - UDC;113;;
BOLANO;VERDI EUROPEI-GREEN ITALIA;29;;
BOLANO;ITALIA DEI VALORI;27;;
BOLANO;SCELTA EUROPEA;16;;
BOLANO;IO CAMBIO - MAIE;10;;
BONASSOLA;PARTITO DEMOCRATICO;234;;
BONASSOLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;149;;
BONASSOLA;FORZA ITALIA;59;;
BONASSOLA;L'ALTRA EUROPA CON TSIPRAS;45;;
BONASSOLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;44;;
BONASSOLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;18;;
BONASSOLA;NUOVO CENTRO DESTRA - UDC;11;;
BONASSOLA;VERDI EUROPEI-GREEN ITALIA;6;;
BONASSOLA;ITALIA DEI VALORI;4;;
BONASSOLA;SCELTA EUROPEA;4;;
BONASSOLA;IO CAMBIO - MAIE;1;;
BORGHETTO DI VARA;PARTITO DEMOCRATICO;184;;
BORGHETTO DI VARA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;144;;
BORGHETTO DI VARA;FORZA ITALIA;95;;
BORGHETTO DI VARA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;26;;
BORGHETTO DI VARA;L'ALTRA EUROPA CON TSIPRAS;19;;
BORGHETTO DI VARA;NUOVO CENTRO DESTRA - UDC;16;;
BORGHETTO DI VARA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;16;;
BORGHETTO DI VARA;ITALIA DEI VALORI;1;;
BORGHETTO DI VARA;VERDI EUROPEI-GREEN ITALIA;1;;
BORGHETTO DI VARA;SCELTA EUROPEA;1;;
BORGHETTO DI VARA;IO CAMBIO - MAIE;0;;
BRUGNATO;PARTITO DEMOCRATICO;204;;
BRUGNATO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;196;;
BRUGNATO;FORZA ITALIA;99;;
BRUGNATO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;30;;
BRUGNATO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;25;;
BRUGNATO;NUOVO CENTRO DESTRA - UDC;19;;
BRUGNATO;L'ALTRA EUROPA CON TSIPRAS;15;;
BRUGNATO;IO CAMBIO - MAIE;4;;
BRUGNATO;SCELTA EUROPEA;4;;
BRUGNATO;VERDI EUROPEI-GREEN ITALIA;3;;
BRUGNATO;ITALIA DEI VALORI;0;;
CALICE AL CORNOVIGLIO;PARTITO DEMOCRATICO;308;;
CALICE AL CORNOVIGLIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;157;;
CALICE AL CORNOVIGLIO;FORZA ITALIA;90;;
CALICE AL CORNOVIGLIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;30;;
CALICE AL CORNOVIGLIO;L'ALTRA EUROPA CON TSIPRAS;13;;
CALICE AL CORNOVIGLIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;12;;
CALICE AL CORNOVIGLIO;SCELTA EUROPEA;11;;
CALICE AL CORNOVIGLIO;NUOVO CENTRO DESTRA - UDC;11;;
CALICE AL CORNOVIGLIO;VERDI EUROPEI-GREEN ITALIA;4;;
CALICE AL CORNOVIGLIO;ITALIA DEI VALORI;1;;
CALICE AL CORNOVIGLIO;IO CAMBIO - MAIE;1;;
CARRO;PARTITO DEMOCRATICO;131;;
CARRO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;61;;
CARRO;FORZA ITALIA;45;;
CARRO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;25;;
CARRO;NUOVO CENTRO DESTRA - UDC;7;;
CARRO;L'ALTRA EUROPA CON TSIPRAS;7;;
CARRO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
CARRO;VERDI EUROPEI-GREEN ITALIA;2;;
CARRO;ITALIA DEI VALORI;1;;
CARRO;SCELTA EUROPEA;1;;
CARRO;IO CAMBIO - MAIE;0;;
CARRODANO;PARTITO DEMOCRATICO;137;;
CARRODANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;84;;
CARRODANO;FORZA ITALIA;43;;
CARRODANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;19;;
CARRODANO;NUOVO CENTRO DESTRA - UDC;14;;
CARRODANO;L'ALTRA EUROPA CON TSIPRAS;10;;
CARRODANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;9;;
CARRODANO;IO CAMBIO - MAIE;3;;
CARRODANO;ITALIA DEI VALORI;1;;
CARRODANO;SCELTA EUROPEA;1;;
CARRODANO;VERDI EUROPEI-GREEN ITALIA;0;;
CASTELNUOVO MAGRA;PARTITO DEMOCRATICO;2281;;
CASTELNUOVO MAGRA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1138;;
CASTELNUOVO MAGRA;FORZA ITALIA;616;;
CASTELNUOVO MAGRA;L'ALTRA EUROPA CON TSIPRAS;214;;
CASTELNUOVO MAGRA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;201;;
CASTELNUOVO MAGRA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;112;;
CASTELNUOVO MAGRA;NUOVO CENTRO DESTRA - UDC;65;;
CASTELNUOVO MAGRA;VERDI EUROPEI-GREEN ITALIA;39;;
CASTELNUOVO MAGRA;SCELTA EUROPEA;29;;
CASTELNUOVO MAGRA;ITALIA DEI VALORI;18;;
CASTELNUOVO MAGRA;IO CAMBIO - MAIE;10;;
DEIVA MARINA;PARTITO DEMOCRATICO;321;;
DEIVA MARINA;FORZA ITALIA;199;;
DEIVA MARINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;192;;
DEIVA MARINA;NUOVO CENTRO DESTRA - UDC;76;;
DEIVA MARINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;56;;
DEIVA MARINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;41;;
DEIVA MARINA;L'ALTRA EUROPA CON TSIPRAS;29;;
DEIVA MARINA;ITALIA DEI VALORI;7;;
DEIVA MARINA;VERDI EUROPEI-GREEN ITALIA;6;;
DEIVA MARINA;SCELTA EUROPEA;4;;
DEIVA MARINA;IO CAMBIO - MAIE;3;;
FOLLO;PARTITO DEMOCRATICO;1564;;
FOLLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;940;;
FOLLO;FORZA ITALIA;489;;
FOLLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;223;;
FOLLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;119;;
FOLLO;L'ALTRA EUROPA CON TSIPRAS;116;;
FOLLO;NUOVO CENTRO DESTRA - UDC;76;;
FOLLO;ITALIA DEI VALORI;18;;
FOLLO;VERDI EUROPEI-GREEN ITALIA;15;;
FOLLO;SCELTA EUROPEA;14;;
FOLLO;IO CAMBIO - MAIE;3;;
FRAMURA;PARTITO DEMOCRATICO;193;;
FRAMURA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;94;;
FRAMURA;FORZA ITALIA;50;;
FRAMURA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;32;;
FRAMURA;L'ALTRA EUROPA CON TSIPRAS;30;;
FRAMURA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;24;;
FRAMURA;NUOVO CENTRO DESTRA - UDC;10;;
FRAMURA;VERDI EUROPEI-GREEN ITALIA;5;;
FRAMURA;SCELTA EUROPEA;5;;
FRAMURA;ITALIA DEI VALORI;3;;
FRAMURA;IO CAMBIO - MAIE;0;;
LA SPEZIA;PARTITO DEMOCRATICO;19681;;
LA SPEZIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;8932;;
LA SPEZIA;FORZA ITALIA;5401;;
LA SPEZIA;L'ALTRA EUROPA CON TSIPRAS;1980;;
LA SPEZIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1652;;
LA SPEZIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1138;;
LA SPEZIA;NUOVO CENTRO DESTRA - UDC;1076;;
LA SPEZIA;VERDI EUROPEI-GREEN ITALIA;337;;
LA SPEZIA;ITALIA DEI VALORI;184;;
LA SPEZIA;SCELTA EUROPEA;157;;
LA SPEZIA;IO CAMBIO - MAIE;37;;
LERICI;PARTITO DEMOCRATICO;2337;;
LERICI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1035;;
LERICI;FORZA ITALIA;819;;
LERICI;L'ALTRA EUROPA CON TSIPRAS;350;;
