

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
ABBIATEGRASSO ;24471;14576;79;444;
ALBAIRATE ;3682;2781;67;161;
ARCONATE ;5201;4071;78;229;
ARESE ;15412;9859;41;202;
ARLUNO ;9063;6549;114;322;
ASSAGO ;6631;5177;76;179;
BARANZATE ;7011;4071;17;139;
BAREGGIO ;13712;8430;41;241;
BASIANO ;2782;2060;32;84;
BASIGLIO ;5929;3630;13;49;
BELLINZAGO LOMBARDO ;3080;2009;7;48;
BERNATE TICINO ;2508;2025;49;119;
BESATE ;1624;1193;27;75;
BINASCO ;5728;3680;34;132;
BOFFALORA SOPRA TICINO ;3345;2604;45;137;
BOLLATE ;28767;18268;95;536;
BRESSO ;20223;12917;70;334;
BUBBIANO ;1740;1213;15;55;
BUCCINASCO ;21065;13887;55;365;
BUSCATE ;3808;2282;15;77;
BUSSERO ;6907;4733;20;142;
BUSTO GAROLFO ;10979;7823;126;389;
CALVIGNASCO ;920;581;0;17;
CAMBIAGO ;4991;3157;17;110;
CANEGRATE ;9979;6165;39;207;
CARPIANO ;3083;2189;34;97;
CARUGATE ;11214;7374;32;223;
CASARILE ;3025;2213;37;132;
CASOREZZO ;4359;3169;63;170;
CASSANO D'ADDA ;13900;8922;61;323;
CASSINA DE' PECCHI ;10363;7626;98;304;
CASSINETTA DI LUGAGNANO ;1491;961;3;40;
CASTANO PRIMO ;8826;6297;83;333;
CERNUSCO SUL NAVIGLIO ;25537;16829;85;427;
CERRO AL LAMBRO ;4020;2764;17;99;
CERRO MAGGIORE ;12012;8386;107;394;
CESANO BOSCONE ;18511;12988;143;508;
CESATE ;10856;7386;90;324;
CINISELLO BALSAMO ;54290;32639;150;884;
CISLIANO ;3657;2355;12;71;
COLOGNO MONZESE ;34891;21008;93;650;
COLTURANO ;1538;1105;16;49;
CORBETTA ;13819;8709;45;296;
CORMANO ;15480;11047;105;418;
CORNAREDO ;15923;11587;114;421;
CORSICO ;26082;16007;58;503;
CUGGIONO ;6506;4034;21;128;
CUSAGO ;2954;2369;45;98;
CUSANO MILANINO ;15457;10903;68;335;
DAIRAGO ;4916;2992;20;135;
DRESANO ;2368;1538;16;54;
GAGGIANO ;7127;5285;92;214;
GARBAGNATE MILANESE ;21469;12903;74;406;
GESSATE ;6705;4786;72;204;
GORGONZOLA ;15401;9746;37;225;
GREZZAGO ;2171;1551;29;83;
GUDO VISCONTI ;1308;960;16;31;
INVERUNO ;7153;5314;79;271;
INZAGO ;8544;5637;24;180;
LACCHIARELLA ;6714;4820;66;244;
LAINATE ;20146;14218;217;693;
LEGNANO ;45435;28464;145;767;
LISCATE ;3082;2232;39;99;
LOCATE DI TRIULZI ;7378;5450;66;232;
MAGENTA ;18392;11736;63;376;
MAGNAGO ;7518;4472;30;184;
MARCALLO CON CASONE ;5021;3526;47;176;
MASATE ;2624;1959;33;79;
MEDIGLIA ;8890;5528;22;193;
MELEGNANO ;13037;8301;43;284;
MELZO ;14302;10364;145;463;
MESERO ;3326;2466;53;114;
MILANO ;975160;585134;2252;12437;
MORIMONDO ;949;650;15;48;
MOTTA VISCONTI ;6142;4421;90;261;
NERVIANO ;13849;8712;67;274;
NOSATE ;586;475;15;54;
NOVATE MILANESE ;16095;11861;131;370;
NOVIGLIO ;3423;2112;5;43;
OPERA ;10816;7001;26;158;
OSSONA ;3278;2524;42;132;
OZZERO ;1204;978;22;40;
PADERNO DUGNANO ;37078;26539;280;1017;
PANTIGLIATE ;4522;3395;45;126;
PARABIAGO ;21753;12917;69;412;
PAULLO ;8489;6145;122;311;
PERO ;8331;5899;106;264;
PESCHIERA BORROMEO ;18157;13295;157;481;
PESSANO CON BORNAGO ;7111;4715;26;140;
PIEVE EMANUELE ;12105;7063;27;259;
PIOLTELLO ;23572;16458;254;732;
POGLIANO MILANESE ;6494;4719;79;261;
POZZO D'ADDA ;4431;2559;15;96;
POZZUOLO MARTESANA ;6363;4722;85;256;
PREGNANA MILANESE ;5572;3637;23;118;
RESCALDINA ;11146;8029;161;432;
RHO ;40080;24860;139;781;
ROBECCHETTO CON INDUNO ;3929;2296;14;99;
ROBECCO SUL NAVIGLIO ;5470;4071;94;236;
RODANO ;3560;2731;31;83;
ROSATE ;4246;2788;18;83;
ROZZANO ;31581;21665;319;1090;
SAN COLOMBANO AL LAMBRO ;5908;4367;90;240;
SAN DONATO MILANESE ;23961;15625;69;325;
SAN GIORGIO SU LEGNANO ;5302;3336;16;115;
SAN GIULIANO MILANESE ;26704;16202;95;491;
SANTO STEFANO TICINO ;3848;2881;46;132;
SAN VITTORE OLONA ;6525;4681;67;203;
SAN ZENONE AL LAMBRO ;3299;2484;49;128;
SEDRIANO ;9010;5563;28;187;
SEGRATE ;26791;17364;71;385;
SENAGO ;16624;10168;38;309;
SESTO SAN GIOVANNI ;59934;37007;182;974;
SETTALA ;5365;4117;61;185;
SETTIMO MILANESE ;15803;11446;106;375;
SOLARO ;10595;7244;99;341;
TREZZANO ROSA ;3838;2827;48;143;
TREZZANO SUL NAVIGLIO ;16055;11321;144;452;
TREZZO SULL'ADDA ;9215;6899;97;291;
TRIBIANO ;2645;2105;43;154;
TRUCCAZZANO ;4508;3310;58;172;
TURBIGO ;5586;3489;24;120;
VANZAGHELLO ;4203;3064;61;154;
VANZAGO ;7059;5055;64;206;
VAPRIO D'ADDA ;6237;4297;52;192;
VERMEZZO ;2998;1891;11;58;
VERNATE ;2574;1598;11;47;
VIGNATE ;6962;5260;79;222;
VILLA CORTESE ;5026;3331;15;137;
VIMODRONE ;12933;8177;47;233;
VITTUONE ;6675;4233;29;119;
VIZZOLO PREDABISSI ;3202;2172;5;56;
ZELO SURRIGONE ;1310;987;13;41;
ZIBIDO SAN GIACOMO ;5198;3230;20;102;
