

Ente;Liste/Gruppi;Voti;
ALIA;PARTITO DEMOCRATICO;483;;
ALIA;FORZA ITALIA;316;;
ALIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;144;;
ALIA;NUOVO CENTRO DESTRA - UDC;123;;
ALIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;33;;
ALIA;L'ALTRA EUROPA CON TSIPRAS;21;;
ALIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
ALIA;VERDI EUROPEI-GREEN ITALIA;5;;
ALIA;SCELTA EUROPEA;5;;
ALIA;ITALIA DEI VALORI;4;;
ALIA;IO CAMBIO - MAIE;1;;
ALIMENA;FORZA ITALIA;353;;
ALIMENA;PARTITO DEMOCRATICO;181;;
ALIMENA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;105;;
ALIMENA;NUOVO CENTRO DESTRA - UDC;67;;
ALIMENA;L'ALTRA EUROPA CON TSIPRAS;48;;
ALIMENA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
ALIMENA;ITALIA DEI VALORI;4;;
ALIMENA;SCELTA EUROPEA;4;;
ALIMENA;VERDI EUROPEI-GREEN ITALIA;3;;
ALIMENA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
ALIMENA;IO CAMBIO - MAIE;1;;
ALIMINUSA;PARTITO DEMOCRATICO;163;;
ALIMINUSA;NUOVO CENTRO DESTRA - UDC;120;;
ALIMINUSA;FORZA ITALIA;73;;
ALIMINUSA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;63;;
ALIMINUSA;L'ALTRA EUROPA CON TSIPRAS;56;;
ALIMINUSA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
ALIMINUSA;SCELTA EUROPEA;4;;
ALIMINUSA;VERDI EUROPEI-GREEN ITALIA;2;;
ALIMINUSA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1;;
ALIMINUSA;IO CAMBIO - MAIE;0;;
ALIMINUSA;ITALIA DEI VALORI;0;;
ALTAVILLA MILICIA;FORZA ITALIA;637;;
ALTAVILLA MILICIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;623;;
ALTAVILLA MILICIA;PARTITO DEMOCRATICO;498;;
ALTAVILLA MILICIA;NUOVO CENTRO DESTRA - UDC;221;;
ALTAVILLA MILICIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;50;;
ALTAVILLA MILICIA;L'ALTRA EUROPA CON TSIPRAS;47;;
ALTAVILLA MILICIA;ITALIA DEI VALORI;32;;
ALTAVILLA MILICIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;15;;
ALTAVILLA MILICIA;VERDI EUROPEI-GREEN ITALIA;13;;
ALTAVILLA MILICIA;IO CAMBIO - MAIE;5;;
ALTAVILLA MILICIA;SCELTA EUROPEA;2;;
ALTOFONTE;PARTITO DEMOCRATICO;1176;;
ALTOFONTE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1022;;
ALTOFONTE;FORZA ITALIA;676;;
ALTOFONTE;NUOVO CENTRO DESTRA - UDC;291;;
ALTOFONTE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;160;;
ALTOFONTE;L'ALTRA EUROPA CON TSIPRAS;119;;
ALTOFONTE;ITALIA DEI VALORI;27;;
ALTOFONTE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;26;;
ALTOFONTE;VERDI EUROPEI-GREEN ITALIA;13;;
ALTOFONTE;SCELTA EUROPEA;11;;
ALTOFONTE;IO CAMBIO - MAIE;8;;
BAGHERIA;FORZA ITALIA;8617;;
BAGHERIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;8135;;
BAGHERIA;PARTITO DEMOCRATICO;6460;;
BAGHERIA;NUOVO CENTRO DESTRA - UDC;1707;;
