

Ente;Liste/Gruppi;Voti;
BIBBONA;PARTITO DEMOCRATICO;1037;;
BIBBONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;370;;
BIBBONA;FORZA ITALIA;217;;
BIBBONA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;68;;
BIBBONA;L'ALTRA EUROPA CON TSIPRAS;64;;
BIBBONA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;55;;
BIBBONA;NUOVO CENTRO DESTRA - UDC;19;;
BIBBONA;VERDI EUROPEI-GREEN ITALIA;17;;
BIBBONA;ITALIA DEI VALORI;7;;
BIBBONA;IO CAMBIO - MAIE;6;;
BIBBONA;SCELTA EUROPEA;1;;
CAMPIGLIA MARITTIMA;PARTITO DEMOCRATICO;4263;;
CAMPIGLIA MARITTIMA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1302;;
CAMPIGLIA MARITTIMA;FORZA ITALIA;851;;
CAMPIGLIA MARITTIMA;L'ALTRA EUROPA CON TSIPRAS;302;;
CAMPIGLIA MARITTIMA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;169;;
CAMPIGLIA MARITTIMA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;153;;
CAMPIGLIA MARITTIMA;NUOVO CENTRO DESTRA - UDC;106;;
CAMPIGLIA MARITTIMA;VERDI EUROPEI-GREEN ITALIA;56;;
CAMPIGLIA MARITTIMA;ITALIA DEI VALORI;30;;
CAMPIGLIA MARITTIMA;SCELTA EUROPEA;17;;
CAMPIGLIA MARITTIMA;IO CAMBIO - MAIE;7;;
CAMPO NELL'ELBA;PARTITO DEMOCRATICO;918;;
CAMPO NELL'ELBA;FORZA ITALIA;762;;
CAMPO NELL'ELBA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;497;;
CAMPO NELL'ELBA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;181;;
CAMPO NELL'ELBA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;135;;
CAMPO NELL'ELBA;L'ALTRA EUROPA CON TSIPRAS;101;;
CAMPO NELL'ELBA;NUOVO CENTRO DESTRA - UDC;75;;
CAMPO NELL'ELBA;ITALIA DEI VALORI;22;;
CAMPO NELL'ELBA;VERDI EUROPEI-GREEN ITALIA;20;;
CAMPO NELL'ELBA;SCELTA EUROPEA;12;;
CAMPO NELL'ELBA;IO CAMBIO - MAIE;7;;
CAPOLIVERI;PARTITO DEMOCRATICO;717;;
CAPOLIVERI;FORZA ITALIA;565;;
CAPOLIVERI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;398;;
CAPOLIVERI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;127;;
CAPOLIVERI;L'ALTRA EUROPA CON TSIPRAS;101;;
CAPOLIVERI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;65;;
CAPOLIVERI;NUOVO CENTRO DESTRA - UDC;63;;
CAPOLIVERI;VERDI EUROPEI-GREEN ITALIA;18;;
CAPOLIVERI;ITALIA DEI VALORI;10;;
CAPOLIVERI;IO CAMBIO - MAIE;5;;
CAPOLIVERI;SCELTA EUROPEA;3;;
CAPRAIA ISOLA;PARTITO DEMOCRATICO;80;;
CAPRAIA ISOLA;FORZA ITALIA;45;;
CAPRAIA ISOLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;32;;
CAPRAIA ISOLA;L'ALTRA EUROPA CON TSIPRAS;13;;
CAPRAIA ISOLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;7;;
CAPRAIA ISOLA;NUOVO CENTRO DESTRA - UDC;6;;
CAPRAIA ISOLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3;;
CAPRAIA ISOLA;ITALIA DEI VALORI;1;;
CAPRAIA ISOLA;IO CAMBIO - MAIE;0;;
CAPRAIA ISOLA;SCELTA EUROPEA;0;;
CAPRAIA ISOLA;VERDI EUROPEI-GREEN ITALIA;0;;
CASTAGNETO CARDUCCI;PARTITO DEMOCRATICO;2655;;
CASTAGNETO CARDUCCI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;729;;
CASTAGNETO CARDUCCI;FORZA ITALIA;654;;
CASTAGNETO CARDUCCI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;220;;
CASTAGNETO CARDUCCI;L'ALTRA EUROPA CON TSIPRAS;204;;
CASTAGNETO CARDUCCI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;148;;
CASTAGNETO CARDUCCI;NUOVO CENTRO DESTRA - UDC;114;;
CASTAGNETO CARDUCCI;VERDI EUROPEI-GREEN ITALIA;27;;
CASTAGNETO CARDUCCI;ITALIA DEI VALORI;22;;
CASTAGNETO CARDUCCI;SCELTA EUROPEA;15;;
CASTAGNETO CARDUCCI;IO CAMBIO - MAIE;3;;
CECINA;PARTITO DEMOCRATICO;7958;;
CECINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2651;;
CECINA;FORZA ITALIA;2259;;
CECINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;682;;
CECINA;L'ALTRA EUROPA CON TSIPRAS;628;;
